cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,3.097273643341572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450171.6916013971,46.776638263788094
21,6.1930983894464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587609.9382486986,52.92975762579685
12,30.9134996369079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490196.972822997,42.299002162899505
22,6.206316403185614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541153.272700348,43.041542057294635
31,270.88705293536947,0.8209227954134924,9.073247017349122e-05,0.0017861740027957356,1.759089406421456e-07,0.8227089694162881,9.090837911413336e-05,0.00011094695983461511,9.433151438476661e-09,0.001147212556441697,1.554131122708675e-07,4.96441519920177,0.0006725303104298409,9165482.413919901,578.5039560608296
23,27.4190496625042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402070.5201562501,86.15936301289787
32,120.1329722787562,0.4333594293751271,5.700284694871758e-05,0.00017943837896858573,7.912860321289437e-08,0.4335388677540957,5.7081975551930475e-05,1.6062356254793792e-05,4.762631063142412e-09,0.0006582133499664986,1.2367572422950875e-07,2.848333851075022,0.0005351908342440314,2951168.6248521633,347.8575504490811
24,10.966867074411317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71609.99807165822,45.49042301829893
41,1.7317356710649578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24716.606589714193,21.840402033470564
42,12.50573783332838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140658.8815318671,106.85306150404811
25,7.568081928801451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61568.37490195403,27.624837912028152
33,31.3219485778882,0.12861899273417005,3.434057444234382e-05,1.5250209310754787e-05,2.189418709416448e-08,0.1286342429434808,3.4362468629437983e-05,1.7821443127785718e-06,1.4533010519909713e-09,0.00020873738934666446,8.216853048516277e-08,0.903284280228276,0.00035557377693097716,750584.1442885868,190.32076274997908
26,7.34892989101711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42374.97401002586,33.722046349650235
43,0.7231006240991205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9319.962005224326,12.870441361599418
44,7.165275624013919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70793.37105904905,55.12778623299723
total,544.1809401741359,1.3829012175227897,0.00018207589156455262,0.0019808625910750764,2.7693173094920445e-07,1.3848820801138646,0.00018235282329550183,0.0001287914604021875,1.5649083553610044e-08,0.00201416329575486,3.61257366985539e-07,8.716033330505068,0.0015632949216048495,15759479.746759832,1691.41757079466
