cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.1865438683001495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.372008665242181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,31.826114534970067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.393721330357325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,272.09372241494395,0.8937664358668783,0.0003257468160156262,0.0017687936524477762,6.953468379485099e-07,0.8955352295193261,0.0003264421628535747,0.0017687936524477762,0.0010944924144854372,0.009289326336541993,4.538943772676506e-06,40.19836829411311
23,26.672951768516317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,109.62528949246612,0.40360609846311324,0.00012576484066823706,0.00014780040047945506,1.3816673381913338e-07,0.4037538988635927,0.0001259030074020562,0.00014780040047945506,0.00014657038316533778,0.004399786496936757,2.074145883274245e-06,19.039511759166842
24,5.914225711767239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.888267446577432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,24.61083675600033,0.09669069775167981,9.750257703925177e-05,1.0620979840100079e-05,6.727022705750596e-08,0.09670131873151991,9.756984726630928e-05,1.0620979840100079e-05,1.5067174149201187e-05,0.0010839005627101448,1.348882426174496e-06,4.690440666576736
26,2.7539093990003805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,496.3375913881415,1.3940632320816713,0.000549014233723115,0.0019272150327673315,9.007837988251493e-07,1.3959904471144389,0.0005499150175219402,0.0019272150327673315,0.0012561299717999761,0.014773013396188894,7.961972082125248e-06,63.928320719856686
