cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.0981934073532473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450888.2128214958,157.48761177792753
21,6.195509154114399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587586.3727717897,152.27272223263392
12,30.92472376232635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490235.43930954486,124.63104750162756
22,6.209220636713798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541374.2277121329,148.97948694370294
31,271.2503068195672,0.8209120588858829,0.00030768373836804406,0.0029314013533182737,1.4143330410069555e-06,13.012548925529714,0.006278252506182162,0.8191344032549014,0.00030705725019952355,0.0017776556309815064,6.264881685205385e-07,0.001328713526769877,3.7709091021298513e-07,9432410.81465926,2363.490285589963
23,27.466730965295078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403885.633862883,242.7747018714771
32,120.41764706562715,0.4332120271707485,0.00020554035514979405,0.0017152942872167712,1.2240523764453901e-06,7.614225465517975,0.005433592850694569,0.4330321524485082,0.00020533960179514336,0.00017987472224032463,2.0075335465068792e-07,0.00021028083872700023,1.54966349419652e-07,3010552.8000825746,1185.4232334963833
24,10.98693603316019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71934.89636784222,142.15257829430482
41,1.733699012086133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24820.183848485514,57.53258422048328
42,12.520766854387787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141635.38540487384,292.0915518875537
25,7.589561456177316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62053.15046607324,63.83716380422511
33,31.41177295240464,0.12862589459224744,9.826559162595729e-05,0.0005520565538783604,8.688662070433717e-07,2.45059002543946,0.0038569143785421966,0.12861044572241995,9.820282241113052e-05,1.5448869827492733e-05,6.276921482676057e-08,2.47464222957281e-05,4.90224187829806e-08,761739.3293872839,527.6258958515056
26,7.372442017688582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42878.53548377149,103.79791983925035
43,0.7253125377665698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9474.178122437166,36.28108517425795
44,7.181205331454321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71327.65764878495,160.93113948647806
total,545.0840280061227,1.3827499806488788,0.0006114896851437953,0.005198752194413405,3.5072516244957173e-06,23.07736441648715,0.015568759735418929,1.3807770014258296,0.0006105996744057975,0.0019729792230493235,8.90010737997987e-07,0.0015637407877926053,5.810796784156177e-07,16102796.817949234,5759.309007971774
