target,reaction,integral_n_per_src,mean_E_MeV,median_E_MeV,peak_E_MeV,std_dev_E_MeV,E10_MeV,E90_MeV
U-nat,"(n,2n)",0.0021495399999999997,1.8119997814976654,1.4299124566351942,1.4213226262823357,1.4494878822459254,0.41094245189848433,3.629131553076944
U-nat,"(n,n')",0.007981134471572665,2.4624877388495063,0.715076236006641,14.082139612867307,4.114873649071497,0.2196291444048267,11.070231189419228
U-nat,"(n,elastic)",0.021989048066516283,4.874749710157836,1.2621372485032394,14.31811554857881,5.8771739031796555,0.17395315648820345,14.101496589092497
U-nat,nu-fission,0.01320081,2.060695765116133,1.5767010002648325,2.0829971018447186,1.7154888944098352,0.40292718832766566,4.319262421459494
