cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.088238735259607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.177263884655187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.841416216617365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.192098624370848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,269.28081230792475,0.8099444736376091,0.0009140379058294292,0.0017954800162102084,2.070690332815743e-06,0.8117399536538193,0.0009161085961622449,0.0017954800162102084,1.4884434084509662e-06,1.4970646060233568e-05,2.2598072543682554e-08,0.0647835507256067
23,26.966372709889527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,113.06737391334232,0.39122128654115623,0.0004812026126808893,0.00018129934217265753,5.978571896802913e-07,0.3914025858833289,0.0004818004698705696,0.00018129934217265753,2.1733123027096358e-07,7.674697223289279e-06,1.220235490954613e-08,0.03321126789506617
24,6.110732923082978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.185257676371326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,26.07456069714245,0.09816964209517424,0.0002832952499608153,1.5624483587904968e-05,2.6926465703836834e-07,0.09818526657876216,0.0002835645146178537,1.5624483587904968e-05,2.4207809103336173e-08,2.008182269258966e-06,6.202880967187125e-09,0.008690151205456558
26,2.9130176918441983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,497.89714538050055,1.2993354022739396,0.0016785357684711338,0.001992403841970771,2.9378121795344027e-06,1.3013278061159104,0.0016814735806506683,0.001992403841970771,1.7299824478252658e-06,2.4653525552781815e-05,4.100330842041581e-08,0.10668496982612942
