cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.0981814695035395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450091.9597810622,159.6878610267216
21,6.196990293549261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587538.3344203975,147.12941473228153
12,30.934545516591882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490263.537412057,111.42348679806081
22,6.209175258631319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541322.5439604967,147.41585177549814
31,270.91536699855243,0.8242260669140186,0.0002676776470491302,5.8791526643305076e-05,2.087871783363537e-08,0.26097675638533724,9.268104383078385e-05,0.8224363569778761,0.00026707240744045847,0.0017897099361424984,6.052396086717732e-07,2.684483141912196e-05,7.838966336152355e-09,9151475.130918594,1980.746548481889
23,27.402783325550427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400920.55822940444,271.12547003689315
32,120.04701414190892,0.4337925349056607,0.00016103679437686622,3.446297499890791e-05,2.8036299645730088e-08,0.152981831636586,0.00012445369188968366,0.4336133382864418,0.00016082570523239843,0.00017919661921896114,2.1108914446779214e-07,4.224534929487523e-06,2.8672698619532546e-09,2945784.119901083,932.910028816746
24,10.951462126492546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71283.91141125833,135.49936656331698
41,1.7300752587283699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24600.146238021814,64.61701028363935
42,12.543285430086335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140705.37518656132,262.15375005827775
25,7.570921238848161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61521.22900271615,69.49022119751898
33,31.326174170620607,0.1289472719921468,0.00011796061922959195,1.1183399029275848e-05,2.4640854443638253e-08,0.0496433307767438,0.00010938124308762501,0.1289319913052342,0.00011789896879378397,1.5280686912607263e-05,6.165043580797531e-08,4.957461932653779e-07,7.885102017838269e-10,751103.6956015006,604.3206379660385
26,7.354629553091811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42443.95581824263,91.79784282038864
43,0.7232806914254684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9348.825181140755,40.59960893294632
44,7.183145020064903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70942.43604050236,221.22119217746166
total,544.1870304936459,1.386965873811826,0.0005466750606555883,0.00010443790067148884,7.355587192300371e-08,0.463601918798667,0.0003265159788080925,1.3849816865695521,0.0005457970814666408,0.001984187242274067,8.779791889475406e-07,3.156511254187486e-05,1.1494746399889437e-08,15739345.759103037,5240.1382916676785
