cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev"
11,2.4793427767035006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,12.526733314083947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,11.974663300816271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,22.720611061416406,0.11122223210494378,6.507661108991645e-05,0.04316314184664021,5.283799339738052e-05,191.60204535731577,0.23454890386535865,0.09514070632590842,6.0419203026448015e-05,0.016081525779035367,4.657408063468436e-06,0.007023393703265357,1.9787912933233824e-06
22,30.623296480900677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,171.2636082709362,0.834554362725153,0.00034507694079510793,0.3147240085327955,0.0001449511261411878,1397.0661350879109,0.6434409326405346,0.7690740650272797,0.00031389263856808526,0.06548029769787331,3.118430222702269e-05,0.029779903042621694,1.1949908044136958e-05
23,0.011465569534166576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,251.59972077439116,0.9457765948300968,0.00041015355188502435,0.3578871503794357,0.0001977891195385683,1588.6681804452267,0.8779898365058932,0.8642147713531881,0.00037431184159453327,0.08156182347690867,3.584171029049113e-05,0.03680329674588705,1.392869933746034e-05
