cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,3.22264199329078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.452168325086241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,32.21966520720572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.473793639448708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,276.54413149817503,0.8940321304868398,0.0007699719869276383,0.002055941293030251,2.0113876027444078e-06,0.89608807177987,0.0007719833745303827,0.002055941293030251,0.0005116186167210308,0.0008785840830074727,7.489823146359263e-07,3.9000522232770876
23,27.31338352984587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,112.91581518493702,0.4080073150004603,0.0005516499443473158,0.000172257349662417,6.349822650814244e-07,0.4081795723501227,0.0005522849266123973,0.000172257349662417,7.676926819364027e-05,0.0004233429982224418,7.880349423213281e-07,1.8792279912179783
24,6.186014374243303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.167309436473781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,25.759447105732484,0.0993134005296736,0.0003330957728272126,1.2851022727692962e-05,3.119841203371788e-07,0.0993262515524013,0.00033340775694754975,1.2851022727692962e-05,8.582987474282035e-06,0.0001062749287827721,4.182752096866682e-07,0.47175652313102434
26,2.94166169920822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,507.1960319936471,1.4013528460169737,0.0016547177041021668,0.002241049665420361,2.9583539881630114e-06,1.4035938956823941,0.0016576760580903297,0.002241049665420361,0.0005969708723889531,0.0014082020100126868,1.9552924666439226e-06,6.251036737626091
