Th-232(n,g) ENDFB-8.0
Energy(eV) XS(b)
716.014 0.341553
716.043 0.309015
716.072 0.279728
716.101 0.253331
716.131 0.229822
716.189 0.190341
716.248 0.159661
716.306 0.136174
716.365 0.118396
716.423 0.105030
716.482 0.0950031
716.540 0.0874107
716.599 0.0815947
716.715 0.0733979
716.832 0.0677962
716.949 0.0635221
717.120 0.0585381
717.290 0.0544350
717.460 0.0509433
717.630 0.0479310
717.970 0.0430217
718.310 0.0392486
718.650 0.0363528
718.991 0.0342939
719.161 0.0338542
719.331 0.0347171
719.416 0.0363151
719.501 0.0394149
719.586 0.0449218
719.629 0.0489467
719.671 0.0540645
719.746 0.0663088
719.820 0.0837443
719.894 0.107607
719.932 0.122287
719.969 0.138938
720.006 0.157674
720.043 0.178411
720.118 0.225830
720.192 0.280200
720.266 0.339380
720.341 0.400221
720.415 0.458448
720.453 0.485189
720.490 0.509580
720.527 0.531073
720.564 0.549168
720.607 0.565132
720.649 0.575587
720.686 0.579945
720.703 0.580409
720.704 0.580408
720.706 0.580391
720.709 0.580357
720.713 0.580235
720.722 0.579781
720.754 0.576151
720.789 0.568228
720.824 0.556464
720.880 0.530405
720.936 0.496633
720.992 0.456898
721.048 0.413223
721.161 0.321441
721.217 0.276914
721.273 0.235237
721.329 0.197228
721.385 0.163568
721.441 0.134524
721.497 0.110114
721.553 0.0900061
721.609 0.0738443
721.665 0.0611341
721.721 0.0513597
721.777 0.0439639
721.833 0.0384910
721.890 0.0344960
721.946 0.0316350
722.002 0.0296055
722.058 0.0281835
722.170 0.0265063
722.394 0.0252653
722.843 0.0247652
723.291 0.0251279
723.515 0.0264649
723.628 0.0284063
723.684 0.0300814
723.740 0.0324847
723.796 0.0359008
723.852 0.0406767
723.908 0.0472425
723.964 0.0560880
724.020 0.0678194
724.076 0.0830428
724.132 0.102385
724.188 0.126378
724.244 0.155576
724.300 0.190220
724.357 0.230319
724.413 0.275457
724.469 0.325064
724.525 0.377808
724.637 0.486416
724.687 0.532617
724.736 0.575127
724.753 0.588216
724.788 0.613860
724.824 0.636098
724.859 0.654463
724.894 0.668525
724.921 0.676241
724.948 0.681177
724.969 0.683040
724.981 0.683348
724.995 0.682979
725.017 0.680859
725.045 0.675311
725.074 0.666689
725.114 0.649505
725.155 0.626934
725.195 0.599616
725.235 0.568385
725.274 0.535423
725.312 0.500327
725.389 0.426936
725.467 0.353929
725.505 0.319220
725.544 0.286495
725.582 0.256006
725.621 0.228172
725.659 0.203240
725.698 0.181428
725.737 0.162718
725.775 0.147206
725.814 0.134872
725.852 0.125677
725.889 0.119679
725.926 0.116361
725.963 0.115581
726.000 0.117200
726.037 0.121066
726.074 0.127011
726.148 0.144392
726.221 0.167674
726.295 0.194885
726.443 0.251791
726.490 0.268049
726.537 0.282317
726.584 0.294031
726.631 0.302703
726.688 0.308682
726.714 0.309653
726.723 0.309716
726.744 0.309325
726.783 0.306744
726.829 0.300348
726.876 0.290635
726.923 0.277975
726.970 0.262835
727.058 0.229643
727.146 0.193425
727.234 0.157732
727.322 0.125375
727.410 0.0980096
727.498 0.0763721
727.586 0.0602355
727.674 0.0489049
727.724 0.0442299
727.774 0.0405983
727.873 0.0357359
727.973 0.0331028
728.073 0.0318078
728.272 0.0311216
728.471 0.0313519
728.870 0.0324170
729.269 0.0337716
729.668 0.0353496
730.066 0.0371526
730.465 0.0391984
730.864 0.0415142
731.192 0.0436492
731.520 0.0460143
731.849 0.0486371
732.177 0.0515535
732.506 0.0548116
732.834 0.0584615
733.162 0.0625646
733.491 0.0671909
733.749 0.0712521
734.007 0.0757444
734.265 0.0807292
734.523 0.0862801
734.781 0.0924845
735.039 0.0994481
735.297 0.107299
735.555 0.116193
735.754 0.123901
735.953 0.132453
736.153 0.141975
736.352 0.152611
736.551 0.164557
736.751 0.178029
736.950 0.193321
737.149 0.210773
737.278 0.223442
737.407 0.237395
737.536 0.252879
737.665 0.270247
737.794 0.289982
737.923 0.312695
738.052 0.339032
738.181 0.369513
738.250 0.387383
738.318 0.406450
738.454 0.447902
738.590 0.493291
738.727 0.542287
738.756 0.553481
738.834 0.583703
738.918 0.618705
739.002 0.656593
739.086 0.698350
739.170 0.745094
739.254 0.798100
739.297 0.827429
739.339 0.858803
739.381 0.892583
739.423 0.928841
739.465 0.968004
739.507 1.01017
739.534 1.03928
739.561 1.06981
739.588 1.10197
739.615 1.13587
739.642 1.17179
739.670 1.20961
739.697 1.24963
739.724 1.29202
739.751 1.33718
739.778 1.38501
739.805 1.43594
739.832 1.49029
739.859 1.54862
739.887 1.61091
739.900 1.64389
739.914 1.67783
739.927 1.71333
739.941 1.74991
739.953 1.78535
739.966 1.82180
739.978 1.85992
739.991 1.89917
740.004 1.94028
740.016 1.98266
740.029 2.02709
740.041 2.07297
740.062 2.15193
740.073 2.19884
740.085 2.24759
740.095 2.29425
740.106 2.34217
740.116 2.39186
740.127 2.44343
740.137 2.49696
740.148 2.55254
740.158 2.61027
740.169 2.67027
740.183 2.75583
740.197 2.84544
740.211 2.94068
740.226 3.04055
740.240 3.14682
740.254 3.25838
740.268 3.37720
740.283 3.50204
740.297 3.63511
740.311 3.77503
740.325 3.92428
740.340 4.08129
740.354 4.24884
740.368 4.42517
740.382 4.61203
740.397 4.81005
740.407 4.97006
740.418 5.13579
740.429 5.31063
740.440 5.49171
740.451 5.68272
740.462 5.88052
740.473 6.08911
740.483 6.30506
740.494 6.53273
740.505 6.76835
740.516 7.01667
740.527 7.27354
740.538 7.54415
740.548 7.82394
740.559 8.11854
740.570 8.42297
740.585 8.86732
740.600 9.33456
740.615 9.82875
740.630 10.3511
740.645 10.9066
740.660 11.4890
740.675 12.1032
740.690 12.7503
740.705 13.4362
740.719 14.1529
740.734 14.9060
740.749 15.6965
740.764 16.5255
740.779 17.3939
740.794 18.3026
740.809 19.2525
740.824 20.2512
740.839 21.2858
740.854 22.3710
740.869 23.4926
740.884 24.6660
740.899 25.8757
740.913 27.1295
740.928 28.4272
740.943 29.7776
740.958 31.1623
740.988 34.0585
741.018 37.1170
741.048 40.3272
741.078 43.6866
741.107 47.1551
741.137 50.7350
741.167 54.3779
741.286 69.1155
741.333 74.5661
741.379 79.6499
741.408 82.6810
741.438 85.4680
741.468 87.9840
741.498 90.1798
741.529 92.1083
741.560 93.6383
741.600 94.9895
741.640 95.6035
741.654 95.6421
741.660 95.6302
741.682 95.4469
741.704 95.0455
741.726 94.4256
741.747 93.5971
741.786 91.6517
741.824 89.1263
741.862 86.0450
741.900 82.4915
741.939 78.5283
741.977 74.2552
742.010 70.3669
742.043 66.3527
742.109 58.1490
742.186 48.7716
742.224 44.2740
742.262 39.9689
742.304 35.5338
742.325 33.4304
742.346 31.4078
742.367 29.4685
742.388 27.6141
742.409 25.8458
742.430 24.1719
742.449 22.7026
742.468 21.3057
742.487 19.9803
742.506 18.7315
742.525 17.5447
742.545 16.4308
742.564 15.3761
742.583 14.3894
742.602 13.4583
742.621 12.5857
742.640 11.7692
742.660 11.0100
742.679 10.2977
742.698 9.63726
742.717 9.01910
742.736 8.44720
742.755 7.91308
742.774 7.41987
742.794 6.96005
742.813 6.53612
742.832 6.14143
742.851 5.77796
742.870 5.43988
742.889 5.12877
742.909 4.83955
742.928 4.57348
742.947 4.32613
742.966 4.09856
742.985 3.88692
743.004 3.69207
743.023 3.51071
743.043 3.34356
743.058 3.21530
743.074 3.09470
743.090 2.98123
743.105 2.87505
743.121 2.77436
743.137 2.67942
743.168 2.50577
743.199 2.35013
743.231 2.21102
743.262 2.08542
743.293 1.97231
743.325 1.86939
743.356 1.77598
743.387 1.69032
743.419 1.61199
743.450 1.53965
743.481 1.47303
743.513 1.41129
743.544 1.35389
743.582 1.28875
743.621 1.22892
743.659 1.17361
743.697 1.12234
743.736 1.07454
743.774 1.03010
743.812 0.988574
743.851 0.949692
743.889 0.913121
743.927 0.878841
744.004 0.816137
744.081 0.760238
744.157 0.710143
744.248 0.657283
744.338 0.610376
744.429 0.568444
744.519 0.530867
744.610 0.496974
744.700 0.466352
744.791 0.438524
744.882 0.413207
744.958 0.393472
745.035 0.375176
745.112 0.358136
745.188 0.342279
745.341 0.313618
745.495 0.288502
745.648 0.266338
745.801 0.246701
745.954 0.229196
746.108 0.213543
746.261 0.199469
746.414 0.186784
746.567 0.175295
746.721 0.164870
746.874 0.155368
747.027 0.146694
747.180 0.138747
747.334 0.131457
747.515 0.123588
747.696 0.116464
747.877 0.110046
748.058 0.104351
748.239 0.0994205
748.420 0.0952218
748.783 0.0879539
748.838 0.0868093
748.906 0.0853659
748.966 0.0840471
749.174 0.0791614
749.382 0.0741870
749.591 0.0696441
749.799 0.0657604
750.007 0.0624498
750.215 0.0595360
750.632 0.0544414
751.013 0.0503973
751.393 0.0468331
751.774 0.0436751
752.155 0.0408637
752.536 0.0383524
752.916 0.0361129
753.297 0.0341482
753.487 0.0333485
753.678 0.0329527
753.868 0.0337714
753.963 0.0351772
754.058 0.0377066
754.154 0.0417842
754.249 0.0478211
754.344 0.0560982
754.439 0.0666087
754.582 0.0855807
754.725 0.105209
754.838 0.117919
754.894 0.122432
754.951 0.125372
754.995 0.126471
755.022 0.126587
755.048 0.126303
755.097 0.124748
755.177 0.119477
755.256 0.111313
755.381 0.0946580
755.506 0.0764134
755.630 0.0596670
755.755 0.0462937
755.817 0.0410636
755.880 0.0367853
755.942 0.0333650
756.004 0.0306919
756.129 0.0271006
756.254 0.0251106
756.503 0.0234094
756.752 0.0227661
757.002 0.0226516
757.126 0.0230822
757.251 0.0244126
757.362 0.0271633
757.417 0.0294712
757.472 0.0326721
757.514 0.0358144
757.556 0.0397144
757.597 0.0445225
757.639 0.0503542
757.680 0.0573791
757.722 0.0657023
757.763 0.0754933
757.805 0.0868165
757.888 0.114467
757.971 0.148849
758.054 0.189305
758.137 0.234123
758.213 0.276681
758.290 0.317746
758.366 0.354147
758.404 0.369607
758.442 0.382725
758.490 0.395641
758.539 0.403801
758.574 0.406527
758.593 0.406898
758.612 0.406464
758.645 0.403789
758.691 0.396046
758.738 0.383938
758.774 0.371615
758.811 0.357117
758.884 0.322900
758.957 0.283909
759.030 0.243051
759.096 0.206340
759.162 0.171809
759.229 0.140520
759.295 0.113281
759.361 0.0903029
759.428 0.0715966
759.494 0.0568064
759.560 0.0454509
759.627 0.0369613
759.693 0.0307974
759.759 0.0264160
759.826 0.0233775
759.892 0.0213015
759.958 0.0199057
760.091 0.0183424
760.356 0.0172166
760.622 0.0167623
761.152 0.0162218
762.001 0.0158602
762.638 0.0161125
762.957 0.0165495
763.275 0.0173894
763.434 0.0181010
763.593 0.0192812
763.673 0.0202535
763.753 0.0217405
763.832 0.0241363
763.912 0.0281265
763.952 0.0310545
763.991 0.0348599
764.031 0.0397965
764.071 0.0461790
764.111 0.0543924
764.151 0.0649016
764.190 0.0782594
764.230 0.0951140
764.270 0.116213
764.310 0.142403
764.350 0.174628
764.389 0.213912
764.429 0.261350
764.469 0.318073
764.509 0.385216
764.549 0.463873
764.575 0.523363
764.602 0.588452
764.628 0.659851
764.655 0.737196
764.683 0.826443
764.711 0.922897
764.739 1.02652
764.768 1.13715
764.796 1.25453
764.824 1.37826
764.852 1.50780
764.880 1.64251
764.937 1.92408
764.993 2.21499
765.050 2.50542
765.106 2.78371
765.151 2.98894
765.195 3.17295
765.218 3.25558
765.240 3.33093
765.263 3.39839
765.285 3.45716
765.315 3.52200
765.345 3.56984
765.373 3.59904
765.389 3.60873
765.398 3.61165
765.408 3.61295
765.410 3.61297
765.411 3.61296
765.413 3.61284
765.416 3.61259
765.421 3.61172
765.429 3.60903
765.443 3.60135
765.451 3.59596
765.453 3.59356
765.463 3.58455
765.472 3.57386
765.490 3.54762
765.510 3.51196
765.530 3.46897
765.569 3.36246
765.596 3.27526
765.623 3.17773
765.650 3.07025
765.677 2.95481
765.703 2.83181
765.730 2.70344
765.784 2.43446
765.874 1.96772
765.919 1.73954
765.965 1.52086
765.987 1.41621
766.010 1.31519
766.032 1.21809
766.055 1.12515
766.078 1.03655
766.100 0.952451
766.123 0.872925
766.145 0.798340
766.168 0.728033
766.191 0.662308
766.213 0.601092
766.236 0.544283
766.258 0.491751
766.281 0.443345
766.304 0.398895
766.326 0.358217
766.371 0.287390
766.417 0.229232
766.462 0.182081
766.507 0.144398
766.546 0.117826
766.586 0.0964163
766.626 0.0792207
766.665 0.0655859
766.705 0.0547969
766.744 0.0463575
766.784 0.0397591
766.823 0.0346492
766.863 0.0306844
766.902 0.0276287
766.942 0.0252608
766.981 0.0234308
767.061 0.0208847
767.140 0.0192876
767.298 0.0174782
767.456 0.0164634
767.772 0.0152655
768.089 0.0145678
768.405 0.0141444
769.038 0.0137746
769.399 0.0138266
769.580 0.0140420
769.761 0.0147488
769.851 0.0155748
769.941 0.0170421
770.032 0.0195717
770.077 0.0214163
770.122 0.0237633
770.167 0.0267292
770.212 0.0304261
770.258 0.0349777
770.303 0.0405111
770.348 0.0471503
770.393 0.0550095
770.438 0.0641845
770.484 0.0747182
770.551 0.0931988
770.619 0.114741
770.687 0.138938
770.755 0.165046
770.890 0.218410
770.958 0.242774
771.026 0.263479
771.085 0.277522
771.145 0.286864
771.190 0.290500
771.216 0.291165
771.219 0.291173
771.229 0.291101
771.239 0.290879
771.276 0.288655
771.328 0.282000
771.381 0.271500
771.463 0.248396
771.546 0.219456
771.710 0.155018
771.800 0.121898
771.890 0.0931412
771.980 0.0697186
772.025 0.0600994
772.070 0.0518098
772.115 0.0447525
772.160 0.0388539
772.204 0.0339789
772.249 0.0300041
772.294 0.0267999
772.339 0.0242628
772.384 0.0222759
772.429 0.0207412
772.500 0.0190282
772.571 0.0179608
772.714 0.0169778
772.998 0.0168552
773.283 0.0173860
773.567 0.0182556
773.709 0.0189778
773.852 0.0201968
773.994 0.0224293
774.065 0.0241717
774.136 0.0264985
774.207 0.0295484
774.279 0.0334360
774.350 0.0382557
774.421 0.0440413
774.563 0.0582284
774.705 0.0743341
774.825 0.0870773
774.915 0.0946644
775.005 0.0995868
775.053 0.100934
775.077 0.101230
775.101 0.101294
775.146 0.100765
775.215 0.0983790
775.285 0.0943162
775.382 0.0864191
775.480 0.0771247
775.643 0.0618506
775.725 0.0554578
775.806 0.0503095
775.888 0.0464937
775.969 0.0439611
776.051 0.0425730
776.132 0.0421499
776.295 0.0434878
776.458 0.0468438
776.621 0.0516576
776.784 0.0578591
776.963 0.0666583
777.053 0.0720866
777.143 0.0784251
777.232 0.0859823
777.322 0.0952335
777.412 0.107068
777.501 0.123137
777.579 0.142805
777.617 0.155720
777.656 0.171519
777.695 0.191053
777.734 0.215411
777.772 0.245986
777.811 0.284535
777.850 0.333397
777.888 0.395048
777.908 0.431827
777.927 0.472934
777.947 0.519321
777.966 0.571087
777.985 0.629397
778.005 0.694330
778.024 0.767301
778.043 0.848353
778.063 0.939185
778.082 1.03978
778.101 1.15215
778.121 1.27619
778.143 1.43768
778.166 1.61824
778.188 1.82046
778.210 2.04633
778.233 2.29796
778.244 2.43410
778.255 2.57750
778.266 2.72842
778.278 2.88716
778.289 3.05399
778.300 3.22919
778.311 3.41306
778.322 3.60587
778.334 3.80790
778.345 4.01944
778.356 4.24076
778.367 4.47213
778.378 4.71382
778.390 4.96609
778.401 5.22918
778.412 5.50335
778.434 6.08584
778.457 6.71527
778.479 7.39315
778.497 7.95397
778.514 8.54175
778.531 9.15997
778.548 9.80882
778.566 10.4924
778.583 11.2027
778.600 11.9433
778.618 12.7139
778.635 13.5184
778.652 14.3467
778.687 16.0845
778.722 17.9212
778.756 19.8427
778.801 22.4337
778.846 25.0857
778.936 30.3668
778.984 33.0906
779.033 35.5914
779.070 37.2701
779.107 38.7408
779.129 39.5229
779.152 40.2099
779.168 40.6466
779.190 41.1584
779.213 41.5576
779.226 41.7431
779.237 41.8684
779.248 41.9650
779.259 42.0323
779.272 42.0744
779.280 42.0817
779.284 42.0800
779.298 42.0445
779.310 41.9759
779.328 41.8196
779.345 41.5945
779.366 41.2407
779.400 40.4374
779.435 39.3815
779.469 38.1650
779.502 36.7677
779.536 35.1257
779.571 33.3358
779.604 31.5188
779.638 29.6227
779.704 25.7019
779.774 21.5862
779.809 19.5945
779.843 17.6734
779.877 15.9222
779.910 14.2631
779.943 12.7050
779.960 11.9660
779.976 11.2545
779.993 10.5708
780.009 9.91527
780.026 9.28793
780.043 8.68878
780.059 8.11767
780.076 7.57433
780.092 7.05840
780.109 6.56942
780.128 6.04209
780.147 5.54841
780.166 5.08730
780.185 4.65763
780.204 4.25817
780.223 3.88764
780.242 3.54471
780.261 3.22961
780.280 2.93766
780.299 2.66920
780.318 2.42286
780.337 2.19841
780.356 1.99215
780.375 1.80403
780.394 1.63277
780.413 1.47795
780.430 1.34810
780.447 1.22954
780.465 1.12144
780.482 1.02302
780.500 0.933521
780.517 0.852250
780.534 0.778537
780.552 0.711758
780.569 0.651328
780.587 0.596697
780.604 0.547356
780.621 0.502831
780.656 0.426500
780.691 0.364576
780.726 0.314411
780.761 0.273785
780.795 0.240854
780.830 0.214100
780.865 0.192283
780.900 0.174398
780.935 0.159637
780.969 0.147355
781.011 0.135321
781.052 0.125411
781.134 0.110020
781.216 0.0985193
781.298 0.0894792
781.381 0.0820622
781.463 0.0758167
781.627 0.0657712
781.767 0.0590866
781.906 0.0536061
782.045 0.0490453
782.184 0.0452082
782.462 0.0391451
782.741 0.0346312
782.943 0.0320399
783.146 0.0298923
783.551 0.0265888
783.955 0.0242576
784.158 0.0234247
784.360 0.0230062
784.512 0.0233610
784.664 0.0250568
784.740 0.0267853
784.816 0.0293728
784.892 0.0330502
784.967 0.0380398
785.031 0.0433344
785.094 0.0497203
785.221 0.0656264
785.474 0.104034
785.591 0.119151
785.649 0.124689
785.708 0.128461
785.758 0.130133
785.789 0.130391
785.813 0.130189
785.862 0.128684
785.953 0.122265
786.044 0.111900
786.165 0.0941557
786.301 0.0727357
786.437 0.0536828
786.505 0.0458024
786.573 0.0391883
786.641 0.0338020
786.709 0.0295647
786.777 0.0263207
786.845 0.0239122
786.913 0.0221730
786.981 0.0209515
787.118 0.0195513
787.254 0.0189490
787.518 0.0186442
787.783 0.0186852
788.048 0.0189379
788.180 0.0192726
788.312 0.0199986
788.445 0.0215857
788.511 0.0229523
788.577 0.0248913
788.643 0.0275927
788.710 0.0312643
788.776 0.0361294
788.842 0.0423946
788.908 0.0502619
788.974 0.0598389
789.040 0.0711383
789.107 0.0840144
789.239 0.113251
789.371 0.143273
789.477 0.163748
789.530 0.171670
789.583 0.177557
789.647 0.181624
789.677 0.182287
789.686 0.182335
789.708 0.182140
789.746 0.180807
789.809 0.175802
789.873 0.167659
789.952 0.153865
790.048 0.133750
790.143 0.112072
790.238 0.0910635
790.333 0.0723945
790.429 0.0570162
790.524 0.0451979
790.619 0.0366910
790.715 0.0309442
790.798 0.0276636
790.881 0.0255738
790.965 0.0243187
791.048 0.0236210
791.215 0.0231580
791.382 0.0232553
791.715 0.0239318
792.049 0.0248782
792.383 0.0266548
792.549 0.0289336
792.633 0.0309648
792.716 0.0339684
792.800 0.0383113
792.883 0.0443974
792.966 0.0526128
793.050 0.0632443
793.133 0.0763798
793.217 0.0918087
793.383 0.126808
793.510 0.152466
793.606 0.167705
793.701 0.177267
793.751 0.179528
793.774 0.179901
793.777 0.179918
793.783 0.179928
793.789 0.179906
793.802 0.179763
793.850 0.178028
793.908 0.173651
793.965 0.166988
794.061 0.151542
794.158 0.132754
794.254 0.112943
794.351 0.0941455
794.430 0.0805421
794.509 0.0690472
794.588 0.0598113
794.667 0.0527568
794.746 0.0476218
794.825 0.0440938
794.905 0.0418191
794.984 0.0404846
795.142 0.0396088
795.300 0.0399932
795.616 0.0420386
795.932 0.0446474
796.248 0.0476144
796.565 0.0509612
796.881 0.0547383
797.338 0.0610937
797.566 0.0647443
797.794 0.0687663
798.023 0.0732158
798.251 0.0781519
798.480 0.0836464
798.708 0.0897824
798.901 0.0955576
799.094 0.101941
799.288 0.109028
799.481 0.116919
799.674 0.125750
799.867 0.135668
800.061 0.146866
800.254 0.159579
800.394 0.169947
800.535 0.181400
800.675 0.194123
800.816 0.208317
800.957 0.224317
801.097 0.242638
801.238 0.264367
801.308 0.277167
801.378 0.291830
801.475 0.316439
801.523 0.331371
801.571 0.348635
801.620 0.368764
801.668 0.392379
801.716 0.420188
801.765 0.452973
801.813 0.491658
801.861 0.536952
801.910 0.589781
801.958 0.650936
802.006 0.721086
802.054 0.800708
802.103 0.890022
802.151 0.988924
802.180 1.05182
802.208 1.11752
802.265 1.25722
802.322 1.40559
802.379 1.55935
802.494 1.86660
802.551 2.01095
802.608 2.14287
802.636 2.20322
802.665 2.25891
802.693 2.30999
802.722 2.35585
802.759 2.40799
802.764 2.41354
802.780 2.43325
802.793 2.44786
802.796 2.45016
802.802 2.45650
802.808 2.46249
802.823 2.47633
802.853 2.49985
802.891 2.52199
802.929 2.53702
802.952 2.54319
802.974 2.54764
802.997 2.55078
803.020 2.55304
803.039 2.55461
803.058 2.55620
803.076 2.55814
803.095 2.56075
803.114 2.56440
803.133 2.56946
803.152 2.57632
803.171 2.58538
803.190 2.59708
803.209 2.61186
803.228 2.63019
803.247 2.65257
803.265 2.67950
803.284 2.71154
803.303 2.74924
803.313 2.77051
803.322 2.79320
803.332 2.81920
803.342 2.84694
803.352 2.87675
803.362 2.90875
803.372 2.94338
803.382 2.98007
803.392 3.01925
803.402 3.06103
803.411 3.10369
803.420 3.14846
803.434 3.21636
803.447 3.28932
803.458 3.35395
803.469 3.42275
803.480 3.49590
803.490 3.57285
803.501 3.65524
803.512 3.74174
803.523 3.83417
803.534 3.93105
803.544 4.02951
803.555 4.13327
803.565 4.24251
803.575 4.35746
803.586 4.47833
803.596 4.60534
803.607 4.73872
803.617 4.87870
803.627 5.02552
803.638 5.17943
803.648 5.34068
803.659 5.50952
803.669 5.68621
803.679 5.87102
803.690 6.06422
803.700 6.26608
803.711 6.47689
803.721 6.69692
803.731 6.92646
803.742 7.16580
803.752 7.41523
803.763 7.67506
803.773 7.94557
803.783 8.22706
803.794 8.51984
803.804 8.82420
803.815 9.14043
803.825 9.46885
803.835 9.80974
803.846 10.1634
803.867 10.9065
803.887 11.7075
803.908 12.5651
803.929 13.4815
803.950 14.4585
803.971 15.4977
803.991 16.6008
804.012 17.7689
804.033 19.0030
804.054 20.3036
804.075 21.6711
804.095 23.1051
804.116 24.6051
804.137 26.1700
804.158 27.7982
804.179 29.4877
804.199 31.2271
804.228 33.7020
804.256 36.2607
804.284 38.9093
804.313 41.6151
804.354 45.6794
804.396 49.7946
804.479 57.9096
804.521 61.7620
804.562 65.3662
804.604 68.6702
804.645 71.5756
804.679 73.6130
804.713 75.3076
804.741 76.4196
804.769 77.2784
804.806 78.0229
804.843 78.2676
804.850 78.2594
804.870 78.1360
804.890 77.8652
804.931 76.8892
804.957 75.9568
804.983 74.8039
805.017 73.0279
805.050 70.9413
805.075 69.2230
805.099 67.3649
805.148 63.2971
805.197 58.8445
805.246 54.1513
805.317 47.1250
805.388 40.1789
805.437 35.5978
805.462 33.3968
805.486 31.2743
805.511 29.2192
805.535 27.2455
805.560 25.3574
805.584 23.5650
805.609 21.8556
805.633 20.2380
805.658 18.7124
805.682 17.2840
805.707 15.9397
805.731 14.6840
805.756 13.5142
805.780 12.4321
805.803 11.4689
805.827 10.5757
805.850 9.74943
805.873 8.98970
805.897 8.28663
805.920 7.64276
805.944 7.04909
805.967 6.50727
805.990 6.00928
806.014 5.55423
806.037 5.13893
806.060 4.76184
806.084 4.41682
806.107 4.10404
806.130 3.81822
806.154 3.55933
806.178 3.31230
806.203 3.08867
806.227 2.88616
806.252 2.70341
806.276 2.53700
806.301 2.38599
806.325 2.24879
806.350 2.12446
806.374 2.01067
806.399 1.90681
806.423 1.81184
806.447 1.72514
806.472 1.64519
806.496 1.57160
806.521 1.50371
806.545 1.44119
806.579 1.36289
806.612 1.29199
806.646 1.22750
806.679 1.16877
806.712 1.11475
806.746 1.06503
806.779 1.01909
806.812 0.976644
806.846 0.937056
806.879 0.900147
806.946 0.833413
807.013 0.774485
807.079 0.722204
807.128 0.687363
807.177 0.655230
807.226 0.625390
807.275 0.597726
807.324 0.571916
807.373 0.547887
807.471 0.504351
807.569 0.466071
807.667 0.432232
807.765 0.402201
807.863 0.375510
807.960 0.351856
808.058 0.331151
808.156 0.313596
808.254 0.299824
808.352 0.291067
808.401 0.289164
808.450 0.289343
808.499 0.291999
808.548 0.297571
808.597 0.306578
808.646 0.319513
808.708 0.342559
808.770 0.373955
808.833 0.414616
808.895 0.465158
808.957 0.525747
809.020 0.595951
809.082 0.674619
809.144 0.759810
809.278 0.950674
809.344 1.04135
809.378 1.08321
809.411 1.12177
809.447 1.15878
809.482 1.19074
809.506 1.20911
809.512 1.21334
809.535 1.22766
809.578 1.24712
809.600 1.25311
809.632 1.25726
809.678 1.25308
809.697 1.24793
809.709 1.24353
809.724 1.23671
809.748 1.22388
809.775 1.20561
809.802 1.18378
809.832 1.15501
809.863 1.12238
809.893 1.08619
809.923 1.04690
809.984 0.960916
810.044 0.868360
810.139 0.720384
810.186 0.648044
810.233 0.578839
810.280 0.513541
810.327 0.453223
810.375 0.398155
810.422 0.348851
810.469 0.305157
810.516 0.267128
810.563 0.234320
810.610 0.206483
810.657 0.183036
810.705 0.163578
810.752 0.147546
810.799 0.134445
810.886 0.116306
810.974 0.104142
811.061 0.0959211
811.149 0.0902275
811.237 0.0860822
811.324 0.0828859
811.499 0.0780607
811.674 0.0746410
811.849 0.0732044
811.937 0.0738955
812.024 0.0761800
812.112 0.0807807
812.200 0.0885666
812.253 0.0953695
812.307 0.103972
812.361 0.114570
812.415 0.127286
812.469 0.142247
812.523 0.159413
812.577 0.178650
812.631 0.199650
812.725 0.239491
812.819 0.280348
812.913 0.318063
812.961 0.334310
813.008 0.348106
813.065 0.360905
813.122 0.368696
813.163 0.370930
813.182 0.371024
813.201 0.370469
813.239 0.367588
813.299 0.358154
813.359 0.343251
813.374 0.338759
813.406 0.328300
813.438 0.316738
813.501 0.291027
813.629 0.234063
813.692 0.205491
813.756 0.178497
813.820 0.153922
813.884 0.132398
813.947 0.114290
814.011 0.0998353
814.075 0.0890242
814.138 0.0817661
814.202 0.0779030
814.266 0.0772399
814.330 0.0795603
814.393 0.0846255
814.453 0.0916625
814.513 0.100620
814.603 0.116914
814.693 0.135322
814.783 0.154103
814.873 0.171193
814.963 0.184603
815.053 0.192587
815.102 0.194234
815.124 0.194322
815.125 0.194313
815.129 0.194280
815.133 0.194235
815.141 0.194104
815.157 0.193685
815.208 0.190873
815.276 0.183989
815.343 0.173936
815.459 0.151252
815.574 0.125178
815.690 0.0995848
815.805 0.0773295
815.921 0.0598518
815.979 0.0529900
816.037 0.0472985
816.094 0.0426661
816.152 0.0389600
816.268 0.0337687
816.383 0.0306783
816.499 0.0288611
816.730 0.0270174
817.193 0.0252325
817.604 0.0240966
818.015 0.0232180
818.426 0.0226190
818.837 0.0223844
819.325 0.0228799
819.569 0.0237175
819.813 0.0255492
819.935 0.0274849
819.996 0.0290419
820.057 0.0312750
820.118 0.0345368
820.179 0.0393516
820.240 0.0464818
820.301 0.0570092
820.331 0.0639954
820.362 0.0724298
820.392 0.0825805
820.423 0.0947542
820.453 0.109299
820.484 0.126605
820.514 0.147109
820.545 0.171292
820.575 0.199680
820.606 0.232844
820.636 0.271393
820.667 0.315972
820.697 0.367254
820.728 0.425930
820.758 0.492700
820.789 0.568257
820.815 0.639237
820.840 0.717313
820.866 0.802834
820.892 0.896114
820.917 0.997418
820.943 1.10696
820.969 1.22487
820.994 1.35071
821.022 1.49411
821.049 1.64687
821.076 1.80870
821.104 1.97919
821.131 2.15776
821.158 2.34370
821.185 2.53613
