cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.2031289482729144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.405502608432981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,31.99679940409834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.428469702077092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,274.455412032917,0.8957423946572604,0.00019578022415609413,0.0017932021525406314,6.945392650352947e-07,0.897535596809801,0.00019647476342112943,0.0017932021525406314,0.0,0.0,0.0,0.0
23,27.077972427300388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,112.02486290558605,0.40818183998560664,0.00017612773327325068,0.0001506636032263217,1.407730737927012e-07,0.40833250358883294,0.00017626850634704338,0.0001506636032263217,0.0,0.0,0.0,0.0
24,6.141862837808284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.109823740615544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,25.56507231655238,0.0990296538589901,6.98718909630928e-05,1.0889409484908145e-05,6.489429460978649e-08,0.099040543268475,6.993678525770259e-05,1.0889409484908145e-05,0.0,0.0,0.0,0.0
26,2.9204837916092163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,503.3293907152702,1.402953888501857,0.0004417798483924376,0.001954755165251861,9.002066334377824e-07,1.4049086436671088,0.0004426800550258754,0.001954755165251861,0.0,0.0,0.0,0.0
