cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.093441694826228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.186323422052208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.88713750762152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.205592721577249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,258.59522801885083,0.8644710532969185,0.00038838125505904553,0.0016093851716191935,6.345153526040212e-07,0.8660804384685378,0.00038901577041164956,0.0016093851716191935,0.007723661300040071,0.07557868447158997,3.512437750605828e-05,327.05706350547996
23,24.354330541868045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,96.21100475022234,0.36950898971238494,0.00016317097788210686,0.00012969944358398337,9.95570439234262e-08,0.3696386891559689,0.00016327053492603028,0.00012969944358398337,0.0009249387410326445,0.034433307561127134,1.606816222962475e-05,149.0057221352739
24,4.74130876086352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,5.692982108428085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,19.453206700366614,0.08117276192265786,7.520686019823008e-05,8.953504743473413e-06,5.090533095174925e-08,0.08118171542740134,7.525776552918184e-05,8.953504743473413e-06,8.44586916962893e-05,0.007914408217797176,7.613149147174908e-06,34.24858647902752
26,1.960942035293429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,457.3814982619701,1.3151528049319614,0.0006267590931393824,0.0017480381199466504,7.849777274791967e-07,1.316900843051908,0.0006275440708668617,0.0017480381199466504,0.008733058732769005,0.11792640025051429,5.8805688882857934e-05,510.31137211978137
