cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,2.342949277590595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3965995424201,0.010021576887703037,0.0,0.0
41,11.838980861930015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.246439121668,0.004285058047523212,0.0,0.0
21,11.3191691546935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.29052767783364,0.007192463923773404,0.0,0.0
31,21.47376739432645,0.13323841263050037,3.189365923622595e-05,1.7445376296622805e-05,1.24933431136012e-08,0.07745572478839023,5.546919306529118e-05,0.11428436649146502,2.975876770475941e-05,0.018954046139035362,2.134891531466541e-06,9.340557608503662e-07,7.382445097016179e-11,94.4120815134078,0.009581798664064585,0.01232712703121969,1.0066812982783663e-06
22,28.781759624713928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.91675304655996,0.01261912157626599,0.0,0.0
32,160.08541393647135,1.0609930286697073,0.0001223640948266969,0.00014621272510907505,6.573121515507698e-08,0.6491698662184457,0.00029184001677531646,0.97958862739642,0.00010575838125728337,0.08140440127328719,1.6605713569413536e-05,4.096181758575517e-06,6.109493231265893e-10,543.5079769901595,0.054110706670625675,0.06464258532155621,7.078631085096238e-06
23,0.012209657169828832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037595991303877814,0.00021313065910199476,0.0,0.0
total,235.85424990689566,1.1942314413002078,0.00015425775406292285,0.00016365810140569787,7.822455826867819e-08,0.726625591006836,0.00034730920984060764,1.093872993887885,0.00013551714896204277,0.10035844741232255,1.8740605100880077e-05,5.030237519425884e-06,6.847737740967511e-10,939.8079738833528,0.0980238564290579,0.0769697123527759,8.085312383374605e-06
