fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
750,99,"[22, 23]",0.051570074984491336,3.392009724057949e-05
750,98,[23],0.007562363297257498,9.813151978960145e-06
750,total,,0.059132438281748835,3.531105986192623e-05
