x_position(cm),flux_mean,flux_std
-1.514699999999999935e-01,2.598830309162303721e-03,1.243997362534108984e-05
-1.507220000000000226e-01,2.603694511796047096e-03,1.411800999317564701e-05
-1.499739999999999962e-01,2.610092583560824284e-03,1.403725969422166424e-05
-1.492259999999999975e-01,2.599014059083746761e-03,1.379020125766339231e-05
-1.484779999999999989e-01,2.603177751682623185e-03,1.263283249771097577e-05
-1.477300000000000002e-01,2.605611810025648852e-03,8.818132845253228057e-06
-1.469820000000000015e-01,2.608771155420019916e-03,8.607539274190607951e-06
-1.462340000000000029e-01,2.600570417979922774e-03,1.327987617484556491e-05
-1.454860000000000042e-01,2.603675271840141716e-03,1.276429222092452806e-05
-1.447380000000000055e-01,2.600427007672525583e-03,1.055059036594526837e-05
-1.439900000000000069e-01,2.607403721989326722e-03,9.903530757546875600e-06
-1.432419999999999805e-01,2.596637702786709200e-03,1.040231007732579465e-05
-1.424940000000000095e-01,2.596951687536927251e-03,1.157141396175985124e-05
-1.417459999999999831e-01,2.595201121007791566e-03,1.310170080711223390e-05
-1.409980000000000122e-01,2.589959418090181150e-03,1.421693570381840049e-05
-1.402499999999999858e-01,2.604758050175125760e-03,1.011039433882938354e-05
-1.395020000000000149e-01,2.607213804836309729e-03,8.884686305077814814e-06
-1.387539999999999885e-01,2.606943585784515099e-03,8.308235254928082682e-06
-1.380060000000000175e-01,2.610005446890485865e-03,1.057107787954221057e-05
-1.372579999999999911e-01,2.608618466772978824e-03,1.014510866169060422e-05
-1.365100000000000202e-01,2.600039246381536436e-03,9.033286173176271057e-06
-1.357619999999999938e-01,2.593303113436439856e-03,1.033834582234018047e-05
-1.350140000000000229e-01,2.601047695935504965e-03,1.264071240406709988e-05
-1.342659999999999965e-01,2.603245116941937595e-03,6.943209044068132001e-06
-1.335179999999999978e-01,2.598209261623021619e-03,5.522045448390778157e-06
-1.327699999999999991e-01,2.596576357992859928e-03,9.047755263060075002e-06
-1.320220000000000005e-01,2.594495124552748805e-03,6.476124080216487885e-06
-1.312740000000000018e-01,2.590555410091134256e-03,5.236509364887815307e-06
-1.305260000000000031e-01,2.589949323020927958e-03,7.704873670799088458e-06
-1.297780000000000045e-01,2.597679823429554450e-03,8.209399024744433088e-06
-1.290300000000000058e-01,2.602547220010755467e-03,8.480230157220883060e-06
-1.282820000000000071e-01,2.593660637198761873e-03,5.939041177724784907e-06
-1.275339999999999807e-01,2.599294179853416271e-03,8.054214953363417193e-06
-1.267860000000000098e-01,2.606237288696675904e-03,7.085137434930725934e-06
-1.260379999999999834e-01,2.611140267938640968e-03,7.134102668419182160e-06
-1.252900000000000125e-01,2.601243022675390690e-03,1.024173590660667479e-05
-1.245419999999999999e-01,2.599473063350454805e-03,9.388787210223491109e-06
-1.237940000000000013e-01,2.596629637433957652e-03,4.833236328853489258e-06
-1.230460000000000026e-01,2.595464062621411112e-03,7.269000364525607063e-06
-1.222980000000000039e-01,2.597727962786073284e-03,9.402325990490609323e-06
-1.215500000000000053e-01,2.607939378558671480e-03,1.057321756720666898e-05
-1.208020000000000066e-01,2.610625046593165188e-03,1.274985344918634525e-05
-1.200540000000000079e-01,2.617950102206458105e-03,9.770646539934957128e-06
-1.193059999999999954e-01,2.598462980502892154e-03,1.235152404220808974e-05
-1.185579999999999967e-01,2.598366416093543258e-03,8.867562170922777399e-06
-1.178099999999999981e-01,2.603789485484243535e-03,1.021369135962342031e-05
-1.170619999999999994e-01,2.596820764287086861e-03,8.500975241547103537e-06
-1.163140000000000007e-01,2.594729823390610948e-03,9.227313885801268620e-06
-1.155660000000000021e-01,2.599552519411452850e-03,9.249820428520062060e-06
-1.148180000000000034e-01,2.595654547882284870e-03,1.429449702511451018e-05
-1.140700000000000047e-01,2.599202159550874358e-03,1.307150383888340948e-05
-1.133220000000000061e-01,2.609305676880074691e-03,1.417845888215029117e-05
-1.125740000000000074e-01,2.613999401631106941e-03,1.569142461371780245e-05
-1.118260000000000087e-01,2.609048099884324866e-03,1.391049140097977507e-05
-1.110780000000000101e-01,2.609417375228884148e-03,1.168073725884375755e-05
-1.103299999999999975e-01,2.627091000295631810e-03,1.515351474203099395e-05
-1.095819999999999989e-01,2.629132816404764709e-03,1.262018596190464230e-05
-1.088340000000000002e-01,2.622050896508577346e-03,1.392227769352419477e-05
-1.080860000000000015e-01,2.611218346689237434e-03,1.449815687961889173e-05
-1.073380000000000029e-01,2.599846331323061276e-03,1.235636724773276170e-05
-1.065900000000000042e-01,2.590418842977651372e-03,1.244517262229354676e-05
-1.058420000000000055e-01,2.589958927993311379e-03,1.214618816605627043e-05
-1.050940000000000069e-01,2.599458536988198936e-03,1.294997746400837217e-05
-1.043460000000000082e-01,2.600970772465744773e-03,1.250006737906877602e-05
-1.035980000000000095e-01,2.603046519684884021e-03,1.253108768559369416e-05
-1.028499999999999970e-01,2.607672192448617920e-03,1.302700785348956087e-05
-1.021019999999999983e-01,2.601620846417777248e-03,1.535739667170483053e-05
-1.013539999999999996e-01,2.605992763850897148e-03,1.020033671243290812e-05
-1.006060000000000010e-01,2.601349541438847078e-03,1.253988609675105433e-05
-9.985800000000000232e-02,2.613414020720403793e-03,1.020552016964751492e-05
-9.911000000000000365e-02,2.615938760789977835e-03,8.557979355481697283e-06
-9.836200000000000498e-02,2.615699811051812491e-03,6.865771553086918304e-06
-9.761400000000000632e-02,2.622586947054327423e-03,7.622364535377609680e-06
-9.686600000000000765e-02,2.613625633258056299e-03,9.029828935199266156e-06
-9.611800000000000899e-02,2.611176872795116337e-03,9.422930186285470477e-06
-9.537000000000001032e-02,2.621374380606035503e-03,1.200767787541004244e-05
-9.462199999999999778e-02,2.612859864862398206e-03,8.991365802177871244e-06
-9.387399999999999911e-02,2.607825613583221371e-03,9.419292526811641329e-06
-9.312600000000000044e-02,2.612863458558025744e-03,9.874301589850724526e-06
-9.237800000000000178e-02,2.608478209486105558e-03,1.313648722741762099e-05
-9.163000000000000311e-02,2.609886944498079637e-03,1.226678917770732846e-05
-9.088200000000000445e-02,2.600276239789533605e-03,8.434478161833769435e-06
-9.013400000000000578e-02,2.604560257417122028e-03,9.002462134708437034e-06
-8.938600000000000712e-02,2.601191603758702849e-03,1.158079538112990205e-05
-8.863800000000000845e-02,2.603504434993493457e-03,1.209279289247564513e-05
-8.789000000000000978e-02,2.616461964809393016e-03,1.398336748686295783e-05
-8.714199999999999724e-02,2.612072927048898589e-03,1.478316505634262446e-05
-8.639399999999999857e-02,2.606932142628221039e-03,1.430118918446781896e-05
-8.564599999999999991e-02,2.608265278542746830e-03,1.344860686553112872e-05
-8.489800000000000124e-02,2.605928533013596778e-03,1.562802300661455453e-05
-8.415000000000000258e-02,2.609338539183344349e-03,2.099452349312650511e-05
-8.340200000000000391e-02,2.610624442647038572e-03,1.440614366509463086e-05
-8.265400000000000524e-02,2.607231653385074129e-03,1.531815688559362559e-05
-8.190600000000000658e-02,2.611407207504598191e-03,1.895254932790013441e-05
-8.115800000000000791e-02,2.606994911262711188e-03,1.966551079745740044e-05
-8.041000000000000925e-02,2.612794123339611408e-03,1.393191124129389246e-05
-7.966200000000001058e-02,2.611972279154806207e-03,1.226133048374534364e-05
-7.891399999999999804e-02,2.608717907145814609e-03,1.317620803684953263e-05
-7.816599999999999937e-02,2.603008551493566931e-03,1.202889349756609981e-05
-7.741800000000000070e-02,2.601596573941153141e-03,1.142983749813807876e-05
-7.667000000000000204e-02,2.608182304670044090e-03,1.128583849360066091e-05
-7.592200000000000337e-02,2.606788191041752804e-03,1.016703562079664238e-05
-7.517400000000000471e-02,2.600403881282260972e-03,1.453250957728198118e-05
-7.442600000000000604e-02,2.610315940817165264e-03,1.525133427302421848e-05
-7.367800000000000737e-02,2.608992930964488307e-03,1.347122033131518100e-05
-7.293000000000000871e-02,2.625529563530905677e-03,1.416170755695444706e-05
-7.218200000000001004e-02,2.612854987983076818e-03,1.133262975108267778e-05
-7.143399999999999750e-02,2.598952363876068025e-03,1.057216124492167751e-05
-7.068599999999999883e-02,2.598641488435541203e-03,1.175149426139480406e-05
-6.993800000000000017e-02,2.614144384297544844e-03,1.053138173807679890e-05
-6.919000000000000150e-02,2.610866199037394954e-03,1.227034697565426763e-05
-6.844200000000000284e-02,2.599831578807120652e-03,1.315465043205609497e-05
-6.769400000000000417e-02,2.590097955117873652e-03,1.111928944866369292e-05
-6.694600000000000550e-02,2.584292981916149704e-03,1.299171846774238523e-05
-6.619800000000000684e-02,2.591375238659431122e-03,1.208432883690287578e-05
-6.545000000000000817e-02,2.589131368452088876e-03,8.854497738312160166e-06
-6.470200000000000951e-02,2.599891146185785273e-03,9.699337889914117264e-06
-6.395400000000001084e-02,2.604630370906197822e-03,1.037891377590735901e-05
-6.320600000000001217e-02,2.610065126743364022e-03,1.159009250871452283e-05
-6.245799999999999963e-02,2.600762633337062434e-03,1.194676652451467736e-05
-6.171000000000000096e-02,2.602412459010349823e-03,1.361111311677486716e-05
-6.096200000000000230e-02,2.599060732831984157e-03,1.623837685355120926e-05
-6.021400000000000363e-02,2.607190625935112450e-03,7.742859532669882114e-06
-5.946600000000000497e-02,2.602143189292313065e-03,1.279747145625838452e-05
-5.871800000000000630e-02,2.603259102344504528e-03,1.310399327396052422e-05
-5.797000000000000763e-02,2.602224471799413977e-03,1.390999029889223314e-05
-5.722200000000000897e-02,2.611817607955162560e-03,1.375752692761251573e-05
-5.647400000000001030e-02,2.604635040819383573e-03,1.048548825095603017e-05
-5.572600000000001164e-02,2.598358021203327553e-03,1.137985502986602206e-05
-5.497800000000001297e-02,2.609065938296383121e-03,1.373876533999991669e-05
-5.423000000000001430e-02,2.604790202995351488e-03,1.325494171974979204e-05
-5.348200000000001564e-02,2.607787762268667757e-03,9.889675605265606522e-06
-5.273400000000001697e-02,2.612086151515074367e-03,6.982642215505873696e-06
-5.198600000000001831e-02,2.617949395290934591e-03,1.267590769489867338e-05
-5.123800000000000576e-02,2.628867429087286545e-03,6.716794246610286701e-06
-5.048999999999999322e-02,2.622575236539131851e-03,1.170767798275000248e-05
-4.974199999999999455e-02,2.620366825424786956e-03,1.280972568812589403e-05
-4.899399999999999589e-02,2.631033915206884306e-03,1.165339734820385818e-05
-4.824599999999999722e-02,2.634729869716934906e-03,1.306991711805294681e-05
-4.749799999999999855e-02,2.626096816158292931e-03,1.420747013011424758e-05
-4.674999999999999989e-02,2.616054176362359214e-03,1.106401796092922839e-05
-4.600200000000000122e-02,2.617491375283670461e-03,1.343929700553330407e-05
-4.525400000000000256e-02,2.620038440030970309e-03,1.136183817293746915e-05
-4.450600000000000389e-02,2.628202003894718371e-03,1.287104396303036233e-05
-4.375800000000000523e-02,2.620043888952655695e-03,1.331599030387292436e-05
-4.301000000000000656e-02,2.608250259285520897e-03,6.798275036894453515e-06
-4.226200000000000789e-02,2.607564026217130179e-03,1.047183153591067815e-05
-4.151400000000000923e-02,2.611410728948115618e-03,1.017423842509069508e-05
-4.076600000000001056e-02,2.631334462315593724e-03,1.257251604105383442e-05
-4.001800000000001190e-02,2.625161407008379678e-03,1.097449711352211506e-05
-3.927000000000001323e-02,2.626136098027612338e-03,1.344673916284070128e-05
-3.852200000000001456e-02,2.631267985214783521e-03,1.377806185087606559e-05
-3.777400000000001590e-02,2.628785050863855031e-03,1.271496980374077951e-05
-3.702600000000001723e-02,2.622965372541727173e-03,1.087396726977864451e-05
-3.627800000000001857e-02,2.626292476181887013e-03,1.387913889143993660e-05
-3.553000000000000602e-02,2.632915011769724947e-03,1.516821680685376016e-05
-3.478199999999999348e-02,2.644135710040460170e-03,1.505001734775346401e-05
-3.403399999999999481e-02,2.638003868684363901e-03,1.298718988455313716e-05
-3.328599999999999615e-02,2.641572557289954219e-03,1.215120077951625915e-05
-3.253799999999999748e-02,2.651059896913206780e-03,1.433446238809254351e-05
-3.178999999999999881e-02,2.646901342218228696e-03,1.224742496828297908e-05
-3.104200000000000015e-02,2.643927854677526144e-03,1.440120966872622677e-05
-3.029400000000000148e-02,2.645185034306256604e-03,1.129868560510825008e-05
-2.954600000000000282e-02,2.637465248712273728e-03,1.159017256463773916e-05
-2.879800000000000415e-02,2.641493911507785883e-03,1.223807497180883825e-05
-2.805000000000000548e-02,2.642165064051048024e-03,1.155766898745064074e-05
-2.730200000000000682e-02,2.646901847712940757e-03,1.116408553149458138e-05
-2.655400000000000815e-02,2.651271213466866762e-03,1.410427977618261280e-05
-2.580600000000000949e-02,2.659451005127960732e-03,1.329253607274004229e-05
-2.505800000000001082e-02,2.642408046413534210e-03,1.210206488318360405e-05
-2.431000000000001215e-02,2.649525510886594111e-03,1.518877140702984975e-05
-2.356200000000001349e-02,2.657612029024744148e-03,9.780048151066583810e-06
-2.281400000000001482e-02,2.668644937950085620e-03,1.125961923200481458e-05
-2.206600000000001616e-02,2.669118339443650543e-03,1.150028899229971214e-05
-2.131800000000001749e-02,2.678125510312901695e-03,1.132453698814920197e-05
-2.057000000000001882e-02,2.675874536467138468e-03,9.496951585163714431e-06
-1.982200000000002016e-02,2.692243018974740595e-03,9.829756377216185615e-06
-1.907400000000000762e-02,2.692087050596599519e-03,1.042105242450699015e-05
-1.832599999999999507e-02,2.705018392094056447e-03,1.065921072186309754e-05
-1.757799999999999641e-02,2.705113708590947512e-03,8.358200196676236532e-06
-1.682999999999999774e-02,2.714653125873115781e-03,9.081641821073250972e-06
-1.608199999999999907e-02,2.722677672845725486e-03,8.367314070643750890e-06
-1.533400000000000041e-02,2.723981070836310227e-03,1.164808251394951113e-05
-1.458600000000000174e-02,2.723606557202744825e-03,1.361405994327250901e-05
-1.383800000000000308e-02,2.731797838661650761e-03,9.130309889533519204e-06
-1.309000000000000441e-02,2.753510683667634903e-03,1.079091844853991521e-05
-1.234200000000000574e-02,2.767836454894651542e-03,1.059527616281145136e-05
-1.159400000000000708e-02,2.775873367886848471e-03,1.270537144385859770e-05
-1.084600000000000841e-02,2.787620552972542957e-03,8.624916789240339690e-06
-1.009800000000000975e-02,2.799191494467266096e-03,1.138533072615499426e-05
-9.350000000000011080e-03,2.810681510385419461e-03,1.306345647259838136e-05
-8.602000000000012414e-03,2.835155538936603471e-03,1.226106992318642906e-05
-7.854000000000013748e-03,2.872028289304238112e-03,1.027789117631286820e-05
-7.106000000000015082e-03,2.901179400614240823e-03,9.912145641600776969e-06
-6.358000000000016416e-03,2.917589922952187713e-03,9.847940162051011689e-06
-5.610000000000017750e-03,2.968820492321380330e-03,1.085812766448083079e-05
-4.862000000000019084e-03,3.022611079999169316e-03,1.392242704325207345e-05
-4.114000000000020418e-03,3.076670437090751713e-03,1.207933902897625653e-05
-3.366000000000007875e-03,3.160532954172596588e-03,9.818318204284920758e-06
-2.617999999999995331e-03,3.239111661496658044e-03,1.139463730214413550e-05
-1.869999999999996665e-03,3.345431690158221644e-03,1.228146429722190531e-05
-1.121999999999997999e-03,3.546443562258415425e-03,1.192051586130096805e-05
-3.739999999999993330e-04,4.069382558918627386e-03,1.330198067767699952e-05
3.739999999999993330e-04,4.053054453734465309e-03,1.279505878157891736e-05
1.121999999999997999e-03,3.541794303234071985e-03,1.167913470739725456e-05
1.869999999999996665e-03,3.361541113587935507e-03,1.305441330754384343e-05
2.617999999999995331e-03,3.234678828707002272e-03,1.266922904740572856e-05
3.365999999999993997e-03,3.147903320223132372e-03,1.292292070112976629e-05
4.113999999999992663e-03,3.079116334662608621e-03,1.062530849736180033e-05
4.861999999999991329e-03,3.029390647272344091e-03,1.014882267256812470e-05
5.609999999999989995e-03,2.980981250030813930e-03,9.018971724870066196e-06
6.357999999999988661e-03,2.924459053764043911e-03,9.669395936387297123e-06
7.105999999999987327e-03,2.900672963005195958e-03,1.368366499898214935e-05
7.853999999999985993e-03,2.871943566834596687e-03,1.608376797383452803e-05
8.601999999999984658e-03,2.852156034245796525e-03,1.476224205908789077e-05
9.349999999999983324e-03,2.834500982333164245e-03,1.479812745487624763e-05
1.009799999999998199e-02,2.812982061708638529e-03,1.466178921052446797e-05
1.084599999999998066e-02,2.794351366901803684e-03,1.456844900011551159e-05
1.159399999999997932e-02,2.773362335407847466e-03,1.744925642167655756e-05
1.234199999999999187e-02,2.769361951154516392e-03,1.341514432531045394e-05
1.309000000000000441e-02,2.752900766381388871e-03,1.229280458693779229e-05
1.383800000000000308e-02,2.751062176024572821e-03,1.069057653264040241e-05
1.458600000000000174e-02,2.746155334548128039e-03,9.181517412165462962e-06
1.533400000000000041e-02,2.726816095742112984e-03,1.055708150957491160e-05
1.608199999999999907e-02,2.714998904034475035e-03,1.048258444657999811e-05
1.682999999999999774e-02,2.706801432170139951e-03,1.127805749394687392e-05
1.757799999999999641e-02,2.686348678734712392e-03,1.087702771691220658e-05
1.832599999999999507e-02,2.692872817687434923e-03,1.125410112921566785e-05
1.907399999999999374e-02,2.689045362113074919e-03,1.329170233920423093e-05
1.982199999999999240e-02,2.681098013705045593e-03,1.383453845452115926e-05
2.056999999999999107e-02,2.673438364981676595e-03,1.137131542569750053e-05
2.131799999999998974e-02,2.663443008981275940e-03,1.339838991542064616e-05
2.206599999999998840e-02,2.672150456809602170e-03,1.160563466734509475e-05
2.281399999999998707e-02,2.661499709691853358e-03,1.115195673849561814e-05
2.356199999999998573e-02,2.658883686731474110e-03,9.384563533323111377e-06
2.430999999999998440e-02,2.668142137707729851e-03,7.820906993500803368e-06
2.505799999999998307e-02,2.658110947492495039e-03,9.311706457700935174e-06
2.580599999999998173e-02,2.655292957261904362e-03,1.324265300472292447e-05
2.655399999999998040e-02,2.646503981046437366e-03,1.210358642253027028e-05
2.730199999999997906e-02,2.642651414367101596e-03,1.019438482459853569e-05
2.804999999999999161e-02,2.662123894528658358e-03,1.188280095567561142e-05
2.879800000000000415e-02,2.648738213920306690e-03,5.594118663035661763e-06
2.954600000000000282e-02,2.642649461914665758e-03,8.080650374286329495e-06
3.029400000000000148e-02,2.638206296138336654e-03,8.644702059904520606e-06
3.104200000000000015e-02,2.647135795918025176e-03,1.180194292654146295e-05
3.178999999999999881e-02,2.647463104151032056e-03,1.256379091289454383e-05
3.253799999999999748e-02,2.642727945673023927e-03,1.225684433020084907e-05
3.328599999999999615e-02,2.646747666764084558e-03,8.430968954079773642e-06
3.403399999999999481e-02,2.634496549525714489e-03,1.180037525837668355e-05
3.478199999999999348e-02,2.638656980863613496e-03,1.145503922742903035e-05
3.552999999999999214e-02,2.638769548154353516e-03,1.332492836255235640e-05
3.627799999999999081e-02,2.642333678549115515e-03,1.101103369971029098e-05
3.702599999999998948e-02,2.635801188949230510e-03,1.120445462456692315e-05
3.777399999999998814e-02,2.633550283439148147e-03,1.023491079559226696e-05
3.852199999999998681e-02,2.632683666591072082e-03,1.379904528811709754e-05
3.926999999999998547e-02,2.628101909432148386e-03,1.060356535635533171e-05
4.001799999999998414e-02,2.627078243920902278e-03,1.098731667443730189e-05
4.076599999999998281e-02,2.619350340206339119e-03,8.310055030317220606e-06
4.151399999999998147e-02,2.635296179306531508e-03,1.065610548060364809e-05
4.226199999999998014e-02,2.631177442474518565e-03,1.037029855576023875e-05
4.300999999999997880e-02,2.631902290058085389e-03,6.984599693940918562e-06
4.375799999999997747e-02,2.629985607032181948e-03,8.030990584761140840e-06
4.450599999999999001e-02,2.625786691909013770e-03,1.369712890009007086e-05
4.525400000000000256e-02,2.637681123672610574e-03,1.415522669655503430e-05
4.600200000000000122e-02,2.636003961860754283e-03,1.112284552044048635e-05
4.674999999999999989e-02,2.647519418431785836e-03,1.386325687534610216e-05
4.749799999999999855e-02,2.625293984719868044e-03,9.196420838812538530e-06
4.824599999999999722e-02,2.610639271540102137e-03,9.496699974664760108e-06
4.899399999999999589e-02,2.609564694935179695e-03,1.217896101307200343e-05
4.974199999999999455e-02,2.621017354724539464e-03,1.009355845933662571e-05
5.048999999999999322e-02,2.629825470984000629e-03,1.037379467746103639e-05
5.123799999999999188e-02,2.630246245204221223e-03,1.149958084346812382e-05
5.198599999999999055e-02,2.625437199411241856e-03,9.712061711053801270e-06
5.273399999999998922e-02,2.616762086536262872e-03,1.270090446785860599e-05
5.348199999999998788e-02,2.613247542225137152e-03,1.112242272376631321e-05
5.422999999999998655e-02,2.625389491336677615e-03,1.318504369488216477e-05
5.497799999999998521e-02,2.621340828358357817e-03,1.627539304731194438e-05
5.572599999999998388e-02,2.624478864335477724e-03,1.445314456373684638e-05
5.647399999999998255e-02,2.617765813428687451e-03,1.371649309510962716e-05
5.722199999999998121e-02,2.625898778888868107e-03,1.294990914511318554e-05
5.796999999999997988e-02,2.627972136018989161e-03,9.954245541518187069e-06
5.871799999999997854e-02,2.626429932421186272e-03,1.019316394389082735e-05
5.946599999999997721e-02,2.612305429202009532e-03,1.242561589478022443e-05
6.021399999999998975e-02,2.614734195526131379e-03,7.701424882890843098e-06
6.096200000000000230e-02,2.615935046859558556e-03,1.085535701300254543e-05
6.171000000000000096e-02,2.611302539590795030e-03,9.287614278102970556e-06
6.245799999999999963e-02,2.609115373805301775e-03,8.259010686662821119e-06
6.320599999999998442e-02,2.603411470726873199e-03,9.581242015412876366e-06
6.395399999999998308e-02,2.602942655342810850e-03,5.848079757943421179e-06
6.470199999999998175e-02,2.608319909960494978e-03,7.167503505391646747e-06
6.544999999999998042e-02,2.613385253062426670e-03,9.619283213346546956e-06
6.619799999999997908e-02,2.607990477284557063e-03,9.016342168209818576e-06
6.694599999999997775e-02,2.608662268199660704e-03,8.381094200319394344e-06
6.769399999999997641e-02,2.608358216273159395e-03,1.054399614799193135e-05
6.844199999999997508e-02,2.617531910413599741e-03,1.139534622089595030e-05
6.919000000000000150e-02,2.606697699949265916e-03,8.534096971445257563e-06
6.993800000000000017e-02,2.605366335256041263e-03,9.922573188975423894e-06
7.068599999999999883e-02,2.597300753225052078e-03,6.749457096901261409e-06
7.143399999999999750e-02,2.600383229375031503e-03,8.021190851308222073e-06
7.218199999999999616e-02,2.607863799154584283e-03,8.826813545358685664e-06
7.292999999999999483e-02,2.597974680959756755e-03,6.694708523222723224e-06
7.367799999999999350e-02,2.607043779379593276e-03,8.892484517826332777e-06
7.442599999999999216e-02,2.611255038593711386e-03,8.478236510013251911e-06
7.517399999999999083e-02,2.598751449434190224e-03,1.056980386388412382e-05
7.592199999999998949e-02,2.601877370164794485e-03,1.117655600845041945e-05
7.666999999999998816e-02,2.600814460546967653e-03,1.371622134193040416e-05
7.741799999999998683e-02,2.603353641546985332e-03,1.390990429652840449e-05
7.816599999999998549e-02,2.591692207205423433e-03,1.415072675915107603e-05
7.891399999999998416e-02,2.588567553571406547e-03,1.794108323295185180e-05
7.966199999999998282e-02,2.601285727484139824e-03,1.610070894240887244e-05
8.040999999999998149e-02,2.598312032414906887e-03,1.886549416013749212e-05
8.115799999999998016e-02,2.609476388700202997e-03,1.967191775030455650e-05
8.190599999999997882e-02,2.604724631885696647e-03,1.308775484604393748e-05
8.265399999999997749e-02,2.608076020018907076e-03,1.807906910875358531e-05
8.340199999999997615e-02,2.613103210754070746e-03,1.189119788872985074e-05
8.414999999999997482e-02,2.611817637506528254e-03,1.084083422334589923e-05
8.489800000000000124e-02,2.596833787647969197e-03,1.148086999345447335e-05
8.564599999999999991e-02,2.601584343405448710e-03,1.053714383481139558e-05
8.639399999999999857e-02,2.592113677706618744e-03,9.162148977102650246e-06
8.714199999999999724e-02,2.604168839293771222e-03,7.448546717964533232e-06
8.788999999999999591e-02,2.602692860488207364e-03,9.127056503294851862e-06
8.863799999999999457e-02,2.608829946158438932e-03,8.975748632084195613e-06
8.938599999999999324e-02,2.612552680038413358e-03,8.606137931450912187e-06
9.013399999999999190e-02,2.613566881355863184e-03,9.267667327083511488e-06
9.088199999999999057e-02,2.619183101825669612e-03,9.667372910081079010e-06
9.162999999999998924e-02,2.624261517910851053e-03,1.074337037591806272e-05
9.237799999999998790e-02,2.621692897224025230e-03,9.575138946943828966e-06
9.312599999999998657e-02,2.618323146762383154e-03,1.238198251627099283e-05
9.387399999999998523e-02,2.622422106678034583e-03,9.112011621375403178e-06
9.462199999999998390e-02,2.615065824449439892e-03,7.214061977193201146e-06
9.536999999999998257e-02,2.615658114759410180e-03,8.661904964664519192e-06
9.611799999999998123e-02,2.619069704664749206e-03,1.181307260707186638e-05
9.686599999999997990e-02,2.614437522097378189e-03,1.084032082067899255e-05
