cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,3.077652719919279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.312568528141608,0.09086102380924996,0.0,0.0
21,6.153516658979807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.20830061798313,0.11910504045937594,0.0,0.0
12,30.677345083162777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.69193315913779,0.08274126023678217,0.0,0.0
22,6.160136431008263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.648789863268114,0.07753646836277674,0.0,0.0
31,274.3510836886729,0.7468613627637319,0.0026004391794543402,0.054198315946428224,0.000239669952244024,240.63509852484165,1.0641106013089245,0.7452900390284372,0.0025957369873746243,0.0015713237352948284,4.702192079715883e-06,0.02232289448936635,5.7678530091224244e-05,790.2640780871671,1.6248100411441948,271.8739005648332,0.6597753989164449
23,28.198784606825846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.651885885509497,0.17105619234852748,0.0,0.0
32,124.52520548345221,0.4037435839093428,0.0016413697330813534,0.03211291843977522,0.00016437686119855703,142.57814394664365,0.729816812552194,0.4035571243473896,0.00163862526610674,0.00018645956195320563,2.7444669746134327e-06,0.0038507550917301248,2.9859073608735033e-05,230.2455031527671,1.0701319042901296,57.78476888669624,0.35687268767829083
24,10.694576409082558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5069089775728175,0.08331072179725589,0.0,0.0
41,1.7447669299735558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508575248359777,0.03679319549986218,0.0,0.0
42,14.122431356593689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.933699522653281,0.22992204817572562,0.0,0.0
25,8.072303416074194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.187241398730079,0.06986870360720698,0.0,0.0
33,33.55763949657403,0.12468821890210248,0.0011309618390943634,0.010524426038104731,0.00011029577252664976,46.72739830329803,0.48970219139388216,0.12466941523778528,0.001130272150184161,1.880366431720108e-05,6.896889102023843e-07,0.0004900873157798115,1.1763153277704012e-05,55.319474357922644,0.4519195692587884,10.147242048450343,0.1338142696816103
26,7.465770024733673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.798048993353433,0.0622272079395683,0.0,0.0
43,1.1932632700993968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533907455920666,0.036117578420336444,0.0,0.0
44,8.528807463645755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.953064308803929,0.1658136473908935,0.0,0.0
total,558.5232830387978,1.2752931655751774,0.005372770751630057,0.09683566042430818,0.0005143425859692308,429.94064077478333,2.2836296052550007,1.273516578613612,0.0053646344036655256,0.0017765869615652351,8.1363479645317e-06,0.026663736896876285,9.930075697766328e-05,1249.2834628469625,4.372214602740676,339.8059114999798,1.150462356276346
