filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li6(n,t)_sd","Li7(n,Xt)","Li7(n,Xt)_sd","Be9(n,2n)","Be9(n,2n)_sd","Th232(n,g)","Th232(n,g)_sd","tot(n,fis)","tot(n,fis)_sd",tbr,tbr_sd,U233 [kg/yr],U233_sd,leak [n/src-n],leak_sd,heat [MW],heat_sd,fisq [MW],fisq_sd
tallies_FLiBe_900K_Li00.0_Th232_000.00kgm3_4e6x25,0.0,0.0,0.0,0.0,0.1089549279724852,2.0139639368875523e-05,0.2272069475412217,3.2448436110083496e-05,0.0,0.0,0.0,0.0,0.1089549279724852,2.0139639368875523e-05,0.0,0.0,0.0421927299999999,2.364436120275687e-05,1006.8496270316148,0.1216289331867598,0.0,0.0
tallies_FLiBe_900K_Li00.0_Th232_000.10kgm3_4e6x25,0.1,0.06179975454670223,0.0,0.0,0.1089516482148375,2.010254237278765e-05,0.2272027730270284,3.239977174163316e-05,0.0008472114328485,1.1914680252196883e-07,1.5046695856793277e-06,2.1656448266769043e-10,0.1089516482148375,2.010254237278765e-05,3.6669256282897953,0.0005156947212428,0.04215111963824,2.5106315878229016e-05,1006.8098167928983,0.1231705839153591,0.0153965525295326,2.199083357305719e-06
tallies_FLiBe_900K_Li00.0_Th232_000.50kgm3_4e6x25,0.5,0.3089987727335112,0.0,0.0,0.108939015262144,1.988543015440031e-05,0.2271892359141344,3.199257878217737e-05,0.0042182686191251,5.769495073542838e-07,7.523104771838472e-06,1.0753586532382635e-09,0.108939015262144,1.988543015440031e-05,18.257635233359878,0.0024971699539433,0.04195684963824,2.432182004147016e-05,1006.6531238319913,0.1192251413763124,0.0769802397527371,1.0920551824416584e-05
tallies_FLiBe_900K_Li00.0_Th232_001.00kgm3_4e6x25,1.0,0.6179975454670223,0.0,0.0,0.1089247925305835,2.0108974626643417e-05,0.2271740146613216,3.269122550316851e-05,0.0083923205684957,1.1472356798570666e-06,1.5045784611219404e-05,2.155194761790778e-09,0.1089247925305835,2.0108974626643417e-05,36.32389056645648,0.0049654994645338,0.0417324796382399,2.44966766056046e-05,1006.5056163984668,0.1148471238550974,0.1539560693239568,2.1881783167472825e-05
tallies_FLiBe_900K_Li00.0_Th232_010.00kgm3_4e6x25,10.0,6.179975454670222,0.0,0.0,0.1086452997858164,2.076869934242375e-05,0.2268837324015918,3.4577199020136435e-05,0.0769502153822756,1.1511050475356185e-05,0.0001503476717591,2.1993749216000033e-08,0.1086452997858164,2.076869934242375e-05,333.0582024123088,0.049822469763776,0.03790527,2.4333186015209437e-05,1003.944684839316,0.1204377702499052,1.538417050868687,0.0002232211376724
tallies_FLiBe_900K_Li00.0_Th232_025.00kgm3_4e6x25,25.0,15.449938636675556,0.0,0.0,0.1081819770034127,1.9418017321210407e-05,0.2264150778534329,3.212594748673303e-05,0.1700905111875335,2.619236979075337e-05,0.0003754229508301,5.0647493450746596e-08,0.1081819770034127,1.9418017321210407e-05,736.1907906570864,0.1133665910626694,0.0328736395727099,2.5134348957880272e-05,1000.8189025486192,0.1253037150933618,3.8414172695441793,0.0005134928239023
tallies_FLiBe_900K_Li00.0_Th232_050.00kgm3_4e6x25,50.0,30.899877273351112,0.0,0.0,0.1074133790686963,2.02127618313029e-05,0.2256320551023518,3.316397845605356e-05,0.2877752819637848,3.638478933450149e-05,0.0007493457107734,1.0877138665212235e-07,0.1074133790686963,2.02127618313029e-05,1245.5575027751015,0.1574817233544855,0.0266724,1.536621022402414e-05,997.6797059503332,0.1212636723221111,7.667301342851139,0.0011057039636335
tallies_FLiBe_900K_Li00.0_Th232_075.00kgm3_4e6x25,75.0,46.34981591002667,0.0,0.0,0.1066460156635404,1.9856021726387217e-05,0.2248481753598059,3.212467426381954e-05,0.3760452982188164,4.951091255961326e-05,0.0011217929649229,1.621906275756501e-07,0.1066460156635404,1.9856021726387217e-05,1627.610402754089,0.2142945988517145,0.0222727799999999,1.8499663961216116e-05,996.1507614613572,0.1167593598775945,11.477931708228017,0.0016494689083351
tallies_FLiBe_900K_Li00.0_Th232_100.00kgm3_4e6x25,100.0,61.799754546702225,0.0,0.0,0.1058826311376688,2.037871097899392e-05,0.2240757603606919,3.1784790907965604e-05,0.4454970409332957,6.690786277565901e-05,0.0014928034021246,2.2110429005900946e-07,0.1058826311376688,2.037871097899392e-05,1928.2134935703189,0.2895925942845802,0.01899719,1.430623611100443e-05,995.7872754712396,0.1282152758472508,15.273728377226751,0.002246643400527
tallies_FLiBe_900K_Li00.0_Th232_150.00kgm3_4e6x25,150.0,92.69963182005334,0.0,0.0,0.1043602727415623,1.9373605217791446e-05,0.2225332862726027,2.9963380935160112e-05,0.5492308696793876,8.5317909264949e-05,0.0022303347997064,3.132786238241264e-07,0.1043602727415623,1.9373605217791446e-05,2377.1973249980038,0.3692755030274489,0.0144288099999999,1.3494121250965482e-05,997.0046267184013,0.1191255438111896,22.81899632146574,0.0031797389119704
