cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.0878055315671626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450588.15769847704,154.61359926184
21,6.174047008963837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587054.7755681972,138.64063650127093
12,30.817255373519412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489749.74548916734,104.99276843523978
22,6.187696964104016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540902.8545053764,143.43250821250294
31,270.4232905979393,0.8130193377443649,0.00025226796387811657,0.007554747134749389,2.994248785966003e-06,32.69219927142765,0.012957227585920795,0.8112561742461453,0.00025161339456657123,0.0017631634982195916,6.545693115453401e-07,0.0007244510253927892,2.164022281947712e-07,9264226.849164374,2044.7914530798835
23,27.40251975572825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405430.0846963454,270.2577504950164
32,120.10648295754159,0.4291962250346171,0.00016594963767360249,0.004330973300478367,2.681696539382364e-06,18.74173147731282,0.011604697826050324,0.42901604458231035,0.00016574357400181907,0.00018018045230674428,2.0606367178340763e-07,0.00010577756637744058,8.336659996057984e-08,2970215.864461801,1081.3370929594648
24,10.945189346150652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72347.53901005659,166.82049798711734
41,1.7294278202393045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24894.44255043339,70.03430798904982
42,12.508487538615734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142420.59091363297,321.1028551942674
25,7.576138939885613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62467.42525499583,76.74397931678118
33,31.385800963841657,0.12783275179561485,0.00011015524823764125,0.001376285805299895,1.9435494297380784e-06,5.955700303236423,0.008410460882086766,0.1278170864229018,0.00011009529312050613,1.5665372713039736e-05,5.995511713511437e-08,1.1866092986983921e-05,2.3836954544340637e-08,755355.7277789945,613.6732601216996
26,7.375441668712256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43257.26469837546,69.00803806773784
43,0.7257630731208041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9520.283979280375,26.415213177974092
44,7.17575672009674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72264.9964415709,163.55897997791655
total,543.6211042600263,1.3700483145745967,0.0005283728497893603,0.01326200624052765,7.619494755086446e-06,57.38963105197689,0.03297238629405788,1.3680893052513574,0.0005274522616888964,0.0019590093232393756,9.205881004638621e-07,0.0008420946847572137,3.2360578269969164e-07,15890696.602211077,5445.422940777763
