cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,2.6822045041189893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523741.9610516734,333.82257926126255
41,13.915245308289311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797380.2796883434,66.49972178465504
21,13.650033657096522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1823046.2259214753,179.13009371528452
31,26.960449242437544,0.0,0.0,0.020455294808804658,2.3948397318969212e-06,0.020455294808804658,2.3948397318969212e-06,0.0,0.0,0.0,0.0,0.0,0.0,1094582.2354032975,101.75920874361988
22,38.47926085644106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5756077.136709017,464.8962487861315
32,688.1783012086281,0.0,0.0,0.08951918751817209,1.6750210634593047e-05,0.08951918751817209,1.6750210634593047e-05,0.0,0.0,0.0,0.0,0.0,0.0,6031987.373967985,771.2845179421064
23,0.5954434141527841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650835.9005541885,209.88009279913425
total,784.4609381911644,0.0,0.0,0.10997448232697675,1.9145050366489968e-05,0.10997448232697675,1.9145050366489968e-05,0.0,0.0,0.0,0.0,0.0,0.0,17677651.11329598,2127.272463032194
