cells,volume_m3,stdev_m3
10,118.64836465104445,0.03871741405536196
11,0.6018533415997857,0.002883480201216449
21,2.0350125514312634,0.005299437733970407
22,6.275751882034865,0.009292034852053637
23,10.934431485217,0.012244456403508618
31,4.111376865281673,0.007526844316918786
32,286.82668726929865,0.05604883558463373
99,656.1013946871027,0.0690155065596009
