 ====================>     TALLY 1: REACTION_RATES     <====================

 Cell 2
   Total Material
     (n,2n)                               0.00450957 +/- 5.4024e-09
     (n,3n)                               0.00197927 +/- 1.49923e-09
     (n,elastic)                          0.00901427 +/- 1.21614e-07
     Absorption Rate                      0.0011235 +/- 3.71328e-09
     (n,gamma)                            1.96479e-05 +/- 3.43717e-09
     (n,Xt)                               0 +/- 0
     Fission Rate                         0.00110008 +/- 1.56907e-09
     (n,n1)                               0.000671956 +/- 1.79551e-08
     (n,n2)                               0.000121969 +/- 4.08882e-09
     (n,n3)                               2.10718e-05 +/- 4.98242e-10
     (n,n4)                               1.43195e-05 +/- 5.44968e-11
     (n,n5)                               1.21682e-05 +/- 2.35358e-09
     (n,n6)                               1.71108e-05 +/- 1.19894e-09
     (n,n7)                               1.27939e-05 +/- 2.01937e-09
     (n,n8)                               8.62122e-06 +/- 1.45547e-09
     (n,n9)                               1.44156e-05 +/- 2.00466e-09
     (n,n10)                              3.13372e-06 +/- 4.44234e-12
     (n,n11)                              1.02111e-05 +/- 1.31826e-09
     (n,n12)                              8.18778e-06 +/- 7.31206e-10
     (n,n13)                              2.25951e-06 +/- 1.95161e-10
     (n,n14)                              8.04364e-06 +/- 7.03204e-10
     (n,n15)                              4.69579e-06 +/- 2.58806e-10
     (n,n16)                              3.93816e-06 +/- 8.99233e-11
     (n,n17)                              2.01819e-06 +/- 1.3248e-11
     (n,n18)                              2.03064e-06 +/- 6.94122e-11
     (n,n19)                              7.15223e-06 +/- 8.88025e-10
     (n,n20)                              6.9199e-06 +/- 8.37137e-10
     (n,n21)                              4.31357e-06 +/- 7.27472e-10
     (n,n22)                              7.52412e-06 +/- 3.74623e-10
     (n,n23)                              4.32447e-06 +/- 5.23614e-10
     (n,n24)                              3.92264e-06 +/- 5.04184e-10
     (n,n25)                              5.86504e-06 +/- 7.15289e-10
     (n,n26)                              7.45082e-07 +/- 8.70727e-13
     (n,n27)                              3.85431e-06 +/- 2.48478e-10
     (n,n28)                              2.75983e-06 +/- 1.88416e-11
     (n,n29)                              5.03365e-06 +/- 3.5781e-10
