
========================================================================
  HCPB  |  0.1 kg/m³
========================================================================

  Total (n,gamma) rate:  A = 3.473363e-05   C = 2.307272e-05   C/A = 0.6643
  Flux mode energy:     A = 1.4000e+07 eV   C = 1.4000e+07 eV
  (n,gamma) mode energy: A = 3.6326e+01 eV   C = 6.6073e+01 eV
  Bins where C > A:  597 / 1231

   Bin      E_lo [eV]      E_hi [eV]         Rate A         Rate C          C - A        C/A
   925     1.7509e+04     1.7916e+04     1.0237e-03     1.0591e-03     3.5433e-05     1.0346
   926     1.7916e+04     1.8333e+04     1.0491e-03     1.0946e-03     4.5423e-05     1.0433
   927     1.8333e+04     1.8760e+04     8.5987e-04     8.9074e-04     3.0868e-05     1.0359
   928     1.8760e+04     1.9197e+04     1.0018e-03     1.0442e-03     4.2434e-05     1.0424
   929     1.9197e+04     1.9644e+04     1.0587e-03     1.1094e-03     5.0711e-05     1.0479
   930     1.9644e+04     2.0101e+04     8.7167e-04     9.1162e-04     3.9943e-05     1.0458
   931     2.0101e+04     2.0569e+04     9.8859e-04     1.0302e-03     4.1597e-05     1.0421
   932     2.0569e+04     2.1048e+04     9.8058e-04     1.0231e-03     4.2512e-05     1.0434
   933     2.1048e+04     2.1537e+04     9.8333e-04     1.0274e-03     4.4061e-05     1.0448
   934     2.1537e+04     2.2039e+04     9.9061e-04     1.0260e-03     3.5400e-05     1.0357
   935     2.2039e+04     2.2552e+04     9.8554e-04     1.0268e-03     4.1223e-05     1.0418
   936     2.2552e+04     2.3077e+04     1.0047e-03     1.0423e-03     3.7566e-05     1.0374
   937     2.3077e+04     2.3614e+04     1.0766e-03     1.1071e-03     3.0580e-05     1.0284
   938     2.3614e+04     2.4163e+04     1.1747e-03     1.2086e-03     3.3948e-05     1.0289
   939     2.4163e+04     2.4726e+04     1.2650e-03     1.3148e-03     4.9804e-05     1.0394
   940     2.4726e+04     2.5301e+04     1.3596e-03     1.4178e-03     5.8148e-05     1.0428
   941     2.5301e+04     2.5890e+04     1.1242e-03     1.1690e-03     4.4772e-05     1.0398
   942     2.5890e+04     2.6493e+04     1.0819e-03     1.1222e-03     4.0224e-05     1.0372
   943     2.6493e+04     2.7109e+04     7.9966e-04     8.3710e-04     3.7441e-05     1.0468
   944     2.7109e+04     2.7740e+04     5.4106e-04     5.7176e-04     3.0699e-05     1.0567
   945     2.7740e+04     2.8386e+04     4.7149e-04     4.9927e-04     2.7775e-05     1.0589
   946     2.8386e+04     2.9047e+04     5.7270e-04     5.9835e-04     2.5649e-05     1.0448
   947     2.9047e+04     2.9723e+04     6.3023e-04     6.5996e-04     2.9732e-05     1.0472
   948     2.9723e+04     3.0415e+04     7.0093e-04     7.3336e-04     3.2425e-05     1.0463
   949     3.0415e+04     3.1123e+04     7.4284e-04     7.7365e-04     3.0807e-05     1.0415
   950     3.1123e+04     3.1847e+04     7.7170e-04     8.0517e-04     3.3467e-05     1.0434
   951     3.1847e+04     3.2588e+04     8.0270e-04     8.3684e-04     3.4141e-05     1.0425
   952     3.2588e+04     3.3347e+04     8.1347e-04     8.5250e-04     3.9026e-05     1.0480
   953     3.3347e+04     3.4123e+04     8.3299e-04     8.7334e-04     4.0346e-05     1.0484
   954     3.4123e+04     3.4917e+04     8.4783e-04     8.8821e-04     4.0374e-05     1.0476
   955     3.4917e+04     3.5730e+04     8.8003e-04     9.0993e-04     2.9904e-05     1.0340
   956     3.5730e+04     3.6562e+04     8.3492e-04     8.7009e-04     3.5178e-05     1.0421
   957     3.6562e+04     3.7413e+04     8.7891e-04     9.1296e-04     3.4048e-05     1.0387
   958     3.7413e+04     3.8284e+04     8.3160e-04     8.6252e-04     3.0917e-05     1.0372
   959     3.8284e+04     3.9175e+04     8.9299e-04     9.2824e-04     3.5252e-05     1.0395
   960     3.9175e+04     4.0086e+04     9.7994e-04     1.0158e-03     3.5839e-05     1.0366
   961     4.0086e+04     4.1019e+04     1.0393e-03     1.0765e-03     3.7256e-05     1.0358
   962     4.1019e+04     4.1974e+04     7.1723e-04     7.4974e-04     3.2516e-05     1.0453
   963     4.1974e+04     4.2951e+04     7.5280e-04     7.9014e-04     3.7349e-05     1.0496
   964     4.2951e+04     4.3951e+04     8.1592e-04     8.4690e-04     3.0978e-05     1.0380
   965     4.3951e+04     4.4974e+04     8.3870e-04     8.7891e-04     4.0210e-05     1.0479
   966     4.4974e+04     4.6021e+04     8.6888e-04     9.0109e-04     3.2206e-05     1.0371
   967     4.6021e+04     4.7092e+04     9.0447e-04     9.3137e-04     2.6899e-05     1.0297
   968     4.7092e+04     4.8188e+04     8.5712e-04     8.8682e-04     2.9701e-05     1.0347
   969     4.8188e+04     4.9310e+04     9.3743e-04     9.7281e-04     3.5388e-05     1.0378
   970     4.9310e+04     5.0457e+04     8.8886e-04     9.2056e-04     3.1698e-05     1.0357
   971     5.0457e+04     5.1632e+04     8.4963e-04     8.8610e-04     3.6479e-05     1.0429
   972     5.1632e+04     5.2834e+04     7.9833e-04     8.3076e-04     3.2428e-05     1.0406
   973     5.2834e+04     5.4063e+04     7.1884e-04     7.4952e-04     3.0685e-05     1.0427
   974     5.4063e+04     5.5322e+04     5.3586e-04     5.6294e-04     2.7076e-05     1.0505
   975     5.5322e+04     5.6609e+04     3.6503e-04     3.7807e-04     1.3040e-05     1.0357
   976     5.6609e+04     5.7927e+04     5.7894e-04     5.9864e-04     1.9705e-05     1.0340
   977     5.7927e+04     5.9275e+04     6.4069e-04     6.6494e-04     2.4255e-05     1.0379
   978     5.9275e+04     6.0655e+04     6.5525e-04     6.8417e-04     2.8917e-05     1.0441
   979     6.0655e+04     6.2067e+04     6.5312e-04     6.7559e-04     2.2473e-05     1.0344
   980     6.2067e+04     6.3511e+04     6.5293e-04     6.7869e-04     2.5757e-05     1.0394
   981     6.3511e+04     6.4990e+04     6.6372e-04     6.8521e-04     2.1494e-05     1.0324
   982     6.4990e+04     6.6502e+04     6.7002e-04     6.8696e-04     1.6932e-05     1.0253
   983     6.6502e+04     6.8050e+04     6.6505e-04     6.8841e-04     2.3356e-05     1.0351
   984     6.8050e+04     6.9634e+04     7.2016e-04     7.4191e-04     2.1750e-05     1.0302
   985     6.9634e+04     7.1255e+04     6.6702e-04     6.8597e-04     1.8958e-05     1.0284
   986     7.1255e+04     7.2914e+04     6.2607e-04     6.5071e-04     2.4639e-05     1.0394
   987     7.2914e+04     7.4611e+04     5.3658e-04     5.5612e-04     1.9535e-05     1.0364
   988     7.4611e+04     7.6347e+04     6.4923e-04     6.7084e-04     2.1604e-05     1.0333
   989     7.6347e+04     7.8124e+04     5.5769e-04     5.7851e-04     2.0823e-05     1.0373
   990     7.8124e+04     7.9943e+04     4.1649e-04     4.3775e-04     2.1266e-05     1.0511
   991     7.9943e+04     8.1803e+04     6.1161e-04     6.3635e-04     2.4741e-05     1.0405
   992     8.1803e+04     8.3707e+04     4.7892e-04     5.0391e-04     2.4989e-05     1.0522
   993     8.3707e+04     8.5656e+04     4.3104e-04     4.5062e-04     1.9576e-05     1.0454
   994     8.5656e+04     8.7650e+04     4.7471e-04     4.9663e-04     2.1923e-05     1.0462
   995     8.7650e+04     8.9690e+04     5.2184e-04     5.4073e-04     1.8894e-05     1.0362
   996     8.9690e+04     9.1777e+04     4.8509e-04     5.0661e-04     2.1519e-05     1.0444
   997     9.1777e+04     9.3913e+04     5.1680e-04     5.3650e-04     1.9696e-05     1.0381
   998     9.3913e+04     9.6099e+04     5.0121e-04     5.1948e-04     1.8275e-05     1.0365
   999     9.6099e+04     9.8336e+04     4.9390e-04     5.1242e-04     1.8527e-05     1.0375
  1000     9.8336e+04     1.0063e+05     4.9021e-04     5.1116e-04     2.0942e-05     1.0427
  1001     1.0063e+05     1.0297e+05     5.1113e-04     5.2671e-04     1.5579e-05     1.0305
  1002     1.0297e+05     1.0536e+05     5.0728e-04     5.2549e-04     1.8216e-05     1.0359
  1003     1.0536e+05     1.0782e+05     5.2612e-04     5.4565e-04     1.9531e-05     1.0371
  1004     1.0782e+05     1.1033e+05     5.3404e-04     5.5198e-04     1.7943e-05     1.0336
  1005     1.1033e+05     1.1289e+05     5.3724e-04     5.5613e-04     1.8884e-05     1.0351
  1006     1.1289e+05     1.1552e+05     5.3492e-04     5.5563e-04     2.0708e-05     1.0387
  1007     1.1552e+05     1.1821e+05     4.5591e-04     4.7526e-04     1.9352e-05     1.0424
  1008     1.1821e+05     1.2096e+05     5.2893e-04     5.4644e-04     1.7512e-05     1.0331
  1009     1.2096e+05     1.2378e+05     5.3943e-04     5.6065e-04     2.1227e-05     1.0394
  1010     1.2378e+05     1.2666e+05     5.0647e-04     5.2513e-04     1.8653e-05     1.0368
  1011     1.2666e+05     1.2961e+05     4.8449e-04     5.0148e-04     1.6988e-05     1.0351
  1012     1.2961e+05     1.3262e+05     4.9372e-04     5.1317e-04     1.9449e-05     1.0394
  1013     1.3262e+05     1.3571e+05     5.8416e-04     6.0278e-04     1.8619e-05     1.0319
  1014     1.3571e+05     1.3887e+05     5.2965e-04     5.4655e-04     1.6900e-05     1.0319
  1015     1.3887e+05     1.4210e+05     3.5122e-04     3.6519e-04     1.3970e-05     1.0398
  1016     1.4210e+05     1.4541e+05     4.0120e-04     4.1555e-04     1.4351e-05     1.0358
  1017     1.4541e+05     1.4879e+05     4.3957e-04     4.5515e-04     1.5578e-05     1.0354
  1018     1.4879e+05     1.5226e+05     4.0516e-04     4.2237e-04     1.7205e-05     1.0425
  1019     1.5226e+05     1.5580e+05     4.5779e-04     4.7435e-04     1.6554e-05     1.0362
  1020     1.5580e+05     1.5943e+05     4.7081e-04     4.8856e-04     1.7745e-05     1.0377
  1021     1.5943e+05     1.6314e+05     4.6075e-04     4.7910e-04     1.8357e-05     1.0398
  1022     1.6314e+05     1.6693e+05     4.3735e-04     4.5506e-04     1.7711e-05     1.0405
  1023     1.6693e+05     1.7082e+05     3.4588e-04     3.5985e-04     1.3964e-05     1.0404
  1024     1.7082e+05     1.7480e+05     2.9394e-04     3.0481e-04     1.0874e-05     1.0370
  1025     1.7480e+05     1.7886e+05     2.7373e-04     2.8391e-04     1.0178e-05     1.0372
  1026     1.7886e+05     1.8303e+05     2.3841e-04     2.4652e-04     8.1172e-06     1.0340
  1027     1.8303e+05     1.8729e+05     2.1480e-04     2.2421e-04     9.4111e-06     1.0438
  1028     1.8729e+05     1.9165e+05     1.7762e-04     1.8495e-04     7.3316e-06     1.0413
  1029     1.9165e+05     1.9611e+05     1.9592e-04     2.0286e-04     6.9400e-06     1.0354
  1030     1.9611e+05     2.0067e+05     2.0278e-04     2.1142e-04     8.6411e-06     1.0426
  1031     2.0067e+05     2.0534e+05     2.1484e-04     2.2302e-04     8.1849e-06     1.0381
  1032     2.0534e+05     2.1012e+05     2.3398e-04     2.4433e-04     1.0352e-05     1.0442
  1033     2.1012e+05     2.1501e+05     2.2858e-04     2.3921e-04     1.0626e-05     1.0465
  1034     2.1501e+05     2.2002e+05     2.4709e-04     2.5841e-04     1.1320e-05     1.0458
  1035     2.2002e+05     2.2514e+05     2.0926e-04     2.1866e-04     9.3982e-06     1.0449
  1036     2.2514e+05     2.3038e+05     2.2263e-04     2.3267e-04     1.0043e-05     1.0451
  1037     2.3038e+05     2.3574e+05     2.2779e-04     2.3920e-04     1.1410e-05     1.0501
  1038     2.3574e+05     2.4123e+05     2.2913e-04     2.3912e-04     9.9875e-06     1.0436
  1039     2.4123e+05     2.4684e+05     2.2835e-04     2.3738e-04     9.0296e-06     1.0395
  1040     2.4684e+05     2.5259e+05     2.2819e-04     2.3823e-04     1.0035e-05     1.0440
  1041     2.5259e+05     2.5847e+05     2.5706e-04     2.7017e-04     1.3110e-05     1.0510
  1042     2.5847e+05     2.6448e+05     2.6279e-04     2.7346e-04     1.0671e-05     1.0406
  1043     2.6448e+05     2.7064e+05     2.7640e-04     2.8602e-04     9.6215e-06     1.0348
  1044     2.7064e+05     2.7694e+05     2.8501e-04     2.9773e-04     1.2727e-05     1.0447
  1045     2.7694e+05     2.8339e+05     2.5420e-04     2.6540e-04     1.1194e-05     1.0440
  1046     2.8339e+05     2.8998e+05     2.9510e-04     3.0527e-04     1.0170e-05     1.0345
  1047     2.8998e+05     2.9673e+05     3.2544e-04     3.3594e-04     1.0502e-05     1.0323
  1048     2.9673e+05     3.0364e+05     3.6158e-04     3.7402e-04     1.2443e-05     1.0344
  1049     3.0364e+05     3.1071e+05     3.8050e-04     3.9241e-04     1.1910e-05     1.0313
  1050     3.1071e+05     3.1794e+05     3.5697e-04     3.6953e-04     1.2564e-05     1.0352
  1051     3.1794e+05     3.2534e+05     2.9355e-04     3.0420e-04     1.0645e-05     1.0363
  1052     3.2534e+05     3.3291e+05     3.4943e-04     3.6018e-04     1.0749e-05     1.0308
  1053     3.3291e+05     3.4066e+05     3.7022e-04     3.8084e-04     1.0624e-05     1.0287
  1054     3.4066e+05     3.4859e+05     4.3047e-04     4.4037e-04     9.8928e-06     1.0230
  1055     3.4859e+05     3.5670e+05     3.1572e-04     3.2554e-04     9.8234e-06     1.0311
  1056     3.5670e+05     3.6500e+05     2.8856e-04     2.9704e-04     8.4873e-06     1.0294
  1057     3.6500e+05     3.7350e+05     3.2976e-04     3.3669e-04     6.9241e-06     1.0210
  1058     3.7350e+05     3.8219e+05     3.4597e-04     3.5308e-04     7.1050e-06     1.0205
  1059     3.8219e+05     3.9109e+05     2.8339e-04     2.9087e-04     7.4797e-06     1.0264
  1060     3.9109e+05     4.0019e+05     3.1517e-04     3.2156e-04     6.3841e-06     1.0203
  1061     4.0019e+05     4.0951e+05     2.9138e-04     2.9883e-04     7.4430e-06     1.0255
  1062     4.0951e+05     4.1904e+05     2.8601e-04     2.9293e-04     6.9112e-06     1.0242
  1063     4.1904e+05     4.2879e+05     2.8597e-04     2.9256e-04     6.5842e-06     1.0230
  1064     4.2879e+05     4.3877e+05     2.8980e-04     2.9406e-04     4.2649e-06     1.0147
  1065     4.3877e+05     4.4899e+05     3.0140e-04     3.0421e-04     2.8121e-06     1.0093
  1066     4.4899e+05     4.5944e+05     3.3292e-04     3.4122e-04     8.2988e-06     1.0249
  1067     4.5944e+05     4.7013e+05     3.8177e-04     3.9016e-04     8.3850e-06     1.0220
  1068     4.7013e+05     4.8107e+05     3.3257e-04     3.4437e-04     1.1806e-05     1.0355
  1069     4.8107e+05     4.9227e+05     3.6761e-04     3.7854e-04     1.0928e-05     1.0297
  1070     4.9227e+05     5.0373e+05     4.1729e-04     4.2740e-04     1.0112e-05     1.0242
  1071     5.0373e+05     5.1545e+05     3.9906e-04     4.0932e-04     1.0254e-05     1.0257
  1072     5.1545e+05     5.2745e+05     3.8751e-04     3.9643e-04     8.9213e-06     1.0230
  1073     5.2745e+05     5.3973e+05     3.2756e-04     3.3904e-04     1.1483e-05     1.0351
  1074     5.3973e+05     5.5229e+05     3.9344e-04     4.0494e-04     1.1496e-05     1.0292
  1075     5.5229e+05     5.6514e+05     3.5171e-04     3.6103e-04     9.3227e-06     1.0265
  1076     5.6514e+05     5.7830e+05     3.3345e-04     3.4065e-04     7.1937e-06     1.0216
  1077     5.7830e+05     5.9176e+05     4.0494e-04     4.1542e-04     1.0488e-05     1.0259
  1078     5.9176e+05     6.0553e+05     4.3018e-04     4.4294e-04     1.2751e-05     1.0296
  1079     6.0553e+05     6.1963e+05     3.9468e-04     4.0631e-04     1.1630e-05     1.0295
  1080     6.1963e+05     6.3405e+05     4.0545e-04     4.1889e-04     1.3439e-05     1.0331
  1081     6.3405e+05     6.4881e+05     3.5650e-04     3.6523e-04     8.7258e-06     1.0245
  1082     6.4881e+05     6.6391e+05     3.5864e-04     3.6800e-04     9.3615e-06     1.0261
  1083     6.6391e+05     6.7936e+05     3.6459e-04     3.7075e-04     6.1634e-06     1.0169
  1084     6.7936e+05     6.9517e+05     4.2957e-04     4.4067e-04     1.1102e-05     1.0258
  1085     6.9517e+05     7.1136e+05     4.5869e-04     4.6710e-04     8.4050e-06     1.0183
  1086     7.1136e+05     7.2791e+05     3.4481e-04     3.5157e-04     6.7565e-06     1.0196
  1087     7.2791e+05     7.4486e+05     3.3421e-04     3.4178e-04     7.5761e-06     1.0227
  1088     7.4486e+05     7.6219e+05     3.2042e-04     3.2680e-04     6.3819e-06     1.0199
  1089     7.6219e+05     7.7993e+05     3.1921e-04     3.2987e-04     1.0663e-05     1.0334
  1090     7.7993e+05     7.9809e+05     3.3868e-04     3.4886e-04     1.0180e-05     1.0301
  1091     7.9809e+05     8.1666e+05     3.0778e-04     3.1623e-04     8.4455e-06     1.0274
  1092     8.1666e+05     8.3567e+05     2.6223e-04     2.7095e-04     8.7167e-06     1.0332
  1093     8.3567e+05     8.5512e+05     2.9071e-04     3.0131e-04     1.0601e-05     1.0365
  1094     8.5512e+05     8.7503e+05     2.8262e-04     2.9193e-04     9.3117e-06     1.0329
  1095     8.7503e+05     8.9539e+05     2.9329e-04     3.0351e-04     1.0220e-05     1.0348
  1096     8.9539e+05     9.1623e+05     2.7715e-04     2.8288e-04     5.7266e-06     1.0207
  1097     9.1623e+05     9.3756e+05     2.6438e-04     2.7273e-04     8.3570e-06     1.0316
  1098     9.3756e+05     9.5938e+05     2.5055e-04     2.5744e-04     6.8821e-06     1.0275
  1099     9.5938e+05     9.8171e+05     2.3941e-04     2.4502e-04     5.6103e-06     1.0234
  1100     9.8171e+05     1.0046e+06     2.2058e-04     2.2518e-04     4.5979e-06     1.0208
  1101     1.0046e+06     1.0279e+06     2.3902e-04     2.4432e-04     5.3020e-06     1.0222
  1102     1.0279e+06     1.0519e+06     2.2267e-04     2.2733e-04     4.6535e-06     1.0209
  1103     1.0519e+06     1.0764e+06     2.3187e-04     2.3725e-04     5.3782e-06     1.0232
  1104     1.0764e+06     1.1014e+06     2.5158e-04     2.5707e-04     5.4904e-06     1.0218
  1105     1.1014e+06     1.1270e+06     2.3522e-04     2.4206e-04     6.8417e-06     1.0291
  1106     1.1270e+06     1.1533e+06     2.2433e-04     2.3222e-04     7.8925e-06     1.0352
  1107     1.1533e+06     1.1801e+06     2.2022e-04     2.2824e-04     8.0180e-06     1.0364
  1108     1.1801e+06     1.2076e+06     1.9579e-04     2.0132e-04     5.5248e-06     1.0282
  1109     1.2076e+06     1.2357e+06     1.8529e-04     1.9002e-04     4.7271e-06     1.0255
  1110     1.2357e+06     1.2645e+06     1.7098e-04     1.7848e-04     7.4998e-06     1.0439
  1111     1.2645e+06     1.2939e+06     1.5063e-04     1.5571e-04     5.0811e-06     1.0337
  1112     1.2939e+06     1.3240e+06     1.4363e-04     1.4636e-04     2.7279e-06     1.0190
  1113     1.3240e+06     1.3548e+06     1.4843e-04     1.5104e-04     2.6075e-06     1.0176
  1114     1.3548e+06     1.3864e+06     1.4768e-04     1.5321e-04     5.5226e-06     1.0374
  1115     1.3864e+06     1.4186e+06     1.3451e-04     1.3727e-04     2.7566e-06     1.0205
  1116     1.4186e+06     1.4516e+06     1.3172e-04     1.3603e-04     4.3089e-06     1.0327
  1117     1.4516e+06     1.4854e+06     1.1423e-04     1.1776e-04     3.5246e-06     1.0309
  1118     1.4854e+06     1.5200e+06     1.1277e-04     1.1541e-04     2.6401e-06     1.0234
  1119     1.5200e+06     1.5554e+06     1.0121e-04     1.0392e-04     2.7146e-06     1.0268
  1120     1.5554e+06     1.5916e+06     9.8912e-05     1.0128e-04     2.3679e-06     1.0239
  1121     1.5916e+06     1.6286e+06     8.2817e-05     8.4873e-05     2.0554e-06     1.0248
