cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev","Th232(n,g)","Th232(n,g)_stdev","U235(n,inel)","U235(n,inel)_stdev","U238(n,inel)","U238(n,inel)_stdev","Th232(n,inel)","Th232(n,inel)_stdev","U235(n,el)","U235(n,el)_stdev","U238(n,el)","U238(n,el)_stdev","Th232(n,el)","Th232(n,el)_stdev","Li6(n,el)","Li6(n,el)_stdev","Li7(n,el)","Li7(n,el)_stdev","Be9(n,el)","Be9(n,el)_stdev","Pb(n,el)","Pb(n,el)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Be9(n,2n)","Be9(n,2n)_stdev","Pb(n,2n)","Pb(n,2n)_stdev","tot(n,fis)","tot(n,fis)_stdev","tot(n,nufis)","tot(n,nufis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,2.9686304015684355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.98741217887912,0.0030217369850958765,0.0,0.0
21,5.937087473878227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.166231067606084,0.002247739606697168,0.0,0.0
12,29.63331495906506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.592072146444092,0.0020455252800938542,0.0,0.0
22,5.949067439841923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.52587770486179,0.0021624687304940883,0.0,0.0
31,252.3944980518244,0.7465810108200144,5.5209580818083014e-05,0.0,0.0,0.10578749285955719,9.640174891417823e-06,0.0,0.0,0.0,0.0,0.338058964825687,1.6630887702383316e-05,0.0,0.0,0.0,0.0,3.2208138177746104,0.00021410978455146056,1.305645532962725,8.599840590846198e-05,0.13889084827582526,8.998526438665217e-06,0.0,0.0,0.0,0.0,0.0,0.0,457.8725612979188,0.0417248906234438,0.7450520900044408,5.507613955350543e-05,0.0015289208155735059,1.3344126457758223e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.9915800550808,0.02835313666531967,90.95200355197025,0.00798127280384684
23,24.189806208580634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.838223800756317,0.0029243860789181257,0.0,0.0
32,99.56153893620109,0.3561641373969947,5.273556851725055e-05,0.0,0.0,0.05463241665605043,9.321405629121198e-06,0.0,0.0,0.0,0.0,0.09749285664577519,9.042381456881384e-06,0.0,0.0,0.0,0.0,1.4553500168209093,0.00016716539068879576,0.49117023972758633,5.36832930131223e-05,0.05304091093438412,5.4131660550581305e-06,0.0,0.0,0.0,0.0,0.0,0.0,236.46164464272002,0.04034518405657607,0.3560182835056422,5.266640964424418e-05,0.0001458538913525017,6.915887300637029e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.01249250521323,0.02174019402645743,11.759669728150401,0.0034399161859136025
24,7.657603457178855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.201326615995015,0.0021362926004375167,0.0,0.0
41,1.2426601296464599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.30732546912466,0.0014764790400392021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4443864444811361,2.5586722279115375e-05,0.008860551636429332,7.675498483130222e-07,0.028782002249854867,2.3150790227628006e-06,1.130804099719692,0.0009604660834595339,0.0,0.0
42,9.972001431279155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2151735343414,0.0011281720204233377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03680904218463749,1.2379678322780566e-05,0.0011307145649469127,3.349617062862758e-07,0.003295018178846457,1.097591145089202e-06,7.096494801823248,0.005612720674656933,0.0,0.0
25,5.8500732131991455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8353068542523268,0.0005760458969070916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273536220468062,2.75004513326777e-06,0.00011044372127816115,9.20742686718705e-08,0.00030494448392287164,2.777301732447163e-07,2.900853618451692,0.0014675514308545522,0.0,0.0
33,22.30291765307063,0.09202368284286368,2.838021133237964e-05,0.0,0.0,0.01487042311213286,5.33116397011276e-06,0.0,0.0,0.0,0.0,0.01643212322930351,3.618416661528412e-06,0.0,0.0,0.0,0.0,0.35281219965388144,8.6888418132071e-05,0.10357993103173527,2.2941993715438606e-05,0.01151114070612931,2.197183438742743e-06,0.0,0.0,0.0,0.0,0.0,0.0,64.36260595546307,0.0230745018689058,0.0920119490852489,2.8363904338233892e-05,1.1733757614776281e-05,1.630699414575133e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.16980587142461,0.009706943051310247,1.1555547357461897,0.0009559247999499487
26,4.441607017252615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.694691358366678,0.0017583819395788505,0.0,0.0
43,0.7110341397656965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627954526625288,0.0007982021749676383,0.0,0.0
44,5.075745348019058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8147332316001417,0.004251812235010094,0.0,0.0
total,477.88758586037136,1.1947688310598727,0.00013632536066771322,0.0,0.0,0.17529033262774046,2.429274449065178e-05,0.0,0.0,0.0,0.0,0.45198394470076564,2.9291685820793112e-05,0.0,0.0,0.0,0.0,5.028976034249401,0.0004681635933723273,1.9003957037220467,0.00016262369263702288,0.20344289991633868,1.660887593246609e-05,0.0,0.0,57.35780585771839,0.0031806969573696317,0.0,0.0,758.696811896102,0.10514457654892567,1.193082322595332,0.0001361064535359835,0.0016865084645407839,2.1890713172970384e-07,0.0,0.0,0.48393084887045423,4.071644573516371e-05,0.010101709922654405,1.1945858232711686e-06,0.03238196491262419,3.690400341096719e-06,1004.7505535828478,0.08918755756335157,103.86722801586684,0.012377113789710391
