fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
750,99,"[42, 44]",0.08017067520836961,4.0567193929760576e-05
750,98,[44],0.03426954406025793,1.6380896784590803e-05
750,total,,0.11444021926862755,4.3749640030544484e-05
