cells,volume_m3,stdev_m3
40,2342.1877719383115,0.4919809056851773
41,2.6840878857163197,0.01844375284938084
51,33.51699922124819,0.06509603935113491
52,18.134135850153402,0.047910916828739936
53,30.10275424562321,0.061699799251458944
61,264.9651344909968,0.18134445614987038
62,726.2307208630313,0.2945935384535757
96,4567.223233197999,0.6085732415852388
97,1971.420086325109,0.459389713859008
