cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,3.0771765520536434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450942.2340934831,44.949644781132896
21,6.153180872113657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586838.0460817732,53.6086354882032
12,30.711357750590174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489317.7212893013,41.76146548178354
22,6.165584622831904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540346.3854274083,41.43046572630451
31,269.84037280734015,0.8007680864736197,8.40739358019392e-05,0.0017414433007648085,1.8857860565644596e-07,0.8025095297743845,8.426251440759565e-05,0.001306852578407226,1.1589953642198789e-07,0.013710542614687384,1.8044043002761981e-06,59.3306146829267,0.007808328180769386,9353101.693902858,629.6421541371052
23,27.38447778020543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409276.991599328,88.30186283054408
32,120.10850430404287,0.4246647699725543,5.475218312227923e-05,0.0001810893203172515,8.265796960894452e-08,0.42484585929287155,5.483484109188817e-05,0.0001924893453819148,5.409217962668876e-08,0.007869549088312753,1.3516213100948011e-06,34.05446434971072,0.0058489678636468555,2988779.8393103178,365.42989754821093
24,10.951513085418737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73167.87871085163,44.38304613545921
41,1.7296607271047157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25253.429940393275,20.690122900192183
42,12.492654037755067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143586.24932447507,98.86099441706223
25,7.546534648973084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62978.62494484901,32.0915423254104
33,30.847137682961954,0.1231015209213642,3.460380989721787e-05,1.5878559499043707e-05,2.1703561025143444e-08,0.12311739948086324,3.462551345824301e-05,2.1681195898377528e-05,1.6512974625371862e-08,0.0024137944037436587,9.167436146702193e-07,10.445385694575242,0.0039670904130932085,739112.5916486589,200.90423685536754
26,6.746882692065541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39797.74138378368,28.372869658671156
43,1.0880962091669466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14497.596802300597,15.765114263429195
44,7.976473658832706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89423.51152318792,78.76497011806636
total,542.8196074314566,1.3485343773675382,0.0001734299288214363,0.0019384111805811038,2.9294013629053393e-07,1.3504727885481191,0.00017372286895772683,0.0015210231196875184,1.8650469067404852e-07,0.023993886106743793,4.072769225041218e-06,103.83046472721266,0.01762438645750945,16006420.535982966,1784.957022666943
