fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
75,99,"[42, 44]",0.11070236214416822,4.010817407007034e-05
75,98,[44],0.05534201597155699,1.9248253053984183e-05
75,total,,0.1660443781157252,4.4487760933376655e-05
