cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,1.0031414208389648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1.9669231292385496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,9.59876262501692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1.8768231990338822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,28.549242835016525,1.3459147873957096,0.0016699127112831118,0.033887066306960825,2.8022594617480844e-05,1.3798018537026704,0.0016979353059005926,0.033887066306960825,1.5144428422740646e-05,3.7045356724920534e-06,4.5232088108640385e-09,0.016444507549300817
23,0.31313250973898976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.3977699129207521,0.024194659993787542,0.00024254043461795956,0.00017755534456618792,4.273923824806608e-06,0.02437221533835373,0.0002468143584427662,0.00017755534456618792,9.50902686373917e-08,6.995350565276943e-08,6.23389589536968e-10,0.00031052500326800167
24,0.003059710629893731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.002419055052570102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.002970194607104089,0.00019840359500592264,1.7869896187249635e-05,7.862826843427418e-07,1.5071825806656514e-07,0.0001991898776902654,1.80206144453162e-05,7.862826843427418e-07,4.548649051821329e-10,5.755885350644964e-10,5.5806050180604256e-11,2.5550489580767857e-06
26,1.357747860712269e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,43.71425816957275,1.370307850984503,0.001930323042088321,0.03406540793421136,3.2447236700354015e-05,1.4043732589187143,0.0019627702787886753,0.03406540793421136,1.5239973556283219e-05,3.775064766679887e-06,5.2024044505816105e-09,0.0167575876015269
