energy_eV,"Li6(n,elastic)","Li6(n,inelastic)","Li6(n,t)","Li7(n,elastic)","Li7(n,inelastic)","Li7(n,Xt)","Be9(n,elastic)","Be9(n,absorption)","C12(n,elastic)","C12(n,absorption)","C13(n,elastic)","C13(n,absorption)","O16(n,elastic)","O16(n,absorption)","O17(n,elastic)","O17(n,absorption)","O18(n,elastic)","O18(n,absorption)","Si28(n,elastic)","Si28(n,absorption)","Si29(n,elastic)","Si29(n,absorption)","Si30(n,elastic)","Si30(n,absorption)","Fe54(n,elastic)","Fe54(n,inelastic)","Fe54(n,absorption)","Fe56(n,elastic)","Fe56(n,inelastic)","Fe56(n,absorption)","Fe57(n,elastic)","Fe57(n,inelastic)","Fe57(n,absorption)","Fe58(n,elastic)","Fe58(n,inelastic)","Fe58(n,absorption)","U235(n,elastic)","U235(n,inelastic)","U235(n,2n)","U235(n,gamma)","U235(n,fission)","U238(n,elastic)","U238(n,inelastic)","U238(n,2n)","U238(n,gamma)","U238(n,fission)"
6.420525,0.00239275151,0,0.188413058,0.00211746461,0,0,0.238246456,2.07722256e-05,0.0100171293,5.11826166e-07,0.000135495201,2.23478946e-09,0.0282436137,8.25204438e-08,1.05772017e-05,4.24290603e-08,4.64687668e-05,1.51419646e-10,0.00596706895,3.68106859e-05,0.000435335556,1.19488936e-06,0.000258220438,7.11321614e-07,0.00109357142,0,7.31968963e-05,0.0979229936,0,0.00130648287,0.000112543625,0,2.91298163e-05,0.000186077134,0,2.05274602e-06,0.000101605792,0,0,0.0019831056,0.000659832837,0.00182178683,0,0,0.0769748797,4.263129e-08
6.562801,0.00239268758,0,0.186389237,0.00211810034,0,0,0.238242977,2.0550904e-05,0.0100170198,5.06343112e-07,0.000135494026,2.21243067e-09,0.0282434019,8.17218103e-08,1.05771213e-05,4.19736601e-08,4.64683501e-05,1.49584116e-10,0.00596703529,3.64092114e-05,0.000435333518,1.1818353e-06,0.000258219222,7.0355117e-07,0.0010935092,0,7.24123744e-05,0.097918138,0,0.00129231965,0.000112530889,0,2.88156707e-05,0.000186070093,0,2.03058923e-06,9.4477481e-05,0,0,0.000288434246,0.00011686264,0.0780987589,0,0,1.48129715,6.63198856e-07
6.816665,0.00239257351,0,0.182778119,0.00211923467,0,0,0.23823677,2.01559983e-05,0.0100168246,4.96559664e-07,0.000135491929,2.17253572e-09,0.0282430241,8.02968033e-08,1.05769778e-05,4.11610864e-08,4.64678585e-05,1.47055017e-10,0.00596697773,3.57218482e-05,0.000435330081,1.15943892e-06,0.000258217163,6.90219403e-07,0.00109339819,0,7.10125467e-05,0.0979094741,0,0.00126704813,0.000112508164,0,2.82551387e-05,0.000186057528,0,1.99105473e-06,8.24141459e-05,0,0,6.82928425e-05,6.7332039e-05,0.0830060426,0,0,0.741623897,3.0917046e-07
7.021619,0.00239249034,0,0.180129472,0.00212015706,0,0,0.238232348,1.98662694e-05,0.0100166857,4.89384163e-07,0.000135490237,2.14032703e-09,0.0282427191,7.91463413e-08,1.05768751e-05,4.05640728e-08,4.64674615e-05,1.4501318e-10,0.00596693378,3.51960368e-05,0.000435327564,1.14250966e-06,0.000258215642,6.80141632e-07,0.00109330917,0,6.99858456e-05,0.0979025175,0,0.00124850584,0.000112489875,0,2.78439379e-05,0.000186047448,0,1.96205131e-06,7.95069605e-05,0,0,0.000475827656,0.000459143628,0.0206412066,0,0,0.0325773844,1.01757575e-08
7.39535,0.00239234517,0,0.175493224,0.00212184382,0,0,0.238224714,1.935906e-05,0.0100164461,4.76824305e-07,0.000135487151,2.08159489e-09,0.0282421628,7.70484885e-08,1.05766976e-05,3.95182367e-08,4.64667377e-05,1.41289915e-10,0.00596685954,3.42957397e-05,0.000435323187,1.11299499e-06,0.000258213009,6.62571978e-07,0.00109314729,0,6.81887105e-05,0.0978898598,0,0.0012160439,0.000112456566,0,2.71241096e-05,0.000186029115,0,1.91127827e-06,8.29111739e-05,0,0,4.17292508e-05,3.23373265e-05,0.0141221394,0,0,0.00674697379,1.80793291e-09
8.198643,0.00239206767,0,0.166642106,0.00212549643,0,0,0.238210606,1.83903048e-05,0.0100160105,4.5292875e-07,0.000135482028,1.976349e-09,0.0282412201,7.32808602e-08,1.05763738e-05,3.75228729e-08,4.646526e-05,1.3361774e-10,0.00596671783,3.25703897e-05,0.000435315151,1.05712069e-06,0.000258208241,6.29305647e-07,0.00109280113,0,6.47567049e-05,0.0978627728,0,0.00115402113,0.000112385138,0,2.57490612e-05,0.000185990061,0,1.8142875e-06,7.00608651e-05,0,0,5.17309296e-05,8.2213529e-05,0.0114582325,0,0,0.0015133485,8.63924658e-10
8.798086,0.00239188566,0,0.160860067,0.00212823042,0,0,0.238201794,1.77596259e-05,0.0100157303,4.37111516e-07,0.000135478853,1.90743519e-09,0.0282406289,7.08126257e-08,1.05761701e-05,3.62269952e-08,4.64644999e-05,1.29342804e-10,0.00596662518,3.14569953e-05,0.000435310139,1.02036635e-06,0.000258205232,6.07427153e-07,0.00109254357,0,6.25155188e-05,0.0978427879,0,0.00111349192,0.000112332007,0,2.48507847e-05,0.000185961099,0,1.75092138e-06,0.000128288968,0,0,0.00151621769,0.00433659721,0.0107765172,0,0,0.000824159361,9.03805537e-10
9.456692,0.00239170645,0,0.155171771,0.00213108493,0,0,0.238193762,1.71587423e-05,0.0100154803,4.22224786e-07,0.00013547604,1.84254969e-09,0.0282400996,6.84999293e-08,1.05759794e-05,3.49456721e-08,4.64636648e-05,1.24645947e-10,0.00596653222,3.03348276e-05,0.000435305315,9.84239311e-07,0.000258202288,5.85922389e-07,0.0010922621,0,6.03111605e-05,0.0978209092,0,0.00107360843,0.00011227374,0,2.39670129e-05,0.000185929464,0,1.68857595e-06,9.64125696e-05,0,0,0.000108850129,0.000394329752,0.0103295188,0,0,0.000534077137,9.90056917e-10
10.07135,0.00239155764,0,0.150351635,0.00213307235,0,0,0.238186452,1.66090154e-05,0.010015253,4.08610989e-07,0.000135473491,1.7836549e-09,0.0282396222,6.64142052e-08,1.05758234e-05,3.38574871e-08,4.6462919e-05,1.20432712e-10,0.00596645483,2.93826862e-05,0.0004353013,9.53687507e-07,0.000258199916,5.67731714e-07,0.00109199959,0,5.84427783e-05,0.0978004997,0,0.00103980833,0.000112219478,0,2.32177506e-05,0.000185900061,0,1.63571905e-06,8.37031325e-05,0,0,0.000108134667,0.00018793309,0.0100319585,0,0,0.000928454858,1.07110745e-09
10.43682,0.00239147908,0,0.147713685,0.00213365842,0,0,0.238182945,1.63322302e-05,0.0100151444,4.01782094e-07,0.000135472317,1.75615692e-09,0.0282394133,6.5502979e-08,1.05757419e-05,3.32767918e-08,4.64626276e-05,1.1869819e-10,0.00596641049,2.88755627e-05,0.000435299243,9.36977149e-07,0.00025819856,5.57785039e-07,0.00109184431,0,5.74208872e-05,0.0977884064,0,0.0010213619,0.000112187234,0,2.28078533e-05,0.000185882643,0,1.60680175e-06,8.31260988e-05,0,0,2.76827923e-05,0.000117800459,0.00988407987,0,0,0.000648970197,1.11808234e-09
11.20724,0.00239132629,0,0.142508314,0.0021343873,0,0,0.238175553,1.57487601e-05,0.0100149157,3.87386612e-07,0.000135469842,1.69819049e-09,0.028238973,6.35820913e-08,1.05755797e-05,3.21056095e-08,4.64620133e-05,1.15041774e-10,0.00596632418,2.78630304e-05,0.000435295055,9.03988575e-07,0.000258195996,5.38145808e-07,0.00109151696,0,5.54046078e-05,0.0977630643,0,0.000984970408,0.000112119367,0,2.19989349e-05,0.000185845995,0,1.54973102e-06,7.19138706e-05,0,0,4.1969509e-05,9.6408897e-05,0.00961045008,0,0,0.000640872221,1.21684495e-09
11.52543,0.00239126899,0,0.140551758,0.00213459064,0,0,0.238173012,1.55398739e-05,0.010014837,3.82231477e-07,0.00013546882,1.67424986e-09,0.0282387912,6.27887484e-08,1.05755202e-05,3.1662484e-08,4.64617596e-05,1.13531643e-10,0.00596629161,2.74692606e-05,0.000435293591,8.91360571e-07,0.000258195045,5.3062899e-07,0.00109138222,0,5.46467842e-05,0.097752618,0,0.000971290874,0.000112091368,0,2.16947987e-05,0.000185830913,0,1.52827283e-06,6.48786909e-05,0,0,0.000932802303,0.000267089387,0.00950622113,0,0,0.000347033711,1.25876251e-09
12.04107,0.00239117902,0,0.137494547,0.00213491373,0,0,0.238169022,1.52094393e-05,0.0100147135,3.74076202e-07,0.000135467163,1.63545308e-09,0.0282384965,6.15031035e-08,1.05754906e-05,3.09660886e-08,4.64613485e-05,1.11084414e-10,0.00596624027,2.68786896e-05,0.000435291292,8.7220503e-07,0.000258193662,5.19225546e-07,0.00109116398,0,5.34626656e-05,0.0977356894,0,0.000949914789,0.000112046024,0,2.12195118e-05,0.000185806488,0,1.49473902e-06,7.15627298e-05,0,0,0.000161185588,0.000186937928,0.00934241216,0,0,0.000281993415,1.32995532e-09
12.62423,0.0023910835,0,0.134292636,0.00213528308,0,0,0.238164671,1.484684e-05,0.0100145811,3.65241038e-07,0.000135465421,1.5940447e-09,0.0282381865,6.01294344e-08,1.05753329e-05,3.02477501e-08,4.64608835e-05,1.08316734e-10,0.0059661838,2.62440489e-05,0.000435288923,8.51855135e-07,0.000258192178,5.07111181e-07,0.00109091722,0,5.22225501e-05,0.0977165601,0,0.000927524621,0.000111994812,0,2.07216025e-05,0.000185778909,0,1.45960819e-06,0.000129207466,0,0,0.00038964104,0.000308064175,0.00915909525,0,0,0.000278190738,1.41797521e-09
13.51969,0.00239094693,0,0.129789282,0.00213585735,0,0,0.238158906,1.43530446e-05,0.0100144187,3.53875298e-07,0.000135463492,1.54446418e-09,0.0282378426,5.84757617e-08,1.05752073e-05,2.92343536e-08,4.64603031e-05,1.04616913e-10,0.00596610457,2.53606412e-05,0.000435285591,8.23075386e-07,0.000258189991,4.89981439e-07,0.0010905386,0,5.04784937e-05,0.097687278,0,0.000896028929,0.000111916238,0,2.00211321e-05,0.000185736714,0,1.41018092e-06,8.27475128e-05,0,0,6.0509947e-05,0.000216644227,0.00886859381,0,0,0.000290619336,1.57735994e-09
14.58628,0.00239079689,0,0.124963165,0.00213655092,0,0,0.23815292,1.38237072e-05,0.0100142253,3.40337469e-07,0.000135461195,1.48540841e-09,0.0282374331,5.65060582e-08,1.05750766e-05,2.81458308e-08,4.6459769e-05,1.00857236e-10,0.00596601966,2.44167183e-05,0.000435282118,7.92296103e-07,0.000258187692,4.71655564e-07,0.00109008865,0,4.86095743e-05,0.0976525626,0,0.000862271625,0.000111822773,0,1.92701891e-05,0.000185686555,0,1.35718926e-06,8.96415576e-05,0,0,0.000248473607,0.000224001787,0.00848314045,0,0,0.000333424539,1.83131525e-09
15.35051,0.002390696,0,0.121792621,0.00213705392,0,0,0.238149064,1.34758587e-05,0.0100141027,3.31514156e-07,0.000135459744,1.44691845e-09,0.0282371727,5.52177156e-08,1.05749931e-05,2.74303881e-08,4.64593863e-05,9.81633629e-11,0.00596596022,2.38000432e-05,0.000435279919,7.72430116e-07,0.000258186302,4.59830763e-07,0.00108976661,0,4.73818022e-05,0.0976276978,0,0.000840091206,0.000111755876,0,1.87766717e-05,0.000185650677,0,1.32236176e-06,7.94513356e-05,0,0,0.000241702213,0.000390814748,0.00815972976,0,0,0.000388643817,2.08511169e-09
15.98729,0.00239061599,0,0.119329149,0.00213747564,0,0,0.238146108,1.32055162e-05,0.0100140163,3.25024601e-07,0.000135458727,1.41860883e-09,0.0282369882,5.42651825e-08,1.05749297e-05,2.68746912e-08,4.64590674e-05,9.59187447e-11,0.00596591259,2.33185391e-05,0.000435278205,7.56878415e-07,0.000258185219,4.5057398e-07,0.00108949842,0,4.64278351e-05,0.0976069574,0,0.000822854714,0.000111700182,0,1.83930844e-05,0.000185620824,0,1.29529104e-06,7.64921903e-05,0,0,0.000490984103,0.000330779564,0.00784121281,0,0,0.000459682287,2.37546905e-09
16.60988,0.00239054099,0,0.117076023,0.00213789055,0,0,0.23814344,1.29582325e-05,0.0100139318,3.18679659e-07,0.000135457733,1.39093006e-09,0.0282368078,5.33338757e-08,1.05748727e-05,2.63682239e-08,4.64588332e-05,9.41984573e-11,0.00596586775,2.28743799e-05,0.000435276694,7.42771199e-07,0.000258184191,4.42172858e-07,0.00108923635,0,4.5554898e-05,0.0975867725,0,0.000807080124,0.000111645777,0,1.80419627e-05,0.000185591686,0,1.27050995e-06,7.91617342e-05,0,0,0.000158844139,0.000453070644,0.00746766706,0,0,0.000563843598,2.76958142e-09
17.5995,0.00239042625,0,0.113709684,0.00213855444,0,0,0.238139524,1.25902643e-05,0.0100138113,3.09596132e-07,0.000135456339,1.3513185e-09,0.0282365536,5.19980082e-08,1.05747887e-05,2.56134053e-08,4.64585006e-05,9.17057647e-11,0.00596580248,2.22393613e-05,0.000435274474,7.21272897e-07,0.000258182548,4.29367368e-07,0.00108882004,0,4.42502049e-05,0.0975547901,0,0.00078350039,0.000111559366,0,1.75170068e-05,0.000185545437,0,1.23345799e-06,7.16511482e-05,0,0,2.62442268e-05,5.4194799e-05,0.00666684055,0,0,0.000869635051,3.83145401e-09
18.40848,0.00239033786,0,0.111211424,0.00213909958,0,0,0.238136808,1.23284319e-05,0.0100137301,3.03138947e-07,0.000135455415,1.32314268e-09,0.0282363827,5.10493796e-08,1.05747284e-05,2.505098e-08,4.64582286e-05,8.96680751e-11,0.00596574947,2.17294549e-05,0.000435272818,7.05317602e-07,0.000258181457,4.19871179e-07,0.00108848032,0,4.32824143e-05,0.0975285983,0,0.000766006898,0.000111488805,0,1.71274114e-05,0.000185507689,0,1.20595798e-06,7.07965523e-05,0,0,4.90731457e-05,0.000151761949,0.00566485396,0,0,0.00143903971,5.65047931e-09
19.16785,0.00239025937,0,0.108983953,0.00213961342,0,0,0.238134258,1.20826562e-05,0.0100136539,2.97077742e-07,0.000135454546,1.29669471e-09,0.0282362222,5.01589248e-08,1.05746755e-05,2.45488044e-08,4.64579733e-05,8.7755345e-11,0.00596570099,2.13064413e-05,0.000435271371,6.91368389e-07,0.000258180432,4.11570818e-07,0.00108816127,0,4.24203699e-05,0.097504067,0,0.000750430606,0.000111422608,0,1.67802993e-05,0.00018547228,0,1.18145599e-06,0.000141659349,0,0,0.00173163269,0.00281018568,0.00411729914,0,0,0.0028935355,9.90136157e-09
19.79754,0.00239019734,0,0.107216568,0.00214004096,0,0,0.238132143,1.18788524e-05,0.0100135907,2.92051629e-07,0.000135453827,1.27476334e-09,0.0282360891,4.94205358e-08,1.05746342e-05,2.41498455e-08,4.64577616e-05,8.61692578e-11,0.00596566079,2.09556671e-05,0.000435270243,6.80186606e-07,0.000258179583,4.04915047e-07,0.00108789658,0,4.17369852e-05,0.0974837618,0,0.000738086637,0.000111367742,0,1.65050653e-05,0.000185442935,0,1.16202722e-06,0.00010987984,0,0,9.78627192e-05,0.000205581528,0.00190339207,0,0,0.00721804052,2.16761676e-08
20.32455,0.00239015154,0,0.105837307,0.00214040026,0,0,0.238130566,1.17242476e-05,0.0100135454,2.88346283e-07,0.000135453318,1.25859725e-09,0.0282359999,4.89467507e-08,1.05746028e-05,2.38389674e-08,4.64576232e-05,8.51161936e-11,0.00596562847,2.0682314e-05,0.000435269332,6.71339019e-07,0.00025817892,3.99648636e-07,0.00108767537,0,4.12037233e-05,0.0974667676,0,0.000728326293,0.000111321866,0,1.62902061e-05,0.000185418407,0,1.14685938e-06,8.56367176e-05,0,0,8.16089238e-05,0.00012217302,0.00108368275,0,0,0.030668956,8.25285297e-08
20.57306,0.00239013174,0,0.105216315,0.00214057011,0,0,0.238129879,1.16560407e-05,0.0100135264,2.86746468e-07,0.000135453106,1.2516181e-09,0.0282359644,4.87657562e-08,1.05745889e-05,2.36991468e-08,4.64575693e-05,8.47003383e-11,0.00596561363,2.05593637e-05,0.000435268912,6.67317235e-07,0.000258178622,3.97254713e-07,0.00108757115,0,4.09636455e-05,0.097458754,0,0.000723891727,0.000111300246,0,1.61934475e-05,0.000185406851,0,1.1400285e-06,7.81559768e-05,0,0,0.000195688435,0.000225624869,0.104888738,0,0,0.319137188,7.84124311e-07
20.9737,0.00239009982,0,0.104215171,0.00214084395,0,0,0.238128771,1.15460797e-05,0.0100134956,2.84167296e-07,0.000135452764,1.24036654e-09,0.0282359072,4.84739626e-08,1.05745666e-05,2.34737323e-08,4.64574824e-05,8.40299094e-11,0.0059655897,2.03611473e-05,0.000435268236,6.60833443e-07,0.000258178142,3.93395304e-07,0.00108740312,0,4.05765996e-05,0.0974458348,0,0.00071674246,0.000111265391,0,1.60374565e-05,0.00018538822,0,1.12901595e-06,0.000101831161,0,0,0.00130608701,0.000980453085,1.46921632,0,0,3.16968126,7.58513263e-06
21.29771,0.00239007401,0,0.103405515,0.00214106543,0,0,0.238127875,1.14571508e-05,0.0100134707,2.8208144e-07,0.000135452488,1.23126705e-09,0.0282358609,4.82379801e-08,1.05745485e-05,2.32914327e-08,4.64574122e-05,8.34877128e-11,0.00596557035,2.02008434e-05,0.000435267706,6.556805e-07,0.000258177765,3.90327898e-07,0.00108726724,0,4.02635835e-05,0.0974353897,0,0.000711032724,0.000111237203,0,1.59113017e-05,0.000185373152,0,1.12010977e-06,0.000126075469,0,0,0.000402166195,0.00029769688,0.0673271874,0,0,0.0649436175,1.44812889e-07
21.80458,0.00239003362,0,0.102138917,0.00214141271,0,0,0.238126473,1.13180335e-05,0.0100134318,2.78818399e-07,0.000135452055,1.21703213e-09,0.0282357885,4.78688173e-08,1.05745202e-05,2.30062494e-08,4.64573023e-05,8.26395192e-11,0.00596554176,1.99679674e-05,0.000435266981,6.48161249e-07,0.000258177244,3.8585085e-07,0.00108705467,0,3.9773912e-05,0.0974190778,0,0.000702753791,0.000111193106,0,1.57139495e-05,0.000185349582,0,1.10617724e-06,8.99083582e-05,0,0,2.44207705e-05,2.32068622e-05,0.0255577616,0,0,0.00912667004,1.74764906e-08
22.74826,0.00238996589,0,0.100047218,0.00214206016,0,0,0.238124188,1.10882222e-05,0.0100133593,2.72743336e-07,0.00013545125,1.19052985e-09,0.0282356537,4.71815175e-08,1.05744755e-05,2.25363972e-08,4.64570977e-05,8.10603701e-11,0.00596548957,1.95454028e-05,0.000435265632,6.34501916e-07,0.000258176249,3.77717553e-07,0.00108665891,0,3.8964986e-05,0.0973887409,0,0.000687665411,0.000111111121,0,1.53876741e-05,0.000185305791,0,1.08314048e-06,7.00267327e-05,0,0,0.000163653359,0.000215122921,0.0160285194,0,0,0.00221533669,3.34122111e-09
23.61575,0.00238990418,0,0.0981441473,0.00214265884,0,0,0.238122112,1.08791294e-05,0.0100133001,2.67526502e-07,0.000135450573,1.16777029e-09,0.0282355297,4.65497084e-08,1.05744349e-05,2.21090086e-08,4.64569097e-05,7.96087169e-11,0.00596544159,1.91874136e-05,0.000435264392,6.22659081e-07,0.000258175283,3.70665067e-07,0.0010862951,0,3.82289859e-05,0.0973609363,0,0.000674632529,0.000111035764,0,1.50907917e-05,0.000185265542,0,1.0621788e-06,0.000104117039,0,0,0.000528699087,0.000905057712,0.0134244605,0,0,0.00108339769,1.36881905e-09
24.25816,0.00238986073,0,0.0968597267,0.00214310219,0,0,0.238120784,1.0743749e-05,0.0100132671,2.64195328e-07,0.000135450161,1.15323534e-09,0.0282354379,4.60818292e-08,1.05744083e-05,2.18127625e-08,4.64567704e-05,7.85337114e-11,0.00596540606,1.89252059e-05,0.000435263621,6.14465542e-07,0.000258174664,3.65788838e-07,0.00108602597,0,3.77322959e-05,0.0973403129,0,0.00066556261,0.000110980031,0,1.48903147e-05,0.000185235778,0,1.04802265e-06,9.15798597e-05,0,0,0.000385713555,0.000443239191,0.0123499682,0,0,0.000821892657,8.77403538e-10
25.4495,0.00238978127,0,0.0945389691,0.00214392542,0,0,0.238118424,1.05022228e-05,0.0100132058,2.58017715e-07,0.000135449399,1.12628048e-09,0.0282352677,4.52141541e-08,1.05743621e-05,2.1297152e-08,4.64565121e-05,7.65401293e-11,0.00596534539,1.84794095e-05,0.000435262256,6.00122028e-07,0.000258173564,3.57252195e-07,0.001085527,0,3.6834878e-05,0.097302124,0,0.000649680173,0.000110876708,0,1.45280259e-05,0.000185180599,0,1.02243989e-06,8.41285712e-05,0,0,4.10144517e-05,0.000568804565,0.0110661328,0,0,0.00048652959,5.55226041e-10
