energy_eV,"Li6(n,elastic)","Li6(n,inelastic)","Li6(n,t)","Li7(n,elastic)","Li7(n,inelastic)","Li7(n,Xt)","C12(n,elastic)","C12(n,absorption)","C13(n,elastic)","C13(n,absorption)","O16(n,elastic)","O16(n,absorption)","O17(n,elastic)","O17(n,absorption)","O18(n,elastic)","O18(n,absorption)","Si28(n,elastic)","Si28(n,absorption)","Si29(n,elastic)","Si29(n,absorption)","Si30(n,elastic)","Si30(n,absorption)","Fe54(n,elastic)","Fe54(n,inelastic)","Fe54(n,absorption)","Fe56(n,elastic)","Fe56(n,inelastic)","Fe56(n,absorption)","Fe57(n,elastic)","Fe57(n,inelastic)","Fe57(n,absorption)","Fe58(n,elastic)","Fe58(n,inelastic)","Fe58(n,absorption)","U235(n,elastic)","U235(n,inelastic)","U235(n,2n)","U235(n,gamma)","U235(n,fission)","U238(n,elastic)","U238(n,inelastic)","U238(n,2n)","U238(n,gamma)","U238(n,fission)","Pb204(n,elastic)","Pb204(n,inelastic)","Pb204(n,2n)","Pb204(n,absorption)","Pb206(n,elastic)","Pb206(n,inelastic)","Pb206(n,2n)","Pb206(n,absorption)","Pb207(n,elastic)","Pb207(n,inelastic)","Pb207(n,2n)","Pb207(n,absorption)","Pb208(n,elastic)","Pb208(n,inelastic)","Pb208(n,2n)","Pb208(n,absorption)"
742.0593,0.00300972146,0,0.0220896884,0.000472841147,0,0,0.0171921413,8.70961905e-08,0.000232687788,3.6692353e-10,1.54777922e-06,1.80680526e-12,5.79906488e-10,2.16340273e-13,2.54680545e-09,9.33318204e-16,0.00636211318,3.65538319e-06,0.000466224,1.19472562e-07,0.00027634947,7.10724101e-08,0.000127720919,0,1.22303994e-06,0.0129157229,0,1.43510237e-05,9.67590383e-06,0,3.85613831e-07,2.54196122e-05,0,2.3715111e-08,2.10863261e-08,5.283598e-16,0,1.69536027e-08,4.25571351e-09,2.271306e-06,0,0,8.17699085e-08,1.52699223e-12,0.00334534055,0,0,1.56089629e-06,0.0571145053,0,0,7.75790719e-07,0.0520148063,0,0,2.02050849e-05,0.129862955,0,0,1.94715823e-07
743.9834,0.00300969901,0,0.0220595346,0.000472869981,0,0,0.0171921176,8.69765085e-08,0.0002326878,3.66399438e-10,1.54777745e-06,1.80814572e-12,5.79906478e-10,2.16046788e-13,2.54680299e-09,9.32655267e-16,0.00636203246,3.65047683e-06,0.000466223478,1.19311243e-07,0.000276348649,7.09763367e-08,0.000127596332,0,1.22177462e-06,0.0129101492,0,1.43255054e-05,9.65731641e-06,0,3.85074136e-07,2.5409549e-05,0,2.36670057e-08,1.60527753e-08,5.29993168e-16,0,3.91220194e-09,7.42543589e-09,2.26118379e-06,0,0,1.06437032e-07,1.26125984e-12,0.00334495873,0,0,1.56078061e-06,0.0571139775,0,0,7.74549629e-07,0.0520144628,0,0,2.01776649e-05,0.129862553,0,0,1.94936486e-07
747.9129,0.00300965318,0,0.0219979528,0.000472928868,0,0,0.0171920692,8.67320874e-08,0.000232687825,3.6532911e-10,1.54777382e-06,1.81088327e-12,5.79906459e-10,2.15447417e-13,2.54679798e-09,9.3130138e-16,0.0063618676,3.64115787e-06,0.000466222411,1.1898179e-07,0.000276346973,7.07801307e-08,0.000127341894,0,1.21919053e-06,0.0128987664,0,1.42733907e-05,9.61935618e-06,0,3.83971943e-07,2.53889974e-05,0,2.35687626e-08,1.7808934e-08,5.33328911e-16,0,5.25383335e-09,1.07065738e-08,2.23737913e-06,0,0,7.89617591e-10,9.02859658e-13,0.00334417111,0,0,1.56063212e-06,0.0571128995,0,0,7.7201501e-07,0.0520137611,0,0,2.01216665e-05,0.129861732,0,0,1.95387134e-07
752.2322,0.00300960282,0,0.0219343849,0.000472993651,0,0,0.0171920158,8.64847881e-08,0.00023268785,3.64247199e-10,1.54776985e-06,1.81380865e-12,5.79906448e-10,2.14828441e-13,2.54679247e-09,9.29813191e-16,0.0063616864,3.63091449e-06,0.000466221239,1.18642589e-07,0.000276345131,7.05781366e-08,0.000127062867,0,1.21655402e-06,0.0128862544,0,1.42161064e-05,9.57820609e-06,0,3.82854304e-07,2.53665628e-05,0,2.34647189e-08,1.7654176e-08,5.36995625e-16,0,6.03231216e-09,7.77931236e-09,2.2113481e-06,0,0,9.14727828e-10,6.61246348e-13,0.00334329607,0,0,1.56059918e-06,0.0571117241,0,0,7.69547571e-07,0.052012988,0,0,2.00638635e-05,0.129860829,0,0,1.95861735e-07
755.1278,0.00300956907,0,0.021894354,0.000473036989,0,0,0.0171919799,8.63323956e-08,0.000232687867,3.63581192e-10,1.54776719e-06,1.81571731e-12,5.79906448e-10,2.14438469e-13,2.54678877e-09,9.28815529e-16,0.00636156492,3.62404746e-06,0.000466220453,1.18429567e-07,0.000276343896,7.04512944e-08,0.000126876221,0,1.21491437e-06,0.0128778665,0,1.41777037e-05,9.55098049e-06,0,3.82163906e-07,2.53516204e-05,0,2.33974422e-08,1.81263158e-08,5.39453671e-16,0,3.79159825e-09,1.2107068e-08,2.19221411e-06,0,0,1.07592564e-07,5.50971802e-13,0.00334270362,0,0,1.56065875e-06,0.0571109421,0,0,7.68093142e-07,0.0520124687,0,0,2.00274639e-05,0.129860224,0,0,1.96166894e-07
757.2333,0.00300954452,0,0.0218652461,0.000473068501,0,0,0.0171919538,8.62215853e-08,0.000232687879,3.63096913e-10,1.54776526e-06,1.81710517e-12,5.79906448e-10,2.14154905e-13,2.54678608e-09,9.28090091e-16,0.00636147659,3.61905419e-06,0.000466219882,1.18274671e-07,0.000276342998,7.03590627e-08,0.000126740503,0,1.21372211e-06,0.0128717673,0,1.41497797e-05,9.53118374e-06,0,3.81661891e-07,2.53407553e-05,0,2.33485227e-08,1.51783622e-08,5.41241109e-16,0,3.44719265e-09,1.12993335e-08,2.17396244e-06,0,0,1.101599e-07,4.8787299e-13,0.00334227283,0,0,1.56070206e-06,0.0571103734,0,0,7.67035572e-07,0.0520120911,0,0,2.00009964e-05,0.129859784,0,0,1.96388786e-07
760.3705,0.00300950795,0,0.0218218752,0.000473115455,0,0,0.017191915,8.60564777e-08,0.000232687896,3.62375336e-10,1.54776238e-06,1.81917309e-12,5.79906448e-10,2.13732395e-13,2.54678208e-09,9.27009187e-16,0.00636134497,3.6116142e-06,0.00046621903,1.18043875e-07,0.00027634166,7.02216371e-08,0.000126538283,0,1.21194565e-06,0.0128626796,0,1.41081728e-05,9.50168652e-06,0,3.80913888e-07,2.53245663e-05,0,2.32756326e-08,1.933857e-08,5.43904285e-16,0,9.58379009e-09,1.63140531e-08,2.12970904e-06,0,0,2.31625851e-09,4.12926853e-13,0.00334163094,0,0,1.5607666e-06,0.0571095261,0,0,7.6545979e-07,0.0520115284,0,0,1.99615598e-05,0.129859129,0,0,1.96719407e-07
763.3676,0.00300947302,0,0.0217804411,0.000473160312,0,0,0.0171918778,8.58987434e-08,0.000232687913,3.61685983e-10,1.54775963e-06,1.82114865e-12,5.79906448e-10,2.13328753e-13,2.54677819e-09,9.25976587e-16,0.00636121923,3.60450647e-06,0.000466218217,1.17823386e-07,0.000276340381,7.00903487e-08,0.000126345093,0,1.21024852e-06,0.0128539977,0,1.4068424e-05,9.47350658e-06,0,3.80199288e-07,2.53091002e-05,0,2.32059975e-08,1.73784725e-08,5.4644846e-16,0,1.83596043e-09,1.35747794e-08,2.03495494e-06,0,0,2.70851607e-07,3.57092547e-13,0.00334101773,0,0,1.56082826e-06,0.0571087166,0,0,7.63954379e-07,0.0520109909,0,0,1.99238843e-05,0.129858503,0,0,1.97035262e-07
765.1521,0.00300945222,0,0.0217557709,0.00047318702,0,0,0.0171918557,8.5804827e-08,0.000232687923,3.61275537e-10,1.547758e-06,1.82232492e-12,5.79906448e-10,2.1308842e-13,2.54677586e-09,9.25361772e-16,0.00636114437,3.60027446e-06,0.000466217732,1.17692105e-07,0.00027633962,7.00121784e-08,0.000126230067,0,1.20923804e-06,0.0128488284,0,1.40447572e-05,9.456728e-06,0,3.7977381e-07,2.52998915e-05,0,2.31645362e-08,1.6334409e-08,5.47963409e-16,0,5.84457288e-09,2.28318173e-08,3.52705678e-06,0,0,3.59100529e-06,3.29230551e-13,0.00334065261,0,0,1.56086497e-06,0.0571082347,0,0,7.63058044e-07,0.0520106709,0,0,1.9901452e-05,0.12985813,0,0,1.97223325e-07
767.5365,0.00300942442,0,0.0217228073,0.000473222706,0,0,0.0171918262,8.56793384e-08,0.000232687937,3.60727109e-10,1.54775581e-06,1.82389662e-12,5.79906448e-10,2.12767295e-13,2.54677275e-09,9.24540274e-16,0.00636104434,3.59461977e-06,0.000466217085,1.17516691e-07,0.000276338603,6.99077294e-08,0.000126076371,0,1.20788785e-06,0.0128419214,0,1.40131343e-05,9.43430891e-06,0,3.79205297e-07,2.52875872e-05,0,2.31091367e-08,1.84055361e-08,5.49987529e-16,0,3.97931564e-09,1.29963638e-08,2.31286462e-06,0,0,1.57540802e-08,2.97779839e-13,0.00334015535,0,0,1.56110936e-06,0.0571075907,0,0,7.61860385e-07,0.0520102432,0,0,1.98714785e-05,0.129857631,0,0,1.9747461e-07
770.6629,0.00300938798,0,0.0216795857,0.000473269498,0,0,0.0171917875,8.55147992e-08,0.000232687955,3.60008016e-10,1.54775294e-06,1.82595742e-12,5.79906448e-10,2.12346239e-13,2.54676867e-09,9.23463133e-16,0.00636091318,3.58720539e-06,0.000466216236,1.17286689e-07,0.00027633727,6.97707769e-08,0.000125874847,0,1.2061175e-06,0.0128328649,0,1.39716706e-05,9.40491324e-06,0,3.78459868e-07,2.52714538e-05,0,2.30364975e-08,1.58171126e-08,5.52641448e-16,0,2.36625273e-09,1.42163044e-08,2.20925022e-06,0,0,6.26536504e-09,2.63501361e-13,0.0033395003,0,0,1.56149315e-06,0.0571067463,0,0,7.60290028e-07,0.0520096825,0,0,1.98321776e-05,0.129856978,0,0,1.97804092e-07
774.0364,0.00300934865,0,0.021632948,0.000473319988,0,0,0.0171917457,8.53372553e-08,0.000232687974,3.59232089e-10,1.54774984e-06,1.82818109e-12,5.79906448e-10,2.11891904e-13,2.54676427e-09,9.22300859e-16,0.00636077165,3.57920501e-06,0.000466215321,1.1703851e-07,0.000276335831,6.96230002e-08,0.000125657396,0,1.20420723e-06,0.0128230926,0,1.39269299e-05,9.37319424e-06,0,3.77655524e-07,2.52540454e-05,0,2.29581172e-08,1.58576774e-08,5.5550525e-16,0,2.70146216e-09,5.74638496e-09,2.16939425e-06,0,0,1.7232444e-09,2.33827775e-13,0.00333879348,0,0,1.56190727e-06,0.0571058351,0,0,7.58595555e-07,0.0520090775,0,0,1.97897705e-05,0.129856273,0,0,1.98159615e-07
777.2884,0.00300931075,0,0.02158799,0.000473368701,0,0,0.0171917054,8.51661059e-08,0.000232687992,3.58484108e-10,1.54774686e-06,1.83032467e-12,5.79906448e-10,2.11453933e-13,2.54676003e-09,9.21180446e-16,0.00636063522,3.57149277e-06,0.000466214438,1.16799268e-07,0.000276334444,6.94805458e-08,0.000125447776,0,1.20236577e-06,0.0128136724,0,1.38838005e-05,9.34261763e-06,0,3.76880149e-07,2.52372639e-05,0,2.28825598e-08,1.43604182e-08,5.58265949e-16,0,9.67542117e-09,2.1921728e-08,2.14229939e-06,0,0,3.2083746e-08,2.10836718e-13,0.00333811212,0,0,1.56230648e-06,0.0571049568,0,0,7.5696211e-07,0.0520084942,0,0,1.97488908e-05,0.129855594,0,0,1.98502334e-07
779.4869,0.00300928512,0,0.0215575964,0.000473401645,0,0,0.0171916781,8.50504011e-08,0.000232688005,3.57978438e-10,1.54774484e-06,1.83177384e-12,5.79906448e-10,2.11157844e-13,2.54675716e-09,9.20422995e-16,0.00636054298,3.56627895e-06,0.000466213841,1.1663753e-07,0.000276333506,6.93842402e-08,0.000125306063,0,1.20112085e-06,0.012807409,0,1.38566661e-05,9.32194645e-06,0,3.7635596e-07,2.52259189e-05,0,2.28314795e-08,2.38110344e-08,5.60132252e-16,0,1.69719142e-08,3.96060261e-08,2.17130809e-06,0,0,1.09156363e-06,1.97857065e-13,0.00333765148,0,0,1.56257637e-06,0.0571043631,0,0,7.55857827e-07,0.0520081,0,0,1.97212542e-05,0.129855135,0,0,1.98734027e-07
782.0204,0.00300925559,0,0.0215225714,0.000473439609,0,0,0.0171916467,8.49170656e-08,0.000232688019,3.57395716e-10,1.54774252e-06,1.83344381e-12,5.79906448e-10,2.10816638e-13,2.54675386e-09,9.19550127e-16,0.0063604367,3.56027066e-06,0.000466213154,1.16451147e-07,0.000276332425,6.92732598e-08,0.000125142757,0,1.19968624e-06,0.0128002785,0,1.38270759e-05,9.29812547e-06,0,3.75751897e-07,2.52128973e-05,0,2.27738145e-08,1.86682805e-08,5.62282861e-16,0,5.62429647e-09,1.13153321e-08,2.10009356e-06,0,0,3.20090268e-09,1.85084453e-13,0.00333711586,0,0,1.56293172e-06,0.0571036788,0,0,7.54585277e-07,0.0520076456,0,0,1.96894065e-05,0.129854605,0,0,1.99001026e-07
785.4075,0.0030092161,0,0.0214757457,0.000473490363,0,0,0.0171916048,8.4738806e-08,0.000232688039,3.56616661e-10,1.54773941e-06,1.83567645e-12,5.79906448e-10,2.10360472e-13,2.54674944e-09,9.18383167e-16,0.0063602946,3.55242905e-06,0.000466212234,1.16201967e-07,0.00027633098,6.91248874e-08,0.000124924429,0,1.19776827e-06,0.0127907456,0,1.37875161e-05,9.2662786e-06,0,3.7494431e-07,2.51956478e-05,0,2.27003882e-08,1.88299952e-08,5.65158261e-16,0,4.53168144e-09,3.37240478e-08,2.0608074e-06,0,0,9.1900621e-08,1.71130733e-13,0.00333638509,0,0,1.56354251e-06,0.057102764,0,0,7.52883973e-07,0.0520070381,0,0,1.96468284e-05,0.129853898,0,0,1.99357982e-07
787.7993,0.00300918822,0,0.0214426798,0.000473526204,0,0,0.0171915751,8.4612928e-08,0.000232688052,3.56066531e-10,1.54773722e-06,1.83725303e-12,5.79906448e-10,2.1003835e-13,2.54674632e-09,9.17559119e-16,0.00636019426,3.54719196e-06,0.000466211585,1.16026009e-07,0.00027632996,6.90201142e-08,0.000124770256,0,1.19641389e-06,0.012784014,0,1.37595809e-05,9.24378993e-06,0,3.74374032e-07,2.51834671e-05,0,2.26485383e-08,1.79684427e-08,5.6718858e-16,0,5.25379216e-09,6.26066475e-09,2.00418357e-06,0,0,2.15596962e-07,1.63270392e-13,0.00333586905,0,0,1.56397381e-06,0.057102118,0,0,7.51682597e-07,0.0520066091,0,0,1.96167619e-05,0.129853398,0,0,1.99610047e-07
789.9266,0.00300916343,0,0.0214132705,0.000473558081,0,0,0.0171915488,8.45009704e-08,0.000232688064,3.55577238e-10,1.54773526e-06,1.83865526e-12,5.79906448e-10,2.0975185e-13,2.54674355e-09,9.16826199e-16,0.00636010501,3.54253401e-06,0.000466211008,1.15869509e-07,0.000276329053,6.89269275e-08,0.000124633133,0,1.19520929e-06,0.0127780268,0,1.3734735e-05,9.2237882e-06,0,3.7386682e-07,2.51726335e-05,0,2.26024222e-08,1.6636072e-08,5.68994488e-16,0,6.93745338e-09,1.60783673e-08,2.27468165e-06,0,0,1.58713388e-06,1.57312753e-13,0.00333541008,0,0,1.56435742e-06,0.0571015435,0,0,7.50614077e-07,0.0520062276,0,0,1.95900204e-05,0.129852953,0,0,1.99834237e-07
791.9249,0.00300914013,0,0.0213856445,0.000473588024,0,0,0.017191524,8.43958019e-08,0.000232688076,3.55117616e-10,1.54773343e-06,1.83997246e-12,5.79906448e-10,2.09482724e-13,2.54674094e-09,9.16137724e-16,0.00636002118,3.53815853e-06,0.000466210465,1.15722499e-07,0.000276328201,6.88393917e-08,0.000124504325,0,1.19407774e-06,0.0127724026,0,1.37113957e-05,9.20499939e-06,0,3.73390364e-07,2.51624568e-05,0,2.25591026e-08,1.69798419e-08,5.70690858e-16,0,3.83752427e-09,1.1444301e-08,2.5458778e-06,0,0,8.93168023e-07,1.52982686e-13,0.00333497895,0,0,1.56471776e-06,0.0571010037,0,0,7.49610352e-07,0.0520058692,0,0,1.95649004e-05,0.129852536,0,0,2.00044832e-07
793.9819,0.00300911615,0,0.0213572071,0.000473618848,0,0,0.0171914985,8.42875441e-08,0.000232688087,3.54644492e-10,1.54773154e-06,1.84132835e-12,5.79906448e-10,2.09205692e-13,2.54673826e-09,9.15429024e-16,0.00635993488,3.53365451e-06,0.000466209907,1.15571171e-07,0.000276327323,6.87492845e-08,0.000124371734,0,1.19291295e-06,0.0127666133,0,1.36873708e-05,9.18565865e-06,0,3.72899913e-07,2.51519811e-05,0,2.25145105e-08,1.57069788e-08,5.72437144e-16,0,2.84182391e-09,1.21345478e-08,2.13267563e-06,0,0,1.44458566e-08,1.49542786e-13,0.00333453514,0,0,1.5650887e-06,0.0571004482,0,0,7.48577143e-07,0.0520055003,0,0,1.95390426e-05,0.129852106,0,0,2.00261613e-07
797.7722,0.00300907197,0,0.0213048073,0.000473675644,0,0,0.0171914516,8.40880645e-08,0.000232688109,3.53772698e-10,1.54772807e-06,1.84382676e-12,5.79906448e-10,2.08695224e-13,2.54673332e-09,9.1412315e-16,0.00635977587,3.52535526e-06,0.000466208878,1.15292328e-07,0.000276325706,6.85832498e-08,0.000124127416,0,1.19076666e-06,0.0127559456,0,1.36431018e-05,9.15002072e-06,0,3.71996191e-07,2.51326783e-05,0,2.24323435e-08,1.75904314e-08,5.75654674e-16,0,5.15750746e-09,1.22751375e-08,2.05542833e-06,0,0,1.62469387e-08,1.45845097e-13,0.00333371738,0,0,1.56577219e-06,0.0570994245,0,0,7.46673316e-07,0.0520048205,0,0,1.94913961e-05,0.129851314,0,0,2.00661061e-07
800.9024,0.00300903548,0,0.0212615331,0.000473722555,0,0,0.0171914129,8.39294542e-08,0.000232688128,3.53079849e-10,1.54772519e-06,1.84589006e-12,5.79906448e-10,2.08273656e-13,2.54672923e-09,9.130447e-16,0.00635964454,3.51850136e-06,0.000466208028,1.15062047e-07,0.000276324371,6.84461309e-08,0.000123925647,0,1.18899416e-06,0.0127471357,0,1.36065424e-05,9.12058933e-06,0,3.71249857e-07,2.51167372e-05,0,2.23644864e-08,1.73999407e-08,5.78311927e-16,0,7.53915009e-09,3.38089668e-08,2.01496523e-06,0,0,5.04266793e-08,1.45915799e-13,0.00333303396,0,0,1.56641278e-06,0.0570985791,0,0,7.4510105e-07,0.0520042591,0,0,1.94520474e-05,0.12985066,0,0,2.00990944e-07
804.5288,0.00300899321,0,0.0212113992,0.000473776917,0,0,0.0171913684,8.37632303e-08,0.000232688153,3.52354727e-10,1.54772187e-06,1.84828043e-12,5.79906448e-10,2.07785261e-13,2.5467245e-09,9.11795295e-16,0.00635949241,3.51056098e-06,0.000466207044,1.14795262e-07,0.000276322824,6.82872759e-08,0.000123691894,0,1.18694069e-06,0.0127369293,0,1.35641876e-05,9.08649246e-06,0,3.70385214e-07,2.50982691e-05,0,2.22858725e-08,1.96903421e-08,5.81390368e-16,0,8.52470103e-09,9.68753471e-09,1.96703204e-06,0,0,1.71750139e-09,1.50700934e-13,0.00333221913,0,0,1.56737266e-06,0.0570975996,0,0,7.43279548e-07,0.0520036087,0,0,1.94064612e-05,0.129849902,0,0,2.01373119e-07
807.62,0.00300895718,0,0.0211686642,0.000473823256,0,0,0.0171913305,8.36215385e-08,0.000232688175,3.51736622e-10,1.54771903e-06,1.85031802e-12,5.79906448e-10,2.07368946e-13,2.54672047e-09,9.10730282e-16,0.00635936272,3.50379248e-06,0.000466206205,1.14567851e-07,0.000276321506,6.81518654e-08,0.000123492639,0,1.18519027e-06,0.0127282292,0,1.35280838e-05,9.05742775e-06,0,3.69648178e-07,2.50825266e-05,0,2.22188608e-08,1.98484609e-08,5.8401452e-16,0,3.60457899e-09,1.3814134e-08,1.92351156e-06,0,0,2.30085293e-07,1.60819985e-13,0.00333152456,0,0,1.56819089e-06,0.0570967647,0,0,7.41726871e-07,0.0520030543,0,0,1.93676028e-05,0.129849256,0,0,2.01698892e-07
810.052,0.00300892883,0,0.0211350425,0.000473859714,0,0,0.0171913007,8.35100625e-08,0.000232688192,3.51250328e-10,1.5477168e-06,1.8519211e-12,5.79906448e-10,2.0704141e-13,2.5467173e-09,9.09892383e-16,0.00635926069,3.49846737e-06,0.000466205545,1.14388935e-07,0.000276320469,6.80453312e-08,0.000123335875,0,1.18381314e-06,0.0127213844,0,1.34996791e-05,9.03456111e-06,0,3.69068316e-07,2.50701412e-05,0,2.21661393e-08,1.73940704e-08,5.86078986e-16,0,2.80905241e-09,8.11955358e-09,1.86907254e-06,0,0,1.27779071e-08,1.75901935e-13,0.0033309781,0,0,1.56883462e-06,0.0570961079,0,0,7.40505304e-07,0.0520026182,0,0,1.9337031e-05,0.129848748,0,0,2.01955193e-07
814.2645,0.00300887971,0,0.0210794867,0.000473922862,0,0,0.017191249,8.33169734e-08,0.000232688222,3.50408012e-10,1.54771293e-06,1.85469781e-12,5.79906444e-10,2.06500348e-13,2.54671181e-09,9.08441048e-16,0.00635908397,3.48924366e-06,0.000466204402,1.14092817e-07,0.000276318675,6.78690308e-08,0.000123064881,0,1.18156053e-06,0.0127095285,0,1.34504789e-05,8.99539359e-06,0,3.68126044e-07,2.50488626e-05,0,2.20783821e-08,1.68607215e-08,5.89655109e-16,0,4.12381771e-09,1.5230203e-08,1.7289866e-06,0,0,5.28946851e-09,2.4002641e-13,0.00333003157,0,0,1.56994965e-06,0.0570949702,0,0,7.3838941e-07,0.0520018627,0,0,1.92865048e-05,0.129847868,0,0,2.02399136e-07
818.2159,0.00300883363,0,0.0210308632,0.000473982096,0,0,0.0171912005,8.31358525e-08,0.00023268825,3.49617904e-10,1.54770931e-06,1.85730241e-12,5.79906434e-10,2.06027005e-13,2.54670665e-09,9.0707967e-16,0.00635891819,3.48059166e-06,0.000466203329,1.13832993e-07,0.000276316997,6.77143666e-08,0.000122811385,0,1.17962031e-06,0.0126984074,0,1.34043283e-05,8.95922646e-06,0,3.67323011e-07,2.50291298e-05,0,2.20007002e-08,1.72943089e-08,5.93009448e-16,0,6.07553429e-09,2.12388221e-08,1.34402975e-06,0,0,2.62180442e-08,5.97402874e-13,0.00332914372,0,0,1.57099556e-06,0.057093903,0,0,7.36404664e-07,0.052001154,0,0,1.92422697e-05,0.129847043,0,0,2.02815562e-07
820.4377,0.00300880771,0,0.0210035231,0.000474015402,0,0,0.0171911732,8.30340115e-08,0.000232688265,3.49173641e-10,1.54770727e-06,1.85876693e-12,5.79906429e-10,2.05760853e-13,2.54670378e-09,9.06316586e-16,0.00635882498,3.4757268e-06,0.000466202726,1.13686899e-07,0.000276316053,6.76274017e-08,0.000122668849,0,1.17852936e-06,0.0126921542,0,1.33783786e-05,8.93889035e-06,0,3.66871481e-07,2.50180344e-05,0,2.1957021e-08,1.79232584e-08,5.94895505e-16,0,4.74726617e-09,6.87418847e-09,8.61393862e-06,0,0,2.98642142e-06,3.5466021e-11,0.00332864449,0,0,1.57158366e-06,0.0570933029,0,0,7.35288678e-07,0.0520007555,0,0,1.92173971e-05,0.129846578,0,0,2.03049711e-07
822.8776,0.00300877926,0,0.0209734992,0.000474051978,0,0,0.0171911433,8.29221734e-08,0.000232688282,3.48685767e-10,1.54770503e-06,1.86037521e-12,5.79906422e-10,2.05468575e-13,2.54670063e-09,9.05479148e-16,0.00635872262,3.47038439e-06,0.000466202064,1.13526464e-07,0.000276315017,6.75319e-08,0.000122512321,0,1.17733132e-06,0.0126852971,0,1.33500842e-05,8.91655797e-06,0,3.66375626e-07,2.50058498e-05,0,2.19090542e-08,1.83343282e-08,5.96966709e-16,0,8.17541011e-09,1.00174523e-08,9.43799881e-06,0,0,1.98776359e-06,2.0484061e-11,0.00332809626,0,0,1.57222949e-06,0.0570926439,0,0,7.34063142e-07,0.0520003179,0,0,1.91900829e-05,0.129846069,0,0,2.03306845e-07
824.6789,0.00300875825,0,0.0209513335,0.000474078981,0,0,0.0171911212,8.28396069e-08,0.000232688295,3.48325586e-10,1.54770338e-06,1.86156255e-12,5.79906418e-10,2.05252795e-13,2.54669831e-09,9.04860895e-16,0.00635864705,3.46644025e-06,0.000466201575,1.1340802e-07,0.000276314252,6.74613942e-08,0.000122396762,0,1.17644685e-06,0.0126803808,0,1.33321746e-05,8.90007069e-06,0,3.66009553e-07,2.49968544e-05,0,2.18736418e-08,1.80347024e-08,5.98495816e-16,0,3.6147725e-09,6.07205328e-09,2.8411001e-06,0,0,7.87451242e-08,2.54343357e-13,0.00332769152,0,0,1.57270628e-06,0.0570921574,0,0,7.33158368e-07,0.0519999949,0,0,1.91699177e-05,0.129845692,0,0,2.03496679e-07
827.7161,0.00300872282,0,0.0209139596,0.000474124511,0,0,0.0171910839,8.27003903e-08,0.000232688316,3.47718278e-10,1.54770059e-06,1.86356455e-12,5.7990641e-10,2.04888966e-13,2.54669439e-09,9.03818449e-16,0.00635851983,3.4604376e-06,0.00046620075,1.13208309e-07,0.000276312962,6.73425133e-08,0.000122201915,0,1.17495552e-06,0.0126720913,0,1.33019768e-05,8.87227123e-06,0,3.6539231e-07,2.4981687e-05,0,2.18139324e-08,1.65652958e-08,6.01074135e-16,0,3.06161201e-09,5.16941509e-09,2.33015794e-06,0,0,7.26042011e-08,1.03280945e-13,0.00332700908,0,0,1.57351021e-06,0.0570913371,0,0,7.31632815e-07,0.0519994501,0,0,1.91359169e-05,0.129845058,0,0,2.0381676e-07
830.9326,0.00300868531,0,0.0208743793,0.000474172728,0,0,0.0171910445,8.25529551e-08,0.000232688339,3.47075119e-10,1.54769764e-06,1.86568474e-12,5.79906403e-10,2.04503658e-13,2.54669024e-09,9.02714462e-16,0.00635838513,3.45415607e-06,0.000466199877,1.12996808e-07,0.000276311596,6.72166142e-08,0.000121995565,0,1.17337615e-06,0.0126633124,0,1.32699964e-05,8.84283064e-06,0,3.6473863e-07,2.49656242e-05,0,2.17506981e-08,1.6560501e-08,6.03804683e-16,0,2.75740712e-09,3.01557879e-09,2.14715868e-06,0,0,5.22080762e-09,1.18870834e-13,0.00332626127,0,0,1.57471403e-06,0.0570904684,0,0,7.30017202e-07,0.0519988733,0,0,1.90999088e-05,0.129844386,0,0,2.04155738e-07
835.0258,0.00300863757,0,0.0208240109,0.000474234088,0,0,0.0171909943,8.23653344e-08,0.000232688368,3.46256657e-10,1.54769389e-06,1.86838281e-12,5.79906392e-10,2.04013329e-13,2.54668496e-09,9.01309569e-16,0.0063582137,3.44616241e-06,0.000466198766,1.1272766e-07,0.000276309857,6.70563997e-08,0.000121732972,0,1.17136631e-06,0.0126521408,0,1.32292993e-05,8.80536563e-06,0,3.63906779e-07,2.49451832e-05,0,2.16702285e-08,1.54875349e-08,6.07279457e-16,0,4.15707111e-09,6.42861878e-09,2.00343775e-06,0,0,3.29326618e-09,1.73626258e-13,0.0033252876,0,0,1.57655583e-06,0.0570893629,0,0,7.27961231e-07,0.0519981392,0,0,1.90540863e-05,0.12984353,0,0,2.04587108e-07
839.4448,0.00300858603,0,0.0207696334,0.000474300332,0,0,0.01719094,8.216278e-08,0.000232688399,3.4537305e-10,1.54768983e-06,1.87129563e-12,5.79906381e-10,2.03483972e-13,2.54667926e-09,8.99792854e-16,0.00635802863,3.4375325e-06,0.000466197567,1.1243709e-07,0.00027630798,6.68834329e-08,0.000121449478,0,1.16919649e-06,0.0126400799,0,1.31853629e-05,8.76491857e-06,0,3.63008718e-07,2.49231153e-05,0,2.15833538e-08,1.77510726e-08,6.11030742e-16,0,6.56615659e-09,6.3690071e-09,1.85755071e-06,0,0,4.00736424e-09,2.98363661e-13,0.00332423643,0,0,1.57854424e-06,0.0570881694,0,0,7.25741614e-07,0.0519973466,0,0,1.90046165e-05,0.129842607,0,0,2.05052813e-07
