energy_eV,"Li6(n,elastic)","Li6(n,inelastic)","Li6(n,t)","Li7(n,elastic)","Li7(n,inelastic)","Li7(n,Xt)","C12(n,elastic)","C12(n,absorption)","C13(n,elastic)","C13(n,absorption)","O16(n,elastic)","O16(n,absorption)","O17(n,elastic)","O17(n,absorption)","O18(n,elastic)","O18(n,absorption)","Si28(n,elastic)","Si28(n,absorption)","Si29(n,elastic)","Si29(n,absorption)","Si30(n,elastic)","Si30(n,absorption)","Fe54(n,elastic)","Fe54(n,inelastic)","Fe54(n,absorption)","Fe56(n,elastic)","Fe56(n,inelastic)","Fe56(n,absorption)","Fe57(n,elastic)","Fe57(n,inelastic)","Fe57(n,absorption)","Fe58(n,elastic)","Fe58(n,inelastic)","Fe58(n,absorption)","U235(n,elastic)","U235(n,inelastic)","U235(n,2n)","U235(n,gamma)","U235(n,fission)","U238(n,elastic)","U238(n,inelastic)","U238(n,2n)","U238(n,gamma)","U238(n,fission)","Pb204(n,elastic)","Pb204(n,inelastic)","Pb204(n,2n)","Pb204(n,absorption)","Pb206(n,elastic)","Pb206(n,inelastic)","Pb206(n,2n)","Pb206(n,absorption)","Pb207(n,elastic)","Pb207(n,inelastic)","Pb207(n,2n)","Pb207(n,absorption)","Pb208(n,elastic)","Pb208(n,inelastic)","Pb208(n,2n)","Pb208(n,absorption)"
5002.703,0.00205251071,0,0.00585230026,0.000328162459,0,0,0.0271769293,6.83572679e-08,0.000368886024,2.47117726e-10,0.0106286174,2.62057137e-08,3.99222384e-06,5.73463179e-10,1.74953631e-05,5.06406682e-12,0.00981568632,2.23757428e-06,0.000737814211,7.57720857e-08,0.000496806146,1.58555111e-05,0.000151342784,0,1.74751922e-06,0.00633751378,0,2.52711119e-06,0.00019456349,0,8.93041984e-07,1.00551435e-05,0,5.65879494e-09,0.00012302295,5.3862107e-11,0,1.40152334e-05,4.2389234e-05,0.015465586,0,0,0.000475536048,1.40340243e-08,0.00201467395,0,0,4.5694811e-07,0.0386666779,0,0,1.80969653e-07,0.0352660976,0,0,5.41915893e-06,0.0887902411,0,0,3.23900355e-07
5016.118,0.00205247591,0,0.00584488978,0.00032816241,0,0,0.0271766712,6.83315126e-08,0.000368885824,2.46904576e-10,0.0106285338,2.62332111e-08,3.99222384e-06,5.72756113e-10,1.74952456e-05,5.06569275e-12,0.00981482656,2.23475631e-06,0.000737808486,7.56880683e-08,0.000455147899,5.06494067e-06,0.000155467624,0,1.76064566e-06,0.00633111584,0,2.52232406e-06,0.000195988953,0,9.00864579e-07,1.0027693e-05,0,5.66416179e-09,0.000123041511,5.43594528e-11,0,1.39063897e-05,4.14736312e-05,0.0164297649,0,0,9.68215804e-06,1.40833306e-08,0.00201218606,0,0,4.55812878e-07,0.0386649859,0,0,1.8062184e-07,0.0352643237,0,0,5.41241289e-06,0.0887883277,0,0,3.24301525e-07
5033.858,0.0020524299,0,0.00583509017,0.000328162346,0,0,0.0271763299,6.82974538e-08,0.000368885559,2.46622707e-10,0.0106284233,2.62695737e-08,3.99222384e-06,5.71821089e-10,1.74950901e-05,5.06784288e-12,0.00981368961,2.23102983e-06,0.000737800916,7.55769637e-08,0.000443905201,2.17008432e-06,0.000160922314,0,1.77800406e-06,0.00632265521,0,2.51599356e-06,0.000198091041,0,9.12047268e-07,9.9913924e-06,0,5.67125891e-09,0.000123066135,5.5017138e-11,0,1.3762455e-05,4.44647272e-05,0.0148780198,0,0,0.000772745554,1.41495384e-08,0.00200889606,0,0,4.54311648e-07,0.0386627483,0,0,1.80161892e-07,0.0352619779,0,0,5.40349193e-06,0.0887857974,0,0,3.24832032e-07
5045.915,0.00205239862,0,0.00582842985,0.000328162302,0,0,0.0271760979,6.82743057e-08,0.000368885379,2.46431134e-10,0.0106283481,2.62942876e-08,3.99222384e-06,5.711856e-10,1.74949844e-05,5.06930421e-12,0.00981291688,2.22849713e-06,0.00073779577,7.55014513e-08,0.000441048964,1.43937662e-06,0.000164766164,0,1.79007611e-06,0.00631690493,0,2.51169103e-06,0.000199624888,0,9.2005288e-07,9.9667207e-06,0,5.67608247e-09,0.000123082826,5.54641358e-11,0,1.36646311e-05,5.10468964e-05,0.021962449,0,0,0.000211952159,1.41954896e-08,0.00200666001,0,0,4.53291335e-07,0.0386612275,0,0,1.79849289e-07,0.0352603835,0,0,5.3974288e-06,0.0887840776,0,0,3.25192592e-07
5064.159,0.0020523513,0,0.00581835182,0.000328162235,0,0,0.0271757469,6.82392793e-08,0.000368885107,2.46141257e-10,0.0106282345,2.63316832e-08,3.99222384e-06,5.70224011e-10,1.74948245e-05,5.07151543e-12,0.00981174763,2.22466478e-06,0.000737787984,7.53871902e-08,0.000438870382,8.85855121e-07,0.000170726546,0,1.80863238e-06,0.00630820393,0,2.50518067e-06,0.000202223833,0,9.3323292e-07,9.9293888e-06,0,5.68338122e-09,0.000123108104,5.61405027e-11,0,1.35166087e-05,4.2260644e-05,0.0172888165,0,0,0.000480109502,1.42643116e-08,0.00200325814,0,0,4.5237393e-07,0.0386589264,0,0,1.79376273e-07,0.0352579711,0,0,5.3882544e-06,0.0887814754,0,0,3.25738171e-07
5079.199,0.00205231229,0,0.00581004369,0.000328162181,0,0,0.0271754576,6.82104041e-08,0.000368884882,2.45902288e-10,0.0106281408,2.63625115e-08,3.99222384e-06,5.69431297e-10,1.74946927e-05,5.07333831e-12,0.00981078372,2.22150546e-06,0.000737781566,7.52929955e-08,0.000437921156,6.47058874e-07,0.00017567381,0,1.82399674e-06,0.00630103099,0,2.49981366e-06,0.000204713786,0,9.45411757e-07,9.89861311e-06,0,5.68939817e-09,0.000123128896,5.66980873e-11,0,1.33945805e-05,3.95831626e-05,0.0182735316,0,0,0.00181540751,1.43208734e-08,0.00200044403,0,0,4.51946906e-07,0.0386570293,0,0,1.78986329e-07,0.0352559823,0,0,5.38069119e-06,0.0887793301,0,0,3.26187937e-07
5090.787,0.00205228223,0,0.00580364245,0.000328162138,0,0,0.0271752346,6.81881565e-08,0.000368884709,2.45718167e-10,0.0106280685,2.6386264e-08,3.99222384e-06,5.68820527e-10,1.74945911e-05,5.0747428e-12,0.00981004105,2.21907128e-06,0.000737776621,7.52204205e-08,0.000437441363,5.27468679e-07,0.000179706854,0,1.83627487e-06,0.00629550439,0,2.4956785e-06,0.000206730187,0,9.5516304e-07,9.8749011e-06,0,5.6940341e-09,0.000123144955,5.71276962e-11,0,1.33005598e-05,4.1669418e-05,0.0264478449,0,0,0.00443590091,1.4363833e-08,0.00199827582,0,0,4.51617893e-07,0.0386555677,0,0,1.78685885e-07,0.0352544499,0,0,5.37486391e-06,0.0887776773,0,0,3.26534471e-07
5104.926,0.00205224556,0,0.00579583204,0.000328162087,0,0,0.0271749626,6.81610112e-08,0.000368884498,2.45493514e-10,0.0106279805,2.64152455e-08,3.99222384e-06,5.68075301e-10,1.74944672e-05,5.07645648e-12,0.00980913489,2.21610123e-06,0.000737770587,7.51318687e-08,0.000437018826,4.23182971e-07,0.000184627738,0,1.85125593e-06,0.00628876116,0,2.49063301e-06,0.000209445247,0,9.68011779e-07,9.84596908e-06,0,5.69969059e-09,0.000123164586,5.76518856e-11,0,1.31858462e-05,3.75066969e-05,0.0160147779,0,0,0.000168543279,1.44180462e-08,0.00199563029,0,0,4.51216451e-07,0.0386537844,0,0,1.783193e-07,0.0352525803,0,0,5.36775379e-06,0.0887756606,0,0,3.26957292e-07
5119.821,0.00205220693,0,0.005787604,0.000328162033,0,0,0.0271746761,6.81324145e-08,0.000368884276,2.45256848e-10,0.0106278876,2.64457765e-08,3.99222384e-06,5.67290229e-10,1.74943367e-05,5.07826179e-12,0.00980818027,2.21297237e-06,0.00073776423,7.50385822e-08,0.000436698459,3.45090889e-07,0.000189892388,0,1.86719669e-06,0.00628165737,0,2.48531774e-06,0.000212485238,0,9.82215267e-07,9.8154901e-06,0,5.70564954e-09,0.000123185217,5.82040914e-11,0,1.30649968e-05,4.04148384e-05,0.0518722092,0,0,0.00491722986,1.4471169e-08,0.00199280738,0,0,4.5136783e-07,0.0386519056,0,0,1.77933115e-07,0.0352506107,0,0,5.36026351e-06,0.088773536,0,0,3.27402721e-07
5138.178,0.00205215931,0,0.00577746356,0.000328161966,0,0,0.0271743229,6.80971711e-08,0.000368884002,2.44965176e-10,0.0106277733,2.64834038e-08,3.99222384e-06,5.66322685e-10,1.74941758e-05,5.0804867e-12,0.00980700378,2.20911628e-06,0.000737756396,7.49236133e-08,0.000436421984,2.78933732e-07,0.000196718278,0,1.88750671e-06,0.00627290248,0,2.47876706e-06,0.000216526871,0,1.00081194e-06,9.77783645e-06,0,5.71390737e-09,0.000123210671,5.88846527e-11,0,1.29160574e-05,3.74517488e-05,0.0179138622,0,0,0.00230821099,1.4543444e-08,0.00198932478,0,0,4.51611329e-07,0.0386495902,0,0,1.7745717e-07,0.0352481833,0,0,5.35103228e-06,0.0887709177,0,0,3.2795168e-07
5152.171,0.00205212302,0,0.00576973379,0.000328161915,0,0,0.0271740537,6.80703061e-08,0.000368883793,2.44742842e-10,0.0106276861,2.6512086e-08,3.99222384e-06,5.65585154e-10,1.74940531e-05,5.08218268e-12,0.00980610697,2.2061769e-06,0.000737750425,7.48359759e-08,0.00043627046,2.43520319e-07,0.000201921453,0,1.90298845e-06,0.00626622888,0,2.47377367e-06,0.000219893271,0,1.01604107e-06,9.74904671e-06,0,5.72108497e-09,0.000123230032,5.94034246e-11,0,1.28025235e-05,3.40120305e-05,0.0167581756,0,0,0.000213674037,1.4596441e-08,0.0019866701,0,0,4.51796941e-07,0.0386478253,0,0,1.77094371e-07,0.0352463329,0,0,5.34399558e-06,0.0887689218,0,0,3.28370135e-07
5169.075,0.00205207917,0,0.00576039598,0.000328161853,0,0,0.0271737285,6.80378523e-08,0.000368883541,2.44474256e-10,0.0106275807,2.6546735e-08,3.99222384e-06,5.64694194e-10,1.7493905e-05,5.08423149e-12,0.0098050236,2.20262603e-06,0.000737743211,7.47301071e-08,0.000436121492,2.0933778e-07,0.000208522694,0,1.92230549e-06,0.00625816695,0,2.4677415e-06,0.000224372888,0,1.03594763e-06,9.71426778e-06,0,5.72975575e-09,0.000123253461,6.00301167e-11,0,1.26653735e-05,3.44593472e-05,0.017348328,0,0,0.000434730046,1.46602582e-08,0.00198346316,0,0,4.52021166e-07,0.0386456931,0,0,1.76656099e-07,0.0352440976,0,0,5.33549503e-06,0.0887665107,0,0,3.28875642e-07
5185.772,0.00205203586,0,0.00575117252,0.000328161793,0,0,0.0271734073,6.80057959e-08,0.000368883291,2.44208959e-10,0.0106274767,2.65809597e-08,3.99222384e-06,5.63814143e-10,1.74937586e-05,5.0862552e-12,0.0098039535,2.19911865e-06,0.000737736085,7.46255347e-08,0.000436005473,1.83381594e-07,0.000215112342,0,1.94152081e-06,0.00625020375,0,2.46178319e-06,0.000229076314,0,1.05662563e-06,9.67991473e-06,0,5.73832035e-09,0.000123276579,6.06491394e-11,0,1.25299011e-05,3.47790936e-05,0.0161641508,0,0,0.000141806152,1.47235023e-08,0.00198029479,0,0,4.52248758e-07,0.0386435871,0,0,1.76223193e-07,0.0352418897,0,0,5.32709857e-06,0.0887641291,0,0,3.29374959e-07
5200.554,0.00205199752,0,0.00574300691,0.000328161739,0,0,0.0271731229,6.79774162e-08,0.000368883071,2.43974089e-10,0.0106273846,2.66112591e-08,3.99222384e-06,5.63035027e-10,1.74936291e-05,5.08804681e-12,0.00980300613,2.19601353e-06,0.000737729777,7.45329559e-08,0.000435921448,1.65097885e-07,0.000221121992,0,1.95887119e-06,0.00624315385,0,2.45650824e-06,0.000233448023,0,1.07568715e-06,9.64950168e-06,0,5.74590266e-09,0.000123297093,6.11971596e-11,0,1.24099683e-05,3.84508138e-05,0.0161699244,0,0,0.000298987023,1.47794211e-08,0.00197744145,0,0,4.5287304e-07,0.0386417226,0,0,1.75839937e-07,0.0352399351,0,0,5.3196651e-06,0.0887620206,0,0,3.29817008e-07
5215.706,0.00205195822,0,0.00573463691,0.000328161684,0,0,0.0271728314,6.7948326e-08,0.000368882844,2.4373334e-10,0.0106272902,2.66423169e-08,3.99222384e-06,5.62236409e-10,1.74934963e-05,5.08988327e-12,0.00980203504,2.19283069e-06,0.000737723311,7.44380598e-08,0.0004358487,1.49727492e-07,0.000227511638,0,1.97709846e-06,0.0062359275,0,2.45110127e-06,0.000238362082,0,1.09679446e-06,9.61832737e-06,0,5.75367477e-09,0.000123318077,6.1758893e-11,0,1.22870393e-05,3.52435832e-05,0.0153761579,0,0,0.00160669221,1.48366259e-08,0.00197451669,0,0,4.53512947e-07,0.0386398115,0,0,1.75447089e-07,0.0352379315,0,0,5.31204558e-06,0.0887598594,0,0,3.30270123e-07
5234.001,0.00205191077,0,0.00572453071,0.000328161617,0,0,0.0271724794,6.79132017e-08,0.000368882571,2.43442653e-10,0.0106271762,2.66798171e-08,3.99222384e-06,5.61272133e-10,1.74933359e-05,5.09210066e-12,0.00980086252,2.18898762e-06,0.000737715503,7.43234792e-08,0.000435776659,1.35119116e-07,0.000235258012,0,1.99916635e-06,0.00622720217,0,2.44457271e-06,0.000244786016,0,1.12404419e-06,9.58068654e-06,0,5.76305905e-09,0.000123343383,6.24371624e-11,0,1.21385999e-05,3.92335137e-05,0.0152059553,0,0,6.89466891e-06,1.49062168e-08,0.00197098524,0,0,4.54285591e-07,0.0386375039,0,0,1.74972751e-07,0.0352355122,0,0,5.30284553e-06,0.0887572499,0,0,3.30817227e-07
5250,0.00205186927,0,0.00571569282,0.000328161559,0,0,0.0271721716,6.78824854e-08,0.000368882332,2.43188446e-10,0.0106270765,2.67126111e-08,3.99222384e-06,5.60428872e-10,1.74931957e-05,5.09403978e-12,0.00979983715,2.18562686e-06,0.000737708675,7.42232784e-08,0.000435725839,1.25368932e-07,0.00024244548,0,2.01925282e-06,0.00621957186,0,2.43886349e-06,0.000250779713,0,1.1492227e-06,9.54776958e-06,0,5.77126562e-09,0.00012336556,6.30303041e-11,0,1.20087876e-05,3.66138756e-05,0.0150422859,0,0,5.31575678e-05,1.49669108e-08,0.00196789698,0,0,4.5496127e-07,0.0386354859,0,0,1.74557943e-07,0.0352333966,0,0,5.29480007e-06,0.0887549679,0,0,3.31295671e-07
5264.49,0.00205183168,0,0.00570768851,0.000328161506,0,0,0.0271718928,6.78546662e-08,0.00036888212,2.42977187e-10,0.0106269862,2.6742312e-08,3.99222384e-06,5.59665146e-10,1.74930687e-05,5.095796e-12,0.00979890849,2.18258308e-06,0.000737702492,7.41325283e-08,0.000435679812,1.16538369e-07,0.000248955038,0,2.03744476e-06,0.00621299806,0,2.43434421e-06,0.000256450156,0,1.1728926e-06,9.51789633e-06,0,5.77922782e-09,0.000123385622,6.35675001e-11,0,1.18912217e-05,3.67389228e-05,0.0309456409,0,0,0.00237436426,1.50211718e-08,0.00196510001,0,0,4.55573219e-07,0.0386336583,0,0,1.74182258e-07,0.0352314806,0,0,5.28751345e-06,0.0887529011,0,0,3.31728989e-07
5280.049,0.00205179133,0,0.00569909369,0.000328161449,0,0,0.0271715935,6.78247947e-08,0.000368881892,2.42750343e-10,0.0106268893,2.67742041e-08,3.99222384e-06,5.58845076e-10,1.74929323e-05,5.09768179e-12,0.00979791261,2.17958361e-06,0.000737695852,7.40350831e-08,0.000435639266,1.09253705e-07,0.000256180703,0,2.05742412e-06,0.00620593927,0,2.42949153e-06,0.000263064011,0,1.20018233e-06,9.48566537e-06,0,5.78911371e-09,0.000123407254,6.41443236e-11,0,1.1764989e-05,4.13851026e-05,0.0182331023,0,0,0.00237293414,1.50805994e-08,0.00196203573,0,0,4.56597482e-07,0.0386316958,0,0,1.73778857e-07,0.0352294231,0,0,5.27968926e-06,0.0887506819,0,0,3.32194274e-07
5295.325,0.0020517517,0,0.00569065519,0.000328161394,0,0,0.0271712996,6.77954665e-08,0.000368881667,2.42527625e-10,0.0106267941,2.68055161e-08,3.99222384e-06,5.58039922e-10,1.74927984e-05,5.09953327e-12,0.00979693519,2.1767128e-06,0.000737689332,7.39394104e-08,0.000435601867,1.02698017e-07,0.000263473635,0,2.07741521e-06,0.00619900888,0,2.42472711e-06,0.000269985139,0,1.22849141e-06,9.45402064e-06,0,5.79881979e-09,0.000123428413,6.47106601e-11,0,1.16410422e-05,3.89729748e-05,0.016066349,0,0,0.00098672924,1.51392861e-08,0.0019590248,0,0,4.57617499e-07,0.038629769,0,0,1.73382794e-07,0.0352274031,0,0,5.27200738e-06,0.088748503,0,0,3.32651097e-07
5310.537,0.00205171225,0,0.00568225204,0.000328161338,0,0,0.0271710069,6.77662611e-08,0.000368881444,2.4230584e-10,0.0106266993,2.68366969e-08,3.99222384e-06,5.57238142e-10,1.74926651e-05,5.101377e-12,0.00979596187,2.17385402e-06,0.000737682841,7.38441385e-08,0.000435570614,9.76496401e-08,0.00027073774,0,2.09732577e-06,0.00619210752,0,2.41998266e-06,0.000277288301,0,1.25813749e-06,9.4225085e-06,0,5.8084852e-09,0.000123403658,6.48239907e-11,0,1.16663326e-05,4.24930669e-05,0.018155571,0,0,0.00272953214,1.5196477e-08,0.00195602648,0,0,4.58633242e-07,0.0386278503,0,0,1.7298839e-07,0.0352253916,0,0,5.26435768e-06,0.0887463332,0,0,3.33106005e-07
5324.546,0.00205167611,0,0.00567507282,0.000328161287,0,0,0.0271707374,6.77393654e-08,0.000368881239,2.42101594e-10,0.010626612,2.68654119e-08,3.99222384e-06,5.56499768e-10,1.74925423e-05,5.10307492e-12,0.00979506552,2.17122132e-06,0.000737676862,7.37564009e-08,0.000435542284,9.31112287e-08,0.000277890911,0,2.11652809e-06,0.00618575193,0,2.4156134e-06,0.000284516895,0,1.28721108e-06,9.3934884e-06,0,5.81738625e-09,0.000123362156,6.4744227e-11,0,1.17503789e-05,4.48874435e-05,0.0155239372,0,0,0.00149241807,1.52507462e-08,0.00195326528,0,0,4.59568658e-07,0.0386260833,0,0,1.72625176e-07,0.0352235288,0,0,5.25785197e-06,0.088744335,0,0,3.33524939e-07
5344.41,0.00205162493,0,0.00566502232,0.000328161215,0,0,0.0271703553,6.77012288e-08,0.000368880947,2.41811985e-10,0.0106264882,2.69061281e-08,3.99222384e-06,5.55452795e-10,1.74923682e-05,5.10548249e-12,0.00979379454,2.16748829e-06,0.000737668385,7.36319938e-08,0.000435509397,8.84510412e-08,0.000288033717,0,2.14375594e-06,0.00617674006,0,2.40941804e-06,0.00029528328,0,1.33025364e-06,9.35233949e-06,0,5.83000746e-09,0.000123303283,6.46311269e-11,0,1.18695596e-05,4.28066543e-05,0.0169521018,0,0,0.00242317153,1.53258311e-08,0.00194935005,0,0,4.60895027e-07,0.0386235778,0,0,1.72110159e-07,0.0352208852,0,0,5.24875178e-06,0.0887415017,0,0,3.34118964e-07
5355.035,0.00205159755,0,0.00565964644,0.000328161176,0,0,0.0271701509,6.768083e-08,0.000368880792,2.41657076e-10,0.010626422,2.69279068e-08,3.99222384e-06,5.54892782e-10,1.74922751e-05,5.10677026e-12,0.00979311471,2.16549154e-06,0.000737663851,7.356545e-08,0.000435491806,8.59583663e-08,0.000293665589,0,2.15870203e-06,0.00617191972,0,2.40610422e-06,0.000301269755,0,1.35407597e-06,9.33032946e-06,0,5.83675838e-09,0.00012327183,6.45706342e-11,0,1.19333072e-05,4.27159916e-05,0.0384696752,0,0,0.00529833425,1.5364415e-08,0.00194720539,0,0,4.61815768e-07,0.0386222377,0,0,1.71834683e-07,0.0352194711,0,0,5.24388421e-06,0.0887399862,0,0,3.344367e-07
5369.942,0.00205155913,0,0.00565210402,0.000328161122,0,0,0.0271698641,6.76522102e-08,0.000368880573,2.41439738e-10,0.0106263292,2.69584624e-08,3.99222384e-06,5.54107077e-10,1.74921445e-05,5.10857702e-12,0.0097921609,2.16269007e-06,0.000737657489,7.34720883e-08,0.000435467126,8.24611142e-08,0.000301751499,0,2.18001259e-06,0.00616515674,0,2.40145489e-06,0.000310464729,0,1.39028039e-06,9.29944913e-06,0,5.84623e-09,0.000123227673,6.44857591e-11,0,1.20227402e-05,3.8740626e-05,0.0183896888,0,0,0.00109947177,1.54243179e-08,0.00194419504,0,0,4.63113352e-07,0.0386203574,0,0,1.71448186e-07,0.0352174871,0,0,5.23705494e-06,0.08873786,0,0,3.34882488e-07
5394.256,0.00205149648,0,0.00563980198,0.000328161034,0,0,0.0271693963,6.76055301e-08,0.000368880216,2.41085249e-10,0.0106261777,2.70083001e-08,3.99222384e-06,5.52825557e-10,1.74919313e-05,5.11152393e-12,0.0097906052,2.15812075e-06,0.000737647113,7.33198111e-08,0.000435431702,7.79308322e-08,0.000315203538,0,2.21525387e-06,0.006154126,0,2.39387162e-06,0.000326523141,0,1.45302098e-06,9.24901257e-06,0,5.86224629e-09,0.000123155624,6.4347325e-11,0,1.21686117e-05,3.89480789e-05,0.0151702511,0,0,5.77624097e-06,1.55182474e-08,0.00193928501,0,0,4.6522977e-07,0.0386172907,0,0,1.70817793e-07,0.0352142512,0,0,5.2259161e-06,0.0887343919,0,0,3.35609588e-07
5413.813,0.00205144609,0,0.00562990681,0.000328160962,0,0,0.02716902,6.75679828e-08,0.000368879929,2.40800116e-10,0.0106260558,2.7048387e-08,3.99222384e-06,5.51794764e-10,1.74917599e-05,5.11389429e-12,0.00978935387,2.15444542e-06,0.000737638767,7.31973267e-08,0.000435405949,7.49528446e-08,0.000326484509,0,2.24444433e-06,0.0061452534,0,2.387772e-06,0.000340723991,0,1.50793647e-06,9.2081615e-06,0,5.87744085e-09,0.000123097689,6.42359794e-11,0,1.22859477e-05,4.20717387e-05,0.0139551215,0,0,0.00106457917,1.55938636e-08,0.00193533563,0,0,4.66932115e-07,0.0386148239,0,0,1.70310736e-07,0.0352116484,0,0,5.21695655e-06,0.0887316024,0,0,3.36194432e-07
5426.909,0.00205141234,0,0.00562328069,0.000328160915,0,0,0.0271687681,6.754284e-08,0.000368879737,2.40609181e-10,0.0106259742,2.70752306e-08,3.99222384e-06,5.51104512e-10,1.74916452e-05,5.11548155e-12,0.00978851593,2.15198429e-06,0.000737633178,7.31153071e-08,0.000435388704,7.29586877e-08,0.000334128524,0,2.26415434e-06,0.00613931203,0,2.3836875e-06,0.000350878208,0,1.54693365e-06,9.18080631e-06,0,5.88761562e-09,0.000123058897,6.41614128e-11,0,1.23645174e-05,4.39160711e-05,0.0158880101,0,0,0.000450522896,1.56445958e-08,0.00193267347,0,0,4.68131562e-07,0.0386131721,0,0,1.69971193e-07,0.0352099055,0,0,5.21095695e-06,0.0887297345,0,0,3.36586063e-07
5443.167,0.00205137044,0,0.00561505471,0.000328160855,0,0,0.0271684553,6.75116264e-08,0.000368879499,2.40372146e-10,0.0106258729,2.71085555e-08,3.99222384e-06,5.502476e-10,1.74915027e-05,5.11745206e-12,0.00978747568,2.14892894e-06,0.00073762624,7.30134842e-08,0.000435368566,7.07922879e-08,0.000344153639,0,2.28959487e-06,0.00613193612,0,2.37861681e-06,0.000364117609,0,1.59752745e-06,9.14684626e-06,0,5.90024707e-09,0.000123010704,6.40688464e-11,0,1.24620615e-05,3.7171168e-05,0.0148387089,0,0,0.000998743662,1.57080636e-08,0.0019292875,0,0,4.69895859e-07,0.0386111215,0,0,1.69549669e-07,0.0352077417,0,0,5.20350876e-06,0.0887274155,0,0,3.37072251e-07
5459.382,0.00205132866,0,0.00560685048,0.000328160796,0,0,0.0271681434,6.74804954e-08,0.000368879261,2.40135738e-10,0.0106257719,2.71417922e-08,3.99222384e-06,5.49392954e-10,1.74913605e-05,5.11941735e-12,0.00978643819,2.14588166e-06,0.00073761932,7.29119305e-08,0.000435350116,6.90294412e-08,0.00035415224,0,2.31496811e-06,0.00612457972,0,2.37355953e-06,0.000378483047,0,1.65196685e-06,9.11297603e-06,0,5.9128451e-09,0.000122962695,6.39765224e-11,0,1.25593403e-05,3.52656711e-05,0.014070008,0,0,0.00233764102,1.57715873e-08,0.00192591048,0,0,4.71655489e-07,0.0386090762,0,0,1.6912926e-07,0.0352055837,0,0,5.19608027e-06,0.0887251027,0,0,3.37557154e-07
5474.493,0.00205128972,0,0.00559920484,0.000328160741,0,0,0.0271678526,6.7451484e-08,0.000368879039,2.39915425e-10,0.0106256777,2.7172766e-08,3.99222384e-06,5.48596497e-10,1.74912281e-05,5.12124884e-12,0.00978547133,2.14304186e-06,0.000737612871,7.28172912e-08,0.000435332922,6.73866182e-08,0.00036392222,0,2.33942594e-06,0.00611772418,0,2.36884657e-06,0.000392756179,0,1.7057213e-06,9.08141186e-06,0,5.9245854e-09,0.000122917974,6.38904899e-11,0,1.26500038e-05,3.30293313e-05,0.0106409226,0,0,0.000654967125,1.58311128e-08,0.00192276339,0,0,4.73295315e-07,0.0386071703,0,0,1.68737475e-07,0.0352035726,0,0,5.18915755e-06,0.0887229473,0,0,3.38009043e-07
5487.295,0.00205125673,0,0.00559272747,0.000328160695,0,0,0.0271676063,6.74269056e-08,0.000368878851,2.39728777e-10,0.0106255979,2.71990069e-08,3.99222384e-06,5.47921741e-10,1.74911159e-05,5.12280047e-12,0.0097846522,2.14063599e-06,0.000737607408,7.2737113e-08,0.000435318355,6.59948228e-08,0.000372307302,0,2.3603405e-06,0.00611191619,0,2.36485377e-06,0.000405296768,0,1.75279042e-06,9.05467077e-06,0,5.93453175e-09,0.000122880024,6.38176017e-11,0,1.27268083e-05,4.01311559e-05,0.0656775118,0,0,0.00398680352,1.58749531e-08,0.00192009718,0,0,4.74684571e-07,0.0386055555,0,0,1.68405555e-07,0.0352018688,0,0,5.18329263e-06,0.0887211213,0,0,3.38391881e-07
5504.387,0.00205121269,0,0.00558407951,0.000328160633,0,0,0.0271672775,6.73940909e-08,0.000368878599,2.39483627e-10,0.0106254914,2.72340412e-08,3.99222384e-06,5.47020871e-10,1.74909661e-05,5.12487206e-12,0.00978355859,2.1374239e-06,0.000737600114,7.26300667e-08,0.000435300943,6.46175518e-08,0.000383661879,0,2.38854746e-06,0.00610424866,0,2.35963506e-06,0.000423584902,0,1.82087712e-06,9.01896865e-06,0,5.94781117e-09,0.000122829418,6.37202884e-11,0,1.28293561e-05,4.73802742e-05,0.0198195729,0,0,0.00241196961,1.59494229e-08,0.00191653303,0,0,4.76553138e-07,0.0386033997,0,0,1.67962408e-07,0.035199594,0,0,5.17546237e-06,0.0887186834,0,0,3.38903011e-07
5516.736,0.00205118087,0,0.00557783135,0.000328160588,0,0,0.0271670399,6.73703822e-08,0.000368878415,2.39314968e-10,0.0106254145,2.72593536e-08,3.99222384e-06,5.46369991e-10,1.74908579e-05,5.12636879e-12,0.00978276845,2.13510315e-06,0.000737594844,7.25527256e-08,0.000435288945,6.37597331e-08,0.000392293723,0,2.40968839e-06,0.00609889036,0,2.3560991e-06,0.000437644729,0,1.87292989e-06,8.9931738e-06,0,5.95740556e-09,0.000122792815,6.36499787e-11,0,1.29034399e-05,5.13145734e-05,0.0171954462,0,0,0.00144455443,1.60004907e-08,0.00191388457,0,0,4.78128356e-07,0.0386018421,0,0,1.67642234e-07,0.0351979505,0,0,5.16980498e-06,0.088716922,0,0,3.39272302e-07
5531.348,0.00205114321,0,0.00557043818,0.000328160534,0,0,0.0271667588,6.73423288e-08,0.000368878197,2.39115402e-10,0.0106253234,2.72893046e-08,3.99222384e-06,5.45599835e-10,1.74907298e-05,5.12813979e-12,0.00978183352,2.13235713e-06,0.000737588608,7.24612115e-08,0.000435274747,6.2744716e-08,0.000402507385,0,2.43470346e-06,0.00609255014,0,2.35191516e-06,0.000454882247,0,1.93655123e-06,8.9624265e-06,0,5.97074573e-09,0.000122749489,6.35667834e-11,0,1.29911097e-05,4.33081735e-05,0.0290382806,0,0,0.00405107652,1.60570525e-08,0.00191075076,0,0,4.79992238e-07,0.038599999,0,0,1.67263386e-07,0.0351960058,0,0,5.16311087e-06,0.0887148378,0,0,3.39709268e-07
