energy_eV,"Li6(n,elastic)","Li6(n,inelastic)","Li6(n,t)","Li7(n,elastic)","Li7(n,inelastic)","Li7(n,Xt)","Be9(n,elastic)","Be9(n,absorption)","C12(n,elastic)","C12(n,absorption)","C13(n,elastic)","C13(n,absorption)","O16(n,elastic)","O16(n,absorption)","O17(n,elastic)","O17(n,absorption)","O18(n,elastic)","O18(n,absorption)","Si28(n,elastic)","Si28(n,absorption)","Si29(n,elastic)","Si29(n,absorption)","Si30(n,elastic)","Si30(n,absorption)","Fe54(n,elastic)","Fe54(n,inelastic)","Fe54(n,absorption)","Fe56(n,elastic)","Fe56(n,inelastic)","Fe56(n,absorption)","Fe57(n,elastic)","Fe57(n,inelastic)","Fe57(n,absorption)","Fe58(n,elastic)","Fe58(n,inelastic)","Fe58(n,absorption)","U235(n,elastic)","U235(n,inelastic)","U235(n,2n)","U235(n,gamma)","U235(n,fission)","U238(n,elastic)","U238(n,inelastic)","U238(n,2n)","U238(n,gamma)","U238(n,fission)"
1174.023,0.00287608451,0,0.0167957803,0.00273729314,0,0,0.287753252,1.90363002e-06,0.000238532532,9.86061266e-10,3.22942622e-06,4.07915483e-12,0.024418756,3.29449521e-08,9.15130611e-06,2.71644661e-09,4.01815267e-05,1.28822792e-11,0.00279873963,1.28180583e-06,0.000205627864,4.20412158e-08,0.000121833274,2.5006967e-08,0.000621807168,0,6.51926492e-06,0.0732790103,0,0.000387697461,3.66446496e-05,0,1.969716e-06,0.000144799781,0,1.20275091e-07,1.19983931e-08,5.77453866e-16,0,1.34617406e-09,1.04370815e-08,1.34714695e-06,0,0,6.78443637e-08,3.70666648e-12
1176.328,0.00287606602,0,0.0167788681,0.00273729295,0,0,0.287752153,1.90164537e-06,0.00023853214,9.85227733e-10,3.22942591e-06,4.07497088e-12,0.0244187229,3.2968962e-08,9.15130607e-06,2.71381735e-09,4.01814789e-05,1.28770939e-11,0.00279869721,1.28051341e-06,0.000205627588,4.19989002e-08,0.000121832841,2.49818017e-08,0.000620918471,0,6.51587369e-06,0.0732408564,0,0.000330393942,3.65330456e-05,0,1.96875569e-06,0.000144736972,0,1.165541e-07,1.21645885e-08,5.7886667e-16,0,2.03985368e-09,1.03083558e-08,5.84276419e-06,0,0,2.53318198e-06,2.49244338e-12
1178.362,0.00287604971,0,0.0167639443,0.00273729278,0,0,0.287751184,1.89989406e-06,0.000238531794,9.84492199e-10,3.22942563e-06,4.07127885e-12,0.0244186936,3.2990149e-08,9.15130603e-06,2.71149721e-09,4.01814367e-05,1.28725183e-11,0.00279865978,1.27937295e-06,0.000205627346,4.19615596e-08,0.00012183246,2.49595951e-08,0.000620134258,0,6.51288117e-06,0.0732085082,0,0.000291570199,3.64345629e-05,0,1.96790829e-06,0.000144681614,0,1.14330656e-07,1.15866897e-08,5.80113436e-16,0,2.18244238e-09,4.00771346e-09,6.39015029e-06,0,0,1.52220608e-06,2.06735931e-12
1180.715,0.00287603084,0,0.0167466799,0.00273729259,0,0,0.287750063,1.89786808e-06,0.000238531394,9.83641308e-10,3.22942532e-06,4.06700777e-12,0.0244186598,3.30146588e-08,9.15130598e-06,2.7088132e-09,4.01813879e-05,1.28672251e-11,0.00279861648,1.27805362e-06,0.000205627065,4.19183628e-08,0.000121832018,2.49339057e-08,0.000619227054,0,6.50941932e-06,0.0731721822,0,0.000256245123,3.63206347e-05,0,1.96692799e-06,0.000144617652,0,1.12330494e-07,1.07016116e-08,5.81555705e-16,0,2.35452504e-09,6.00114047e-09,1.94314658e-06,0,0,1.49160971e-08,1.84980386e-12
1184.484,0.00287600062,0,0.016719026,0.00273729228,0,0,0.287748266,1.89462289e-06,0.000238530753,9.82278364e-10,3.22942481e-06,4.06016643e-12,0.0244186055,3.30539183e-08,9.15130591e-06,2.70451399e-09,4.01813098e-05,1.28587465e-11,0.00279854713,1.27594033e-06,0.000205626615,4.18491708e-08,0.000121831311,2.48927569e-08,0.000617773909,0,6.50387418e-06,0.073115762,0,0.000214820495,3.61381463e-05,0,1.96535776e-06,0.000144515286,0,1.09767018e-07,1.22310036e-08,5.83865873e-16,0,6.96497534e-09,8.15372106e-09,1.5950506e-06,0,0,1.36042247e-08,1.70602963e-12
1188.164,0.0028759711,0,0.0166923956,0.00273729201,0,0,0.287746513,1.89145434e-06,0.000238530126,9.80947605e-10,3.22942431e-06,4.05348664e-12,0.0244185526,3.30922507e-08,9.15130584e-06,2.7003163e-09,4.01812352e-05,1.28504878e-11,0.00279847941,1.27387695e-06,0.000205626176,4.1782766e-08,0.00012183062,2.48532727e-08,0.000616355078,0,6.49845998e-06,0.0730620165,0,0.000185604123,3.59599672e-05,0,1.96382461e-06,0.000144415507,0,1.07952511e-07,1.1507377e-08,5.8612156e-16,0,2.48952993e-09,1.08344048e-08,1.39348402e-06,0,0,1.18585674e-08,1.71298442e-12
1192.053,0.00287593991,0,0.0166660308,0.00273729185,0,0,0.287744659,1.88810583e-06,0.000238529465,9.79541266e-10,3.22942378e-06,4.04642749e-12,0.0244184967,3.31327601e-08,9.15130576e-06,2.69588021e-09,4.01811581e-05,1.28417786e-11,0.00279840785,1.27169639e-06,0.00020562571,4.17181259e-08,0.000121829892,2.48148726e-08,0.000614855666,0,6.49273829e-06,0.0730062464,0,0.000162904559,3.57716686e-05,0,1.96220439e-06,0.000144310161,0,1.06381134e-07,1.07812395e-08,5.88505256e-16,0,2.4672391e-09,6.06175268e-09,1.03540914e-06,0,0,6.04638609e-08,1.84226633e-12
1194.638,0.00287591918,0,0.0166485062,0.00273729174,0,0,0.287743427,1.88588009e-06,0.000238529025,9.7860648e-10,3.22942343e-06,4.0417353e-12,0.0244184595,3.31596866e-08,9.15130571e-06,2.69293156e-09,4.01811068e-05,1.28359896e-11,0.00279836028,1.27024697e-06,0.0002056254,4.16751599e-08,0.000121829407,2.47893482e-08,0.000613859014,0,6.48893511e-06,0.0729695879,0,0.000150981,3.56465074e-05,0,1.96112743e-06,0.000144240362,0,1.05756877e-07,1.11684239e-08,5.90089741e-16,0,1.70293454e-09,5.95350059e-09,1.40908966e-05,0,0,3.47653765e-06,1.96719995e-12
1196.976,0.00287590043,0,0.0166326561,0.00273729164,0,0,0.287742313,1.88386703e-06,0.000238528627,9.77761013e-10,3.22942312e-06,4.03749145e-12,0.0244184258,3.31840402e-08,9.15130567e-06,2.69026466e-09,4.01810604e-05,1.28307538e-11,0.00279831726,1.26893606e-06,0.000205625121,4.16362993e-08,0.000121828969,2.47662627e-08,0.000612957594,0,6.48549533e-06,0.0729366808,0,0.000141994307,3.55333056e-05,0,1.96015338e-06,0.000144177233,0,1.05192268e-07,1.01505108e-08,5.91522765e-16,0,2.06235172e-09,6.69600726e-09,3.48989552e-06,0,0,2.39244914e-07,2.29255929e-12
1200,0.00287587618,0,0.0166121554,0.00273729152,0,0,0.287740872,1.8812633e-06,0.000238528113,9.76667476e-10,3.22942271e-06,4.03200241e-12,0.0244183824,3.32155394e-08,9.15130561e-06,2.68681525e-09,4.01810005e-05,1.28239817e-11,0.00279826161,1.2672405e-06,0.000205624758,4.15860366e-08,0.000121828403,2.47364036e-08,0.000611791685,0,6.48104628e-06,0.0728943917,0,0.000132237559,3.53868888e-05,0,1.95889353e-06,0.000144095581,0,1.04461995e-07,1.22062337e-08,5.93376322e-16,0,6.33106681e-09,1.34360385e-08,1.89447231e-06,0,0,2.19034761e-08,2.96924792e-12
1203.174,0.00287585073,0,0.0165906378,0.00273729139,0,0,0.287739359,1.87853042e-06,0.000238527573,9.75519695e-10,3.22942228e-06,4.02624109e-12,0.0244183367,3.32486011e-08,9.15130554e-06,2.68319474e-09,4.01809363e-05,1.28168738e-11,0.0027982032,1.26546083e-06,0.000205624378,4.15332806e-08,0.000121827808,2.47050634e-08,0.000610567943,0,6.47637653e-06,0.0728502886,0,0.000123791018,3.52332093e-05,0,1.95757119e-06,0.000144009878,0,1.03695499e-07,1.18693895e-08,5.95321836e-16,0,1.84618517e-09,5.57763834e-09,1.6970001e-06,0,0,2.57337517e-08,4.75479139e-12
1206.63,0.00287582301,0,0.0165672084,0.00273729124,0,0,0.287737712,1.87555474e-06,0.000238526985,9.74269938e-10,3.22942181e-06,4.01996789e-12,0.024418287,3.32846003e-08,9.15130548e-06,2.67925256e-09,4.01808662e-05,1.28091344e-11,0.00279813962,1.26359841e-06,0.000205623964,4.14758375e-08,0.00012182716,2.46709387e-08,0.000609235475,0,6.47129189e-06,0.0728024995,0,0.000115982686,3.50658758e-05,0,1.95613136e-06,0.000143916856,0,1.0307977e-07,1.57018415e-08,5.97440192e-16,0,5.36486686e-09,5.35677794e-09,1.57227271e-06,0,0,2.70871432e-09,1.40244142e-11
1209.73,0.00287579815,0,0.0165461925,0.00273729111,0,0,0.287736235,1.87288557e-06,0.000238526457,9.73148918e-10,3.22942139e-06,4.01434089e-12,0.0244182424,3.33168912e-08,9.15130542e-06,2.67571646e-09,4.01808033e-05,1.28021922e-11,0.00279808262,1.262067e-06,0.000205623593,4.14243115e-08,0.00012182658,2.46403292e-08,0.000608040264,0,6.46673102e-06,0.0727598258,0,0.000110060128,3.49157792e-05,0,1.95483984e-06,0.000143833519,0,1.0260462e-07,1.105288e-08,5.99340258e-16,0,5.57821389e-10,1.39893997e-09,1.60335581e-06,0,0,4.44634352e-07,6.67508128e-09
1212.689,0.00287577442,0,0.0165261325,0.00273729099,0,0,0.287734825,1.87033782e-06,0.000238525954,9.72078885e-10,3.22942099e-06,4.00896983e-12,0.0244181998,3.33477134e-08,9.15130536e-06,2.6723412e-09,4.01807433e-05,1.27955658e-11,0.00279802822,1.26060524e-06,0.000205623239,4.13751291e-08,0.000121826025,2.46111119e-08,0.000606899416,0,6.46237759e-06,0.0727192868,0,0.000105363625,3.47725097e-05,0,1.95360707e-06,0.000143753973,0,1.02151081e-07,9.77588518e-09,6.01153951e-16,0,1.96213604e-09,1.1815897e-08,1.80651654e-06,0,0,2.5713055e-07,3.8524067e-09
1215.209,0.00287575421,0,0.0165090485,0.00273729089,0,0,0.287733624,1.86816804e-06,0.000238525525,9.71167604e-10,3.22942065e-06,4.00439563e-12,0.0244181636,3.33739627e-08,9.15130531e-06,2.6694667e-09,4.01806922e-05,1.27899225e-11,0.00279798188,1.25936035e-06,0.000205622937,4.13332435e-08,0.000121825553,2.45862293e-08,0.000605927825,0,6.45867004e-06,0.0726848599,0,0.00010180872,3.46504957e-05,0,1.9525572e-06,0.000143686228,0,1.0176483e-07,1.23210921e-08,6.02698567e-16,0,1.45645673e-09,1.23375013e-08,1.53237606e-06,0,0,1.31234042e-08,1.77913148e-11
1219.273,0.00287572162,0,0.0164814973,0.00273729072,0,0,0.287731687,1.86466886e-06,0.000238524834,9.69697982e-10,3.2294201e-06,3.99701882e-12,0.0244181051,3.34162951e-08,9.15130523e-06,2.66483099e-09,4.01806097e-05,1.27808215e-11,0.00279790716,1.25735271e-06,0.000205622451,4.12656946e-08,0.000121824791,2.45461012e-08,0.000604360942,0,6.45269089e-06,0.0726295201,0,9.68141642e-05,3.44537239e-05,0,1.95086406e-06,0.000143577304,0,1.01251202e-07,1.04921742e-08,6.05189598e-16,0,2.48565325e-09,4.66715518e-09,1.44802405e-06,0,0,8.16266783e-08,5.12090996e-12
1222.155,0.0028756985,0,0.0164619593,0.0027372906,0,0,0.287730314,1.8621874e-06,0.000238524343,9.68655795e-10,3.22941971e-06,3.99178753e-12,0.0244180637,3.34463152e-08,9.15130517e-06,2.66154356e-09,4.01805513e-05,1.27743675e-11,0.00279785416,1.25592899e-06,0.000205622105,4.12177921e-08,0.000121824251,2.45176442e-08,0.000603249781,0,6.44845075e-06,0.0725904175,0,9.37817036e-05,3.43141825e-05,0,1.94966337e-06,0.000143500174,0,1.00925508e-07,1.04325617e-08,6.06956117e-16,0,2.01195937e-09,5.38129888e-09,1.39703661e-06,0,0,4.07704212e-09,3.48319995e-12
1226.869,0.0028756607,0,0.0164300015,0.0027372904,0,0,0.287728067,1.85812855e-06,0.000238523541,9.6695112e-10,3.22941908e-06,3.98323086e-12,0.0244179959,3.34954182e-08,9.15130508e-06,2.65616641e-09,4.01804556e-05,1.27638109e-11,0.00279776749,1.25360025e-06,0.000205621541,4.11394394e-08,0.000121823368,2.4471098e-08,0.000601432289,0,6.44151528e-06,0.0725266633,0,8.94846722e-05,3.40859389e-05,0,1.94769944e-06,0.000143374016,0,1.00392782e-07,1.16514648e-08,6.09845514e-16,0,3.54518502e-09,4.17542558e-09,1.31090148e-06,0,0,1.9427243e-09,2.4992372e-12
1230.185,0.00287563411,0,0.0164075212,0.00273729026,0,0,0.287726487,1.85527341e-06,0.000238522977,9.6575199e-10,3.22941863e-06,3.97721179e-12,0.0244179482,3.3529959e-08,9.15130502e-06,2.65238392e-09,4.01803886e-05,1.2756385e-11,0.00279770652,1.25196213e-06,0.000205621144,4.10843232e-08,0.000121822747,2.44383557e-08,0.000600153798,0,6.43663662e-06,0.0724819686,0,8.69075964e-05,3.3925384e-05,0,1.94631794e-06,0.000143285501,0,1.00049856e-07,1.13664405e-08,6.11878025e-16,0,3.31448266e-09,9.85986681e-09,1.23615914e-06,0,0,8.60118677e-08,2.20548492e-12
1233,0.00287561153,0,0.0163884374,0.00273729015,0,0,0.287725145,1.85284963e-06,0.000238522498,9.64734031e-10,3.22941825e-06,3.97210211e-12,0.0244179077,3.35592812e-08,9.15130496e-06,2.64917292e-09,4.01803321e-05,1.2750081e-11,0.00279765476,1.2505715e-06,0.000205620807,4.10375343e-08,0.000121822219,2.44105602e-08,0.00059906847,0,6.43249505e-06,0.0724441393,0,8.4991639e-05,3.37890866e-05,0,1.94514516e-06,0.000143210694,0,9.98053218e-08,1.09123833e-08,6.1360351e-16,0,2.84895832e-09,6.51804538e-09,1.15142227e-06,0,0,9.21588632e-08,2.05832426e-12
1235.986,0.00287558758,0,0.0163681943,0.00273729002,0,0,0.287723722,1.85027863e-06,0.00023852199,9.63654235e-10,3.22941785e-06,3.96668204e-12,0.0244178647,3.35903847e-08,9.1513049e-06,2.64576686e-09,4.01802722e-05,1.27433941e-11,0.00279759985,1.24909641e-06,0.000205620449,4.09879031e-08,0.00012182166,2.43810763e-08,0.000597917211,0,6.4281019e-06,0.0724040577,0,8.30661556e-05,3.36445097e-05,0,1.94390114e-06,0.000143131342,0,9.9545933e-08,1.18360302e-08,6.1543376e-16,0,5.27179632e-09,6.68267606e-09,1.01915787e-06,0,0,7.07365309e-09,1.95811092e-12
1240.77,0.00287554922,0,0.016335762,0.00273728983,0,0,0.287721442,1.84615951e-06,0.000238521176,9.61924247e-10,3.2294172e-06,3.95799831e-12,0.0244177959,3.36402168e-08,9.15130481e-06,2.64030986e-09,4.01801763e-05,1.27326806e-11,0.00279751189,1.24673309e-06,0.000205619876,4.09083869e-08,0.000121820763,2.43338389e-08,0.000596072731,0,6.42106344e-06,0.0723400576,0,8.04001354e-05,3.34196699e-05,0,1.94256823e-06,0.00014300421,0,9.9130355e-08,1.17167589e-08,6.18366072e-16,0,2.85890947e-09,5.87981888e-09,5.55638962e-07,0,0,2.49840909e-08,1.86473275e-12
1242.994,0.00287553138,0,0.0163206848,0.00273728973,0,0,0.287720382,1.8442446e-06,0.000238520798,9.61120005e-10,3.2294169e-06,3.9539614e-12,0.0244177639,3.36633829e-08,9.15130476e-06,2.63777299e-09,4.01801316e-05,1.27277002e-11,0.002797471,1.24563442e-06,0.00020561961,4.08714212e-08,0.000121820347,2.43118791e-08,0.000595215263,0,6.41779138e-06,0.0723104039,0,7.93275502e-05,3.33151919e-05,0,1.94195307e-06,0.000142945108,0,9.89371598e-08,1.13700662e-08,6.1972924e-16,0,4.59064475e-09,6.64234901e-09,1.89188568e-06,0,0,3.01741277e-07,1.83548633e-12
1245.25,0.00287551329,0,0.0163053906,0.00273728964,0,0,0.287719307,1.84230214e-06,0.000238520414,9.60304192e-10,3.22941659e-06,3.94986639e-12,0.0244177315,3.36868824e-08,9.15130472e-06,2.63519963e-09,4.01800864e-05,1.2722648e-11,0.00279742951,1.24451994e-06,0.00020561934,4.08339236e-08,0.000121819924,2.42896032e-08,0.000594345458,0,6.41447224e-06,0.0722803263,0,7.82440629e-05,3.32092107e-05,0,1.94132907e-06,0.000142885156,0,9.87411849e-08,1.09521491e-08,6.21112099e-16,0,1.77975738e-09,4.79770106e-09,4.04266625e-05,0,0,3.5577019e-06,1.77699797e-12
1247.886,0.00287549215,0,0.0162875203,0.00273728953,0,0,0.287718051,1.84003249e-06,0.000238519965,9.59350963e-10,3.22941624e-06,3.94508163e-12,0.0244176935,3.37143401e-08,9.15130467e-06,2.6321928e-09,4.01800335e-05,1.27167449e-11,0.00279738105,1.24321775e-06,0.000205619024,4.07901099e-08,0.00012181943,2.42635753e-08,0.000593329143,0,6.41059403e-06,0.072245272,0,7.71141138e-05,3.30853779e-05,0,1.94059995e-06,0.000142815106,0,9.85122001e-08,1.09841801e-08,6.22727811e-16,0,2.52462041e-09,8.63018604e-09,5.48382146e-06,0,0,1.54515783e-07,1.80321098e-12
1250.962,0.00287546748,0,0.0162673479,0.00273728947,0,0,0.287716585,1.83760042e-06,0.000238519442,9.58326072e-10,3.22941582e-06,3.93995513e-12,0.0244176493,3.37454646e-08,9.15130463e-06,2.62879388e-09,4.01799718e-05,1.27098564e-11,0.00279732449,1.24169819e-06,0.000205618657,4.07406681e-08,0.000121818853,2.42342064e-08,0.000592148366,0,6.40639698e-06,0.0722044026,0,7.58477384e-05,3.29408751e-05,0,1.93974914e-06,0.000142733362,0,9.82449931e-08,1.09012144e-08,6.24613211e-16,0,1.58193561e-09,5.5497548e-09,2.54656362e-06,0,0,1.17541714e-07,1.79461317e-12
1254.298,0.00287544073,0,0.016247093,0.00273728947,0,0,0.287714997,1.83547861e-06,0.000238518876,9.57422971e-10,3.22941537e-06,3.93548427e-12,0.0244176013,3.37770362e-08,9.15130463e-06,2.62536934e-09,4.01799049e-05,1.27023856e-11,0.00279726315,1.24005019e-06,0.000205618259,4.06910634e-08,0.000121818225,2.42047474e-08,0.000590880131,0,6.40262808e-06,0.0721602198,0,7.46438307e-05,3.27841581e-05,0,1.9388264e-06,0.000142644873,0,9.7963339e-08,1.1378801e-08,6.26658028e-16,0,2.48744499e-09,5.78862839e-09,2.07104267e-06,0,0,9.0549823e-09,1.79016651e-12
1259.455,0.00287539937,0,0.0162157818,0.00273728947,0,0,0.287712543,1.83219859e-06,0.000238518001,9.56026899e-10,3.22941467e-06,3.92857295e-12,0.0244175272,3.38258415e-08,9.15130463e-06,2.62007548e-09,4.01798014e-05,1.26908369e-11,0.00279716833,1.2375026e-06,0.000205617645,4.06143814e-08,0.000121817255,2.41592078e-08,0.000588919613,0,6.39680188e-06,0.0720920766,0,7.2940327e-05,3.25418951e-05,0,1.93739998e-06,0.000142509469,0,9.75974936e-08,1.08088876e-08,6.29818977e-16,0,1.41442192e-09,4.55348226e-09,1.76627963e-06,0,0,8.72817819e-09,1.7926664e-12
1263.962,0.00287536322,0,0.0161884171,0.00273728947,0,0,0.287710397,1.82933198e-06,0.000238517236,9.54806792e-10,3.22941406e-06,3.92253274e-12,0.0244174624,3.38684952e-08,9.15130463e-06,2.61544886e-09,4.0179711e-05,1.26807438e-11,0.00279708546,1.23527612e-06,0.000205617108,4.05473645e-08,0.000121816407,2.4119408e-08,0.000587206203,0,6.39171003e-06,0.0720327674,0,7.16668829e-05,3.23301675e-05,0,1.93615335e-06,0.000142391133,0,9.72777601e-08,1.12188399e-08,6.3258154e-16,0,1.644068e-09,5.93246868e-09,1.51985821e-06,0,0,1.14915219e-08,1.80140212e-12
1266.922,0.00287533949,0,0.0161704452,0.00273728947,0,0,0.287708988,1.82744932e-06,0.000238516733,9.54005479e-10,3.22941366e-06,3.9185658e-12,0.0244174199,3.38965083e-08,9.15130463e-06,2.6124103e-09,4.01796516e-05,1.26741151e-11,0.00279703103,1.23381387e-06,0.000205616755,4.05033508e-08,0.00012181585,2.40932693e-08,0.00058608091,0,6.38836592e-06,0.0719938647,0,7.08719024e-05,3.21911141e-05,0,1.93533462e-06,0.000142313414,0,9.70677731e-08,9.94388792e-09,6.34395859e-16,0,1.83160034e-09,3.01562992e-09,4.10271553e-06,0,0,2.17997624e-06,1.80688983e-12
1269.662,0.00287531751,0,0.016153809,0.00273728947,0,0,0.287707684,1.82570659e-06,0.000238516268,9.53263723e-10,3.22941329e-06,3.9148937e-12,0.0244173805,3.39224394e-08,9.15130463e-06,2.60959758e-09,4.01795967e-05,1.26679791e-11,0.00279698065,1.2324603e-06,0.000205616429,4.04626084e-08,0.000121815334,2.40690733e-08,0.000585039254,0,6.38527036e-06,0.0719578534,0,7.01360084e-05,3.20623957e-05,0,1.93457674e-06,0.000142241472,0,9.68733933e-08,9.92973023e-09,6.36075324e-16,0,1.49759465e-09,7.47721784e-09,1.94390874e-06,0,0,9.31827779e-08,1.8183089e-12
1272.162,0.00287529746,0,0.01613863,0.00273728947,0,0,0.287706494,1.8241165e-06,0.000238515844,9.52586938e-10,3.22941296e-06,3.91154324e-12,0.0244173445,3.39460991e-08,9.15130463e-06,2.60703123e-09,4.01795465e-05,1.26623805e-11,0.00279693468,1.23122528e-06,0.000205616131,4.04254346e-08,0.000121814864,2.40469967e-08,0.000584088838,0,6.38244595e-06,0.0719251169,0,6.95426919e-05,3.19449519e-05,0,1.93388524e-06,0.000142175832,0,9.66960395e-08,1.10343372e-08,6.37607669e-16,0,5.97555449e-09,1.16400094e-08,2.62801571e-06,0,0,1.17460904e-06,1.82630774e-12
1274.661,0.00287527742,0,0.0161234571,0.00273728947,0,0,0.287705304,1.82252705e-06,0.00023851542,9.51910424e-10,3.22941262e-06,3.90819412e-12,0.0244173086,3.39697494e-08,9.15130463e-06,2.60446591e-09,4.01794964e-05,1.26567841e-11,0.00279688873,1.22999077e-06,0.000205615833,4.03882757e-08,0.000121814394,2.40249289e-08,0.000583138802,0,6.37962267e-06,0.071892474,0,6.90018455e-05,3.18275551e-05,0,1.93319402e-06,0.000142110218,0,9.65187566e-08,1.27614314e-08,6.39139412e-16,0,3.42215466e-09,1.01980509e-08,2.86718975e-06,0,0,6.52313256e-07,1.83658008e-12
1276.779,0.00287526043,0,0.0161105975,0.00273728947,0,0,0.287704296,1.82117993e-06,0.00023851506,9.51337052e-10,3.22941233e-06,3.90535561e-12,0.0244172782,3.39897939e-08,9.15130463e-06,2.6022917e-09,4.01794539e-05,1.2652041e-11,0.00279684979,1.22894446e-06,0.000205615581,4.03567821e-08,0.000121813995,2.40062256e-08,0.000582333609,0,6.37722982e-06,0.0718648078,0,6.85434571e-05,3.17294463e-05,0,1.93277018e-06,0.000142054607,0,9.63685025e-08,1.10976749e-08,6.40437616e-16,0,1.73487218e-09,3.25234689e-09,1.87243526e-06,0,0,1.61615293e-07,1.84598847e-12
1280.315,0.00287523208,0,0.0160891283,0.00273728947,0,0,0.287702613,1.81893091e-06,0.00023851446,9.50379808e-10,3.22941185e-06,3.90061672e-12,0.0244172273,3.40232582e-08,9.15130463e-06,2.59866185e-09,4.0179383e-05,1.26441224e-11,0.00279678477,1.22719766e-06,0.000205615159,4.03042036e-08,0.00012181333,2.39750004e-08,0.000580989341,0,6.37323497e-06,0.0718186192,0,6.77781779e-05,3.15668918e-05,0,1.9322069e-06,0.000141962162,0,9.61281913e-08,1.16994231e-08,6.42605003e-16,0,3.51380461e-09,1.01326448e-08,1.7276513e-06,0,0,2.00673331e-08,1.86155979e-12
1284.235,0.00287520064,0,0.0160653276,0.00273728922,0,0,0.287700747,1.81643766e-06,0.000238513794,9.49318609e-10,3.22941132e-06,3.8953632e-12,0.024417171,3.40603567e-08,9.15130463e-06,2.59463782e-09,4.01793043e-05,1.26353439e-11,0.0027967127,1.22526116e-06,0.000205614692,4.02459151e-08,0.000121812592,2.39403843e-08,0.000579499089,0,6.36880629e-06,0.0717676878,0,6.70625331e-05,3.13866842e-05,0,1.93158245e-06,0.000141860147,0,9.58742579e-08,1.16578766e-08,6.45007734e-16,0,2.02862852e-09,7.39201967e-09,1.66160835e-06,0,0,7.40192329e-09,1.87990112e-12
1288.536,0.00287516615,0,0.0160392137,0.00273728886,0,0,0.2876987,1.81370208e-06,0.000238513064,9.48154269e-10,3.22941074e-06,3.88959907e-12,0.0244171091,3.41010609e-08,9.15130463e-06,2.59022267e-09,4.01792176e-05,1.26257352e-11,0.00279663361,1.22313645e-06,0.00020561418,4.01819614e-08,0.000121811783,2.39024037e-08,0.000577863993,0,6.36394717e-06,0.0717118306,0,6.62891845e-05,3.11889616e-05,0,1.93089731e-06,0.000141748217,0,9.55956437e-08,1.02202038e-08,6.47644048e-16,0,1.89316406e-09,3.04888938e-09,1.61429576e-06,0,0,1.16040969e-08,1.90109239e-12
1292.573,0.00287513377,0,0.0160147027,0.00273728853,0,0,0.287696778,1.81113441e-06,0.000238512379,9.47061397e-10,3.2294102e-06,3.88418875e-12,0.0244170511,3.41392666e-08,9.15130463e-06,2.58607853e-09,4.01791357e-05,1.26167401e-11,0.00279655938,1.22114215e-06,0.000205613699,4.01219332e-08,0.000121811023,2.38667543e-08,0.000576329261,0,6.35938631e-06,0.0716595723,0,6.56247923e-05,3.10033755e-05,0,1.93025422e-06,0.000141643158,0,9.53341312e-08,1.07536652e-08,6.50118494e-16,0,1.88514847e-09,6.1352253e-09,1.57762192e-06,0,0,1.12925272e-09,1.92181267e-12
1296.386,0.00287510319,0,0.0159915517,0.00273728821,0,0,0.287694963,1.80870921e-06,0.000238511732,9.46029165e-10,3.22940968e-06,3.87907863e-12,0.0244169963,3.41753524e-08,9.15130463e-06,2.58216433e-09,4.01790583e-05,1.26082441e-11,0.00279648927,1.21925851e-06,0.000205613245,4.00652358e-08,0.000121810306,2.38330831e-08,0.000574879686,0,6.35507851e-06,0.0716103749,0,6.50553696e-05,3.08280869e-05,0,1.92964682e-06,0.000141543928,0,9.50871291e-08,1.05099168e-08,6.52455633e-16,0,4.41229515e-09,1.19007393e-08,1.52941289e-06,0,0,3.02433221e-08,1.9419822e-12
1299.4,0.00287507902,0,0.0159732519,0.00273728797,0,0,0.287693528,1.8067922e-06,0.00023851122,9.45213233e-10,3.22940927e-06,3.87503932e-12,0.024416953,3.42038766e-08,9.15130463e-06,2.57907034e-09,4.01789972e-05,1.26015285e-11,0.00279643386,1.21776958e-06,0.000205612886,4.00204191e-08,0.000121809738,2.38064675e-08,0.000573733865,0,6.3516734e-06,0.0715714866,0,6.46052673e-05,3.06895294e-05,0,1.92916669e-06,0.000141465491,0,9.48918854e-08,1.21051629e-08,6.54303008e-16,0,1.30460515e-09,1.15441713e-08,1.66907958e-06,0,0,4.82227781e-07,1.95812243e-12
1303.358,0.00287504728,0,0.0159492205,0.00273728764,0,0,0.287691644,1.80427478e-06,0.000238510549,9.44141748e-10,3.22940874e-06,3.86973487e-12,0.0244168961,3.42413347e-08,9.15130463e-06,2.57500729e-09,4.01789169e-05,1.25927094e-11,0.00279636108,1.21581431e-06,0.000205612414,3.99615657e-08,0.000121808994,2.37715158e-08,0.000572229166,0,6.34720179e-06,0.0715205893,0,6.4064085e-05,3.05075749e-05,0,1.92853619e-06,0.000141362487,0,9.46354904e-08,1.03700131e-08,6.56729084e-16,0,1.78614933e-09,5.11365893e-09,1.5473543e-06,0,0,7.58065754e-10,1.98010881e-12
