energy_eV,"Li6(n,elastic)","Li6(n,inelastic)","Li6(n,t)","Li7(n,elastic)","Li7(n,inelastic)","Li7(n,Xt)","Be9(n,elastic)","Be9(n,absorption)","C12(n,elastic)","C12(n,absorption)","C13(n,elastic)","C13(n,absorption)","O16(n,elastic)","O16(n,absorption)","O17(n,elastic)","O17(n,absorption)","O18(n,elastic)","O18(n,absorption)","Si28(n,elastic)","Si28(n,absorption)","Si29(n,elastic)","Si29(n,absorption)","Si30(n,elastic)","Si30(n,absorption)","Fe54(n,elastic)","Fe54(n,inelastic)","Fe54(n,absorption)","Fe56(n,elastic)","Fe56(n,inelastic)","Fe56(n,absorption)","Fe57(n,elastic)","Fe57(n,inelastic)","Fe57(n,absorption)","Fe58(n,elastic)","Fe58(n,inelastic)","Fe58(n,absorption)","U235(n,elastic)","U235(n,inelastic)","U235(n,2n)","U235(n,gamma)","U235(n,fission)","U238(n,elastic)","U238(n,inelastic)","U238(n,2n)","U238(n,gamma)","U238(n,fission)"
8107.144,0.00284217654,0,0.00641035418,0.00273708251,0,0,0.284456124,7.661322e-07,0.000237361654,5.55943191e-10,3.22851781e-06,1.87865841e-12,0.0243194357,7.4654332e-08,9.15128995e-06,1.03243242e-09,4.00418893e-05,1.24707611e-11,0.00267443162,4.93918109e-07,0.000204804177,1.72119108e-08,0.000120527274,1.01065146e-08,0.14872592,0,0.000159430289,0.0383193792,0,1.35378547e-05,0.0013063908,0,2.09855543e-06,1.75632335e-05,0,1.14216182e-07,1.10178345e-08,9.968209e-15,0,1.20028957e-09,2.77563336e-09,8.61811629e-06,0,0,2.78972635e-07,2.3531034e-12
8124.496,0.00284211441,0,0.00640318742,0.00273708203,0,0,0.284447874,7.65437303e-07,0.000237358733,5.55758242e-10,3.22851556e-06,1.87774197e-12,0.024319188,7.47358345e-08,9.15128995e-06,1.03134033e-09,4.00415407e-05,1.2475582e-11,0.00267412377,4.93462138e-07,0.000204802125,1.71978396e-08,0.000120523959,1.00936424e-08,0.145867469,0,0.000155218636,0.0382798665,0,1.35209675e-05,0.00128983776,0,2.04642304e-06,1.71501338e-05,0,1.1562978e-07,1.1015237e-08,9.97309335e-15,0,1.20439169e-09,2.70711055e-09,1.5779193e-06,0,0,6.95757951e-08,2.36000876e-12
8142.102,0.00284205136,0,0.00639668515,0.00273708155,0,0,0.284439504,7.64732234e-07,0.00023735577,5.55570586e-10,3.22851328e-06,1.87681211e-12,0.0243189366,7.48185301e-08,9.15128995e-06,1.03023226e-09,4.0041187e-05,1.24804735e-11,0.0026738114,4.92999494e-07,0.000204800044,1.71835625e-08,0.000120520599,1.008297e-08,0.142967177,0,0.000150945333,0.0382397755,0,1.35038332e-05,0.00127368868,0,2.00210325e-06,1.67309871e-05,0,1.1706407e-07,1.10126014e-08,9.9780492e-15,0,1.20855386e-09,2.6375847e-09,4.29715413e-06,0,0,3.53458083e-07,2.3632734e-12
8160.272,0.0028419863,0,0.00638999798,0.00273708105,0,0,0.284430865,7.64004579e-07,0.000237352711,5.55376918e-10,3.22851093e-06,1.87585247e-12,0.0243186772,7.49038748e-08,9.15128995e-06,1.02908869e-09,4.00408221e-05,1.24858254e-11,0.00267348904,4.92522028e-07,0.000204797896,1.7168828e-08,0.000120517132,1.00720282e-08,0.13997292,0,0.000146543664,0.0381984002,0,1.34861499e-05,0.00125716004,0,1.95819176e-06,1.62984133e-05,0,1.18544307e-07,1.10098815e-08,9.9831638e-15,0,1.21284936e-09,2.56583162e-09,1.52833832e-06,0,0,2.83135938e-08,2.36903767e-12
8179.812,0.00284191632,0,0.0063828066,0.00273708051,0,0,0.284421575,7.63222059e-07,0.000237349422,5.55168648e-10,3.22850839e-06,1.87482047e-12,0.0243183982,7.49956544e-08,9.15128995e-06,1.0278589e-09,4.00404304e-05,1.24927298e-11,0.00267314236,4.92008563e-07,0.000204795585,1.71529825e-08,0.000120513404,1.00602615e-08,0.136727348,0,0.000142016798,0.0381539052,0,1.34671333e-05,0.0012401224,0,1.91680507e-06,1.58313173e-05,0,1.2030568e-07,1.10069564e-08,9.98866405e-15,0,1.21746873e-09,2.48866843e-09,1.23481824e-06,0,0,2.54656362e-09,2.37433503e-12
8201.845,0.00284183742,0,0.00637469772,0.0027370799,0,0,0.284411099,7.62339701e-07,0.000237345713,5.54933806e-10,3.22850554e-06,1.8736568e-12,0.0243180836,7.50991436e-08,9.15128995e-06,1.02647221e-09,4.00399887e-05,1.25005152e-11,0.00267275146,4.91429587e-07,0.00020479298,1.71351154e-08,0.0001205092,1.00469935e-08,0.133067692,0,0.000136912375,0.0381037333,0,1.34456905e-05,0.00122105021,0,1.87119855e-06,1.53043705e-05,0,1.22314598e-07,1.10036573e-08,9.99486651e-15,0,1.22267746e-09,2.420203e-09,1.02643204e-06,0,0,8.94269401e-08,2.38027712e-12
8216.315,0.00284178561,0,0.00636937227,0.0027370795,0,0,0.284404219,7.6176022e-07,0.000237343277,5.54779575e-10,3.22850367e-06,1.87289257e-12,0.024317877,7.51671093e-08,9.15128995e-06,1.02556151e-09,4.00396986e-05,1.25056281e-11,0.00267249473,4.91049349e-07,0.000204791269,1.71233813e-08,0.000120506439,1.00382798e-08,0.130668627,0,0.000133575049,0.0380707834,0,1.34316081e-05,0.00120912944,0,1.84462691e-06,1.49583023e-05,0,1.23633938e-07,1.10014883e-08,9.9989413e-15,0,1.22609823e-09,2.42779246e-09,4.58820668e-06,0,0,2.06953444e-07,2.38380528e-12
8229.045,0.00284174002,0,0.00636468721,0.00273707915,0,0,0.284398167,7.6125042e-07,0.000237341134,5.5464389e-10,3.22850202e-06,1.87222024e-12,0.0243176952,7.52269023e-08,9.15128995e-06,1.02476032e-09,4.00394434e-05,1.25101263e-11,0.00267226888,4.90714834e-07,0.000204789764,1.71130582e-08,0.00012050401,1.0030614e-08,0.128605412,0,0.000130800627,0.0380417956,0,1.34192191e-05,0.00119864212,0,1.82125048e-06,1.46538483e-05,0,1.2479463e-07,1.09995802e-08,1.00025261e-14,0,1.22910766e-09,2.4344693e-09,6.1750597e-06,0,0,1.48363268e-07,2.38773596e-12
8256.734,0.00284164087,0,0.00635449672,0.00273707839,0,0,0.284385002,7.60141557e-07,0.000237336473,5.54348763e-10,3.22849843e-06,1.87075785e-12,0.0243172999,7.53569578e-08,9.15128995e-06,1.02301765e-09,4.00388883e-05,1.25199102e-11,0.00267177763,4.89987231e-07,0.000204786491,1.70906045e-08,0.000120498727,1.001394e-08,0.124117715,0,0.000124765988,0.0379787443,0,1.33922718e-05,0.00117648854,0,1.77325998e-06,1.39920172e-05,0,1.27561599e-07,1.09954302e-08,1.00103253e-14,0,1.23565346e-09,2.35955352e-09,1.07987544e-06,0,0,5.14744143e-09,2.39675763e-12
8272.614,0.002841584,0,0.00634865235,0.00273707795,0,0,0.284377452,7.59505609e-07,0.0002373338,5.54179504e-10,3.22849637e-06,1.86991915e-12,0.0243170732,7.54315464e-08,9.15128995e-06,1.02201821e-09,4.003857e-05,1.25255214e-11,0.00267149589,4.89569942e-07,0.000204784613,1.7077727e-08,0.000120495697,1.00043773e-08,0.121556531,0,0.000121333046,0.0379425836,0,1.33768172e-05,0.0011640335,0,1.74682423e-06,1.36124485e-05,0,1.29148492e-07,1.09930509e-08,1.00147984e-14,0,1.23940754e-09,2.29826605e-09,2.31724872e-06,0,0,9.22534448e-08,2.40160469e-12
8292.821,0.00284151164,0,0.0063412155,0.00273707739,0,0,0.284367845,7.58696377e-07,0.000237330399,5.53964124e-10,3.22849375e-06,1.86885192e-12,0.0243167846,7.55264589e-08,9.15128995e-06,1.02080085e-09,4.00381649e-05,1.25326615e-11,0.00267113738,4.89038949e-07,0.000204782224,1.70613406e-08,0.000120491842,9.99220885e-09,0.118434107,0,0.000117269104,0.0378965698,0,1.33571515e-05,0.00114870077,0,1.7151094e-06,1.31294545e-05,0,1.31167783e-07,1.09900251e-08,1.00204815e-14,0,1.2441846e-09,2.62767158e-09,5.03388669e-06,0,0,2.14645544e-07,2.40740223e-12
8322.134,0.00284140667,0,0.00633042733,0.00273707659,0,0,0.284353908,7.57522477e-07,0.000237325464,5.53651687e-10,3.22848996e-06,1.86730377e-12,0.0243163661,7.56641423e-08,9.15128995e-06,1.01909382e-09,4.00375772e-05,1.25430192e-11,0.00267061732,4.88268671e-07,0.000204778758,1.703757e-08,0.000120486249,9.97455693e-09,0.113920328,0,0.000111404091,0.0378298205,0,1.33286237e-05,0.00112694671,0,1.67088512e-06,1.24319942e-05,0,1.34352628e-07,1.09856329e-08,1.0028739e-14,0,1.25111484e-09,2.65416658e-09,1.28380424e-06,0,0,7.54051612e-09,2.4170874e-12
8341.429,0.00284133758,0,0.00632332612,0.00273707606,0,0,0.284344734,7.56749769e-07,0.000237322216,5.53446028e-10,3.22848746e-06,1.8662847e-12,0.0243160906,7.57547712e-08,9.15128995e-06,1.01797019e-09,4.00371904e-05,1.25498371e-11,0.00267027499,4.87761644e-07,0.000204776477,1.70219232e-08,0.000120482567,9.96293772e-09,0.111040794,0,0.000107719994,0.0377858834,0,1.33098456e-05,0.00111318083,0,1.64370939e-06,1.19731293e-05,0,1.36467585e-07,1.09827416e-08,1.00341736e-14,0,1.25567613e-09,2.73545041e-09,1.82923722e-06,0,0,4.03258963e-08,2.42322521e-12
8358.647,0.00284127592,0,0.00631698932,0.00273707558,0,0,0.284336548,7.56060238e-07,0.000237319318,5.53262508e-10,3.22848523e-06,1.86537534e-12,0.0243158448,7.58356443e-08,9.15128995e-06,1.01696751e-09,4.00368452e-05,1.25559211e-11,0.00266996951,4.87309195e-07,0.000204774441,1.70079607e-08,0.000120479282,9.95256926e-09,0.108557321,0,0.000104584647,0.037746913,0,1.32934721e-05,0.00110097841,0,1.61976429e-06,1.15636586e-05,0,1.38354879e-07,1.09801624e-08,1.00390229e-14,0,1.25974623e-09,2.84591353e-09,3.42348991e-06,0,0,2.48170718e-07,2.42852513e-12
8379.121,0.0028412026,0,0.0063094542,0.00273707502,0,0,0.284326813,7.55240314e-07,0.000237315871,5.53044282e-10,3.22848258e-06,1.86429401e-12,0.0243155525,7.59318109e-08,9.15128995e-06,1.01577521e-09,4.00364348e-05,1.25631555e-11,0.00266960626,4.86771185e-07,0.00020477202,1.69913578e-08,0.000120475376,9.94024007e-09,0.105684324,0,0.000100991856,0.0377014605,0,1.32754373e-05,0.001087025,0,1.59337266e-06,1.1080994e-05,0,1.40781492e-07,1.09770968e-08,1.00447839e-14,0,1.26458635e-09,2.68958863e-09,1.65173813e-06,0,0,3.88959435e-08,2.43534478e-12
8400,0.00284112783,0,0.00630177003,0.00273707444,0,0,0.284316887,7.54404171e-07,0.000237312357,5.5282174e-10,3.22847987e-06,1.86319129e-12,0.0243152544,7.60298798e-08,9.15128995e-06,1.01455934e-09,4.00360162e-05,1.25705331e-11,0.00266923583,4.86222534e-07,0.000204769552,1.69744265e-08,0.000120471392,9.927667e-09,0.102805869,0,9.74141604e-05,0.037655109,0,1.32570457e-05,0.00107295225,0,1.56733697e-06,1.05897592e-05,0,1.43298175e-07,1.09739711e-08,1.00506636e-14,0,1.2695224e-09,2.89220136e-09,2.30968824e-06,0,0,1.91814197e-07,2.44200711e-12
8417.512,0.00284106512,0,0.00629532503,0.00273707396,0,0,0.284308561,7.53702866e-07,0.000237309409,5.52635086e-10,3.2284776e-06,1.8622664e-12,0.0243150043,7.61121339e-08,9.15128995e-06,1.01353953e-09,4.00356651e-05,1.2576721e-11,0.00266892514,4.85762359e-07,0.000204767481,1.69602256e-08,0.00012046805,9.91712149e-09,0.100410964,0,9.4444296e-05,0.0376162322,0,1.324162e-05,0.00106154058,0,1.5476949e-06,1.01777421e-05,0,1.45409012e-07,1.09744899e-08,1.01286676e-14,0,1.26469489e-09,2.97508116e-09,1.99884464e-06,0,0,1.30556548e-07,2.4478251e-12
8441.095,0.00284098067,0,0.00628664569,0.00273707331,0,0,0.284297348,7.52758436e-07,0.000237305439,5.52383723e-10,3.22847455e-06,1.86102087e-12,0.0243146676,7.62229035e-08,9.15128995e-06,1.01216619e-09,4.00351924e-05,1.2585054e-11,0.00266850673,4.85142653e-07,0.000204764693,1.69411015e-08,0.000120463551,9.9029201e-09,0.0973955913,0,9.07794561e-05,0.0375638777,0,1.32208465e-05,0.00104636871,0,1.52406285e-06,9.62794481e-06,0,1.48400132e-07,1.09751833e-08,1.02337146e-14,0,1.2581935e-09,3.0122693e-09,1.57103568e-06,0,0,3.70173722e-08,2.45556069e-12
8463.97,0.00284089876,0,0.00627822692,0.00273707268,0,0,0.284286472,7.51842359e-07,0.000237301589,5.52139906e-10,3.22847158e-06,1.85981273e-12,0.024314341,7.63303476e-08,9.15128995e-06,1.01083407e-09,4.00347338e-05,1.25931369e-11,0.00266810089,4.84541551e-07,0.000204761989,1.69225516e-08,0.000120459186,9.88914506e-09,0.0944718974,0,8.72264007e-05,0.0375130951,0,1.32006967e-05,0.00103204633,0,1.50680873e-06,9.09940035e-06,0,1.51440874e-07,1.09758559e-08,1.03356079e-14,0,1.2518873e-09,3.04834099e-09,1.54516551e-06,0,0,1.04493645e-07,2.46308649e-12
8488.39,0.00284081131,0,0.00626923954,0.00273707201,0,0,0.284274862,7.50864409e-07,0.000237297478,5.51879622e-10,3.22846842e-06,1.85852299e-12,0.0243139923,7.64450486e-08,9.15128995e-06,1.00941199e-09,4.00342442e-05,1.26017657e-11,0.00266766764,4.8389985e-07,0.000204759101,1.69027488e-08,0.000120454527,9.87443965e-09,0.0915034403,0,8.36665444e-05,0.0374588825,0,1.31791859e-05,0.00101711018,0,1.51522246e-06,8.53515747e-06,0,1.54686992e-07,1.09765726e-08,1.04443824e-14,0,1.24515521e-09,3.03454239e-09,1.29609906e-06,0,0,5.9501536e-09,2.47118027e-12
8504.146,0.00284075489,0,0.00626344081,0.00273707157,0,0,0.284267371,7.50233427e-07,0.000237294826,5.51711684e-10,3.22846637e-06,1.85769455e-12,0.0243137674,7.65190547e-08,9.15128995e-06,1.00849445e-09,4.00339284e-05,1.26073331e-11,0.0026673881,4.83485819e-07,0.000204757238,1.68899719e-08,0.00012045152,9.86495158e-09,0.0896705529,0,8.14920908e-05,0.037423904,0,1.3165307e-05,0.00100773687,0,1.61857564e-06,8.17639363e-06,0,1.56899188e-07,1.09770324e-08,1.05145621e-14,0,1.24081175e-09,2.72840704e-09,1.67125046e-06,0,0,7.10196918e-08,2.47640855e-12
8521.678,0.00284069211,0,0.00625698844,0.00273707109,0,0,0.284259035,7.49531321e-07,0.000237291874,5.51524817e-10,3.22846408e-06,1.85678426e-12,0.024313517,7.66014027e-08,9.15128995e-06,1.00747348e-09,4.00335769e-05,1.2613528e-11,0.00266707705,4.83025119e-07,0.000204755166,1.68757547e-08,0.000120448175,9.85439403e-09,0.0876928742,0,7.9161809e-05,0.0373849828,0,1.31498637e-05,0.000998012907,0,3.3858405e-05,7.78241709e-06,0,1.59477093e-07,1.09775477e-08,1.05926619e-14,0,1.23597925e-09,2.87355028e-09,1.24074831e-06,0,0,4.60922851e-08,2.48223934e-12
8532.831,0.00284065217,0,0.00625288376,0.00273707078,0,0,0.284253732,7.49084676e-07,0.000237289997,5.51405941e-10,3.22846263e-06,1.85620518e-12,0.0243133578,7.66537885e-08,9.15128995e-06,1.00682399e-09,4.00333533e-05,1.26174689e-11,0.00266687917,4.82732044e-07,0.000204753847,1.68667105e-08,0.000120446047,9.84767783e-09,0.0864666301,0,7.77254117e-05,0.0373602231,0,1.31400394e-05,0.000991638712,0,3.04119145e-05,7.53178851e-06,0,1.6111703e-07,1.09778745e-08,1.06423397e-14,0,1.23290453e-09,2.78926264e-09,5.13762194e-06,0,0,3.26083519e-07,2.48579053e-12
8550.927,0.00284058737,0,0.00624622383,0.00273707029,0,0,0.284245129,7.48359984e-07,0.000237286951,5.51213062e-10,3.22846026e-06,1.85526561e-12,0.0243130994,7.67387856e-08,9.15128995e-06,1.00577018e-09,4.00329905e-05,1.26238631e-11,0.00266655812,4.82256523e-07,0.000204751707,1.6852036e-08,0.000120442595,9.83678065e-09,0.0844770207,0,7.5394824e-05,0.0373200498,0,1.31240992e-05,0.000980915047,0,1.55870274e-06,7.12513785e-06,0,1.63777865e-07,1.09784046e-08,1.07229429e-14,0,1.22791571e-09,2.65250399e-09,1.59834884e-06,0,0,6.16359563e-09,2.49200126e-12
8568.196,0.00284052553,0,0.00623986826,0.00273706981,0,0,0.284236918,7.47668411e-07,0.000237284044,5.51028997e-10,3.22845801e-06,1.85436898e-12,0.0243128529,7.68198983e-08,9.15128995e-06,1.00476453e-09,4.00326443e-05,1.26299651e-11,0.00266625174,4.81802734e-07,0.000204749666,1.68380321e-08,0.0001204393,9.82638147e-09,0.0826291735,0,7.3242865e-05,0.0372817125,0,1.31088875e-05,0.000971332823,0,1.42067785e-06,6.74029385e-06,0,1.66377452e-07,1.09789151e-08,1.07998638e-14,0,1.22315491e-09,2.94274609e-09,1.56233937e-06,0,0,8.41872165e-08,2.49777705e-12
8590.926,0.00284044413,0,0.00623150285,0.00273706918,0,0,0.284226111,7.46758141e-07,0.000237280218,5.50786726e-10,3.22845504e-06,1.8531888e-12,0.0243125283,7.69266613e-08,9.15128995e-06,1.00344086e-09,4.00321887e-05,1.26379967e-11,0.00266584846,4.81205443e-07,0.000204746978,1.68195998e-08,0.000120434963,9.81269375e-09,0.0803055182,0,7.05633449e-05,0.0372312517,0,1.30888655e-05,0.000959016521,0,1.36940989e-06,6.24234306e-06,0,1.69960049e-07,1.09795863e-08,1.09011104e-14,0,1.21688883e-09,2.98231667e-09,1.45383637e-06,0,0,7.519493e-08,2.50538984e-12
8610.396,0.00284037441,0,0.00622433724,0.00273706865,0,0,0.284216854,7.45978424e-07,0.00023727694,5.50579202e-10,3.22845249e-06,1.85217789e-12,0.0243122503,7.70181121e-08,9.15128995e-06,1.00230703e-09,4.00317983e-05,1.26448764e-11,0.00266550303,4.80693816e-07,0.000204744676,1.68038111e-08,0.000120431248,9.80096916e-09,0.0783899577,0,6.83715888e-05,0.0371880282,0,1.3071715e-05,0.000948829414,0,1.34418778e-06,5.8248322e-06,0,1.73178394e-07,1.09801589e-08,1.09878373e-14,0,1.21152148e-09,3.06291979e-09,1.55629238e-06,0,0,2.33612782e-07,2.51192934e-12
8629.178,0.00284030715,0,0.00621742484,0.00273706813,0,0,0.284207924,7.45226259e-07,0.000237273779,5.50379011e-10,3.22845004e-06,1.8512027e-12,0.0243119822,7.71063314e-08,9.15128995e-06,1.00121327e-09,4.00314218e-05,1.2651513e-11,0.00266516981,4.80200269e-07,0.000204742456,1.67885803e-08,0.000120427664,9.78965887e-09,0.0766302177,0,6.63775497e-05,0.037146332,0,1.30551706e-05,0.00093915829,0,1.32347521e-06,5.42500816e-06,0,1.76331647e-07,1.09807085e-08,1.10715015e-14,0,1.20634382e-09,3.1988738e-09,1.23253955e-06,0,0,3.18467032e-09,2.51825946e-12
8646.925,0.0028402436,0,0.00621089334,0.00273706764,0,0,0.284199487,7.44515544e-07,0.000237270791,5.50189852e-10,3.22844772e-06,1.85028125e-12,0.0243117288,7.71896892e-08,9.15128995e-06,1.00017978e-09,4.0031066e-05,1.26577839e-11,0.00266485494,4.79733919e-07,0.000204740357,1.67741888e-08,0.000120424278,9.77897185e-09,0.07496745,0,6.4493394e-05,0.0371069335,0,1.30395379e-05,0.000930020103,0,1.30390404e-06,5.05843921e-06,0,1.79478219e-07,1.09812277e-08,1.11505553e-14,0,1.20145148e-09,3.32733593e-09,1.88190885e-06,0,0,1.11941192e-07,2.52423696e-12
8663.628,0.00284018379,0,0.00620474608,0.00273706718,0,0,0.284191545,7.43846637e-07,0.00023726798,5.50011821e-10,3.22844554e-06,1.849414e-12,0.0243114903,7.72681434e-08,9.15128995e-06,9.99207091e-10,4.00307312e-05,1.26636859e-11,0.0026645586,4.79295003e-07,0.000204738382,1.67606439e-08,0.000120421091,9.76891351e-09,0.0734569787,0,6.27930108e-05,0.0370698527,0,1.30248247e-05,0.000921546435,0,1.28631394e-06,4.71426122e-06,0,1.82451033e-07,1.0981719e-08,1.12249559e-14,0,1.19684702e-09,3.26471268e-09,1.56374143e-06,0,0,1.73760873e-08,2.52987459e-12
8690.469,0.00284008767,0,0.00619486769,0.00273706644,0,0,0.284178784,7.42771733e-07,0.000237263461,5.49725732e-10,3.22844203e-06,1.84802038e-12,0.0243111071,7.73942159e-08,9.15128995e-06,9.97644019e-10,4.00301931e-05,1.26731702e-11,0.00266408239,4.78589684e-07,0.000204735209,1.67388779e-08,0.00012041597,9.7527502e-09,0.0711507442,0,6.02225871e-05,0.0370102655,0,1.30011814e-05,0.000908667942,0,1.26287332e-06,4.17992039e-06,0,1.87485319e-07,1.09825105e-08,1.13445121e-14,0,1.18944789e-09,3.08486183e-09,1.17105363e-06,0,0,9.04150674e-10,2.53894444e-12
8708.811,0.00284002199,0,0.00618811722,0.00273706594,0,0,0.284170063,7.4203719e-07,0.000237260374,5.49530231e-10,3.22843963e-06,1.84706803e-12,0.0243108452,7.74803684e-08,9.15128995e-06,9.96575881e-10,4.00298254e-05,1.26796513e-11,0.00266375697,4.78107699e-07,0.00020473304,1.67240039e-08,0.00012041247,9.74170487e-09,0.0695974033,0,5.84958653e-05,0.0369708948,0,1.29862965e-05,0.000899867326,0,1.24685499e-06,3.82442325e-06,0,1.91049215e-07,1.09830498e-08,1.14262126e-14,0,1.18439152e-09,3.20187384e-09,3.52603036e-06,0,0,9.90836793e-08,2.54506818e-12
8727.293,0.0028399558,0,0.00618131522,0.00273706543,0,0,0.284161276,7.4129704e-07,0.000237257263,5.49333238e-10,3.22843722e-06,1.84610842e-12,0.0243105813,7.75671786e-08,9.15128995e-06,9.95499591e-10,4.00294549e-05,1.26861819e-11,0.00266342907,4.77622035e-07,0.000204730855,1.67090164e-08,0.000120408944,9.73057524e-09,0.0680920433,0,5.68347099e-05,0.0369312525,0,1.29713253e-05,0.000891121562,0,1.23112072e-06,3.47510476e-06,0,1.94750898e-07,1.09835933e-08,1.15085367e-14,0,1.17929655e-09,3.31977896e-09,1.94357486e-06,0,0,2.10904776e-08,2.55141068e-12
8745.265,0.00283989144,0,0.00617470092,0.00273706493,0,0,0.284152731,7.40577313e-07,0.000237254237,5.4914168e-10,3.22843487e-06,1.84517529e-12,0.0243103247,7.76515933e-08,9.15128995e-06,9.94453001e-10,4.00290946e-05,1.26925323e-11,0.00266311022,4.77149773e-07,0.00020472873,1.66944424e-08,0.000120405514,9.71975273e-09,0.0666968378,0,5.53085852e-05,0.0368927042,0,1.29567671e-05,0.000882849472,0,1.21659428e-06,3.14398753e-06,0,1.98452416e-07,1.09841213e-08,1.15885912e-14,0,1.17434217e-09,3.37581651e-09,1.67195404e-06,0,0,4.63782731e-08,2.55750628e-12
8765.024,0.0028398207,0,0.0061679894,0.00273706421,0,0,0.284143339,7.3989739e-07,0.000237250911,5.4895216e-10,3.22843229e-06,1.84414937e-12,0.0243100426,7.77443535e-08,9.15128856e-06,9.93399292e-10,4.00286985e-05,1.26995141e-11,0.00266275966,4.76630552e-07,0.000204726399,1.66822219e-08,0.000120401741,9.70968105e-09,0.065222526,0,5.37071408e-05,0.036850323,0,1.29407615e-05,0.000873754868,0,1.20062343e-06,2.79287863e-06,0,2.02671665e-07,1.09847013e-08,1.16766071e-14,0,1.16889518e-09,3.39204116e-09,1.41032925e-06,0,0,1.56374782e-07,2.56421464e-12
8784.978,0.00283974925,0,0.00616139001,0.00273706343,0,0,0.284133855,7.39246203e-07,0.000237247551,5.4876748e-10,3.22842968e-06,1.84311333e-12,0.0243097577,7.78380139e-08,9.15128673e-06,9.9236604e-10,4.00282984e-05,1.27065649e-11,0.00266240564,4.76106207e-07,0.000204724045,1.66710909e-08,0.000120397929,9.70009144e-09,0.0637575261,0,5.21204783e-05,0.0368075234,0,1.29245979e-05,0.000864669688,0,1.18475724e-06,2.45168015e-06,0,2.07080958e-07,1.09852871e-08,1.17654856e-14,0,1.16339381e-09,3.23806279e-09,1.65926137e-06,0,0,8.19517103e-08,2.57099592e-12
8803.345,0.00283968349,0,0.00615531549,0.00273706271,0,0,0.284125125,7.38646806e-07,0.000237244459,5.48597489e-10,3.22842728e-06,1.84215969e-12,0.0243094954,7.79242253e-08,9.15128504e-06,9.91414965e-10,4.00279302e-05,1.27130548e-11,0.00266207977,4.75623565e-07,0.000204721879,1.66608453e-08,0.00012039442,9.69126452e-09,0.0624402713,0,5.06995736e-05,0.0367681279,0,1.29097198e-05,0.000856843929,0,1.1715726e-06,2.15238458e-06,0,2.11296944e-07,1.09858269e-08,1.18472983e-14,0,1.15833064e-09,2.96041646e-09,1.50392009e-06,0,0,4.96765122e-08,2.57724503e-12
8824.691,0.00283960707,0,0.00614825573,0.00273706187,0,0,0.284114979,7.37950191e-07,0.000237240864,5.48399925e-10,3.22842449e-06,1.84105137e-12,0.0243091907,7.80244195e-08,9.15128307e-06,9.90309632e-10,4.00275023e-05,1.27205974e-11,0.00266170106,4.75062642e-07,0.000204719362,1.66489379e-08,0.000120390342,9.68100593e-09,0.0609980251,0,4.91605335e-05,0.0367223426,0,1.28924286e-05,0.000847748887,0,1.1562495e-06,1.82133652e-06,0,2.16368993e-07,1.09864546e-08,1.19423839e-14,0,1.1524459e-09,3.04210123e-09,1.75340613e-06,0,0,1.52950627e-07,2.58450731e-12
8846.314,0.00283952965,0,0.00614110435,0.00273706102,0,0,0.284104702,7.37244537e-07,0.000237237224,5.48199799e-10,3.22842166e-06,1.83992867e-12,0.0243088819,7.81259139e-08,9.15128109e-06,9.89189956e-10,4.00270688e-05,1.27282379e-11,0.00266131743,4.7449444e-07,0.000204716812,1.6636876e-08,0.000120386211,9.67061422e-09,0.059542743,0,4.76086153e-05,0.0366759632,0,1.2874913e-05,0.000838535821,0,1.14072756e-06,1.50693026e-06,0,2.21714389e-07,1.09870905e-08,1.20386978e-14,0,1.14648526e-09,2.90845723e-09,4.12677405e-06,0,0,3.44313144e-07,2.59184378e-12
8864.401,0.00283946489,0,0.00613512244,0.00273706031,0,0,0.284096105,7.36654277e-07,0.000237234178,5.48032398e-10,3.2284193e-06,1.83898957e-12,0.0243086237,7.82108109e-08,9.15127942e-06,9.8825338e-10,4.00267062e-05,1.27346289e-11,0.00266099653,4.74019156e-07,0.000204714679,1.66267865e-08,0.000120382756,9.66192187e-09,0.0584082672,0,4.64139272e-05,0.0366371683,0,1.28602618e-05,0.000830912176,0,1.12796089e-06,1.26092446e-06,0,2.26348441e-07,1.09876224e-08,1.21192612e-14,0,1.14149949e-09,2.73693147e-09,1.74756893e-06,0,0,4.17293688e-08,2.59806347e-12
8883.082,0.00283939801,0,0.00612894407,0.00273705958,0,0,0.284087226,7.36044633e-07,0.000237231033,5.47859501e-10,3.22841686e-06,1.83801962e-12,0.024308357,7.82984961e-08,9.1512777e-06,9.87286046e-10,4.00263317e-05,1.27412299e-11,0.0026606651,4.73528262e-07,0.000204712476,1.66163657e-08,0.000120379187,9.65294404e-09,0.0572365338,0,4.5180004e-05,0.0365970992,0,1.28451294e-05,0.000823522639,0,1.11604432e-06,1.02449045e-06,0,2.31298833e-07,1.09881736e-08,1.22024785e-14,0,1.13634933e-09,2.49237319e-09,1.29176626e-06,0,0,1.16994171e-07,2.6044469e-12
