cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,2.6351013337935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.3222715434275,0.011578386345231428,0.0,0.0
41,13.514329198044997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3998754272892,0.004307561635682105,0.0,0.0
21,13.109212040872768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.75201904078486,0.008694502298994159,0.0,0.0
31,25.38965551612725,0.018272832268211373,2.44826966413377e-06,0.055823546364359766,1.7117091002284276e-05,241.61712754187226,0.07408670049105338,0.0,0.0,0.018272832268211373,2.44826966413377e-06,0.0014010184142899257,1.290908159621583e-07,92.10729747670052,0.006513947816900786,14.247307442153472,0.0013132866530496416
22,35.082856304602544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.03365694694938,0.020214695980390756,0.0,0.0
32,290.05186739045575,0.07577545878787079,1.4562304399199285e-05,0.7909897192776388,9.375836698783283e-05,3423.5851416461132,0.4058077422519318,0.0,0.0,0.07577545878787079,1.4562304399199285e-05,0.005833225218477096,9.210442470052952e-07,542.1818649438976,0.057577164786388725,59.75112571515379,0.009364348358397162
23,0.0605765051375621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.267501406901758,0.0033280793649872586,0.0,0.0
total,379.8435982890344,0.09404829105608216,1.7010574063333055e-05,0.8468132656419987,0.0001108754579901171,3665.2022691879856,0.47989444274298515,0.0,0.0,0.09404829105608216,1.7010574063333055e-05,0.0072342436327670215,1.0501350629674535e-06,1030.064486785951,0.11221433822857522,73.99843315730726,0.010677635011446803
