energy_mid_eV,"Be (n,2n)","Be (n,2n) err","Be (n,n')","Be (n,n') err","Pb (n,2n)","Pb (n,2n) err","Pb (n,n')","Pb (n,n') err","Li_7.5 (n,2n)","Li_7.5 (n,2n) err","Li_7.5 (n,n')","Li_7.5 (n,n') err","Li_60 (n,2n)","Li_60 (n,2n) err","Li_60 (n,n')","Li_60 (n,n') err","Li_90 (n,2n)","Li_90 (n,2n) err","Li_90 (n,n')","Li_90 (n,n') err","U (n,2n)","U (n,2n) err",U nu-fission,U nu-fission err,"U (n,n')","U (n,n') err","Th (n,2n)","Th (n,2n) err",Th nu-fission,Th nu-fission err,"Th (n,n')","Th (n,n') err"
5332.821700378647,6.667041261648499e-10,3.799741483320188e-11,0.0,0.0,1.2754339804892788e-10,1.6067616259817837e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.990674756843582e-11,1.0164650878857364e-11,1.0589966989517036e-09,5.1200753790813556e-11,0.0,0.0,9.469131067268886e-11,1.4138176866661406e-11,2.2609966017764478e-10,2.0380265241439457e-11,1.9324757280140578e-12,1.9324757280140578e-12
5384.821081021413,7.119389824660809e-10,3.74041707600827e-11,0.0,0.0,1.4162227070561833e-10,1.7336730324403183e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99492800427576e-11,1.2302602047474487e-11,9.454243476834513e-10,4.2474854285519755e-11,1.9138144689948413e-12,1.9138144689948413e-12,1.0717361026371118e-10,1.3955332120809555e-11,2.373129941553602e-10,2.2118906695406694e-11,3.8276289379896826e-12,2.6928382778220622e-12
5437.3274982274015,7.221220312635195e-10,3.52989546265336e-11,0.0,0.0,1.3077800566189733e-10,1.4925085882017023e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6860002461694483e-11,1.0605932750844893e-11,1.0992933809260926e-09,4.483559159056578e-11,1.895333415389815e-12,1.895333415389815e-12,8.339467027715192e-11,1.0544170080915089e-11,2.407073437545065e-10,2.0841704667676303e-11,3.79066683077963e-12,2.6668344569876248e-12
5490.3458960185035,6.3443641953146e-10,3.1201832812111983e-11,0.0,0.0,1.0135966465887235e-10,1.318383125124868e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.631092481048465e-11,1.0159043194502975e-11,1.0079655541076739e-09,4.043028086733009e-11,0.0,0.0,1.051137263129047e-10,1.4690392660638385e-11,2.3087479172298688e-10,2.0292672887641793e-11,0.0,0.0
5543.881266624881,7.045249876080506e-10,3.4174020228825174e-11,0.0,0.0,1.4313568349820572e-10,1.369200880964783e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.506167431736621e-11,1.1629885718295078e-11,1.1172018932782028e-09,4.56481437489912e-11,0.0,0.0,8.550962910282417e-11,1.358066380419598e-11,2.639645072304569e-10,2.4810735495063022e-11,0.0,0.0
5597.938650955031,6.701073175501545e-10,3.2314971380429705e-11,0.0,0.0,1.5095824186569425e-10,1.8011003288568766e-11,0.0,0.0,1.8409541690938312e-12,1.8409541690938312e-12,0.0,0.0,1.8409541690938312e-12,1.8409541690938312e-12,0.0,0.0,1.8409541690938312e-12,1.8409541690938312e-12,0.0,0.0,6.259244174919028e-11,1.2053497082755526e-11,1.0640715097362346e-09,4.4757177922068686e-11,0.0,0.0,9.388866262378543e-11,1.421067075901833e-11,2.2459640862944733e-10,1.9507411645361587e-11,3.6819083381876624e-12,2.5903199785377632e-12
5652.523139070432,6.581667896224871e-10,3.140723252770947e-11,0.0,0.0,1.3491507598909715e-10,1.3863119849701456e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2872124374105614e-11,9.797567020454536e-12,1.0939060215332194e-09,4.4432405748342695e-11,1.8231767025553657e-12,1.8231767025553657e-12,1.1668330896354348e-10,1.5872947432313527e-11,2.424825014398635e-10,2.3616147595773638e-11,7.292706810221463e-12,3.590680618181174e-12
5707.639870664831,6.969503700819026e-10,3.2463779652882116e-11,0.0,0.0,1.2819553439330347e-10,1.4125291770223947e-11,0.0,0.0,3.61114181389587e-12,2.540533855460365e-12,0.0,0.0,3.61114181389587e-12,2.540533855460365e-12,0.0,0.0,0.0,0.0,0.0,0.0,7.04172653709695e-11,1.1730948727971e-11,1.0237587042394795e-09,4.378239160033648e-11,0.0,0.0,7.763954899876124e-11,1.2375709909798943e-11,2.0402951248511658e-10,1.826514434750112e-11,1.805570906947935e-12,1.805570906947935e-12
5763.29403554821,7.027371039300061e-10,3.7975048022099874e-11,0.0,0.0,1.233813235907645e-10,1.4532435548571134e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.258472935763415e-11,9.965642347390574e-12,1.1050675069433686e-09,4.871419044005182e-11,0.0,0.0,8.583048597618397e-11,1.4259854575546377e-11,2.574914579285518e-10,2.1910414075233568e-11,1.7881351245038319e-12,1.7881351245038319e-12
5819.490874135439,6.72929731116555e-10,3.47856565003962e-11,0.0,0.0,1.4875288793102815e-10,1.6257571412333942e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.739772424055414e-11,1.3407612680976926e-11,1.0908545114942059e-09,4.269416717396679e-11,1.7708677134646196e-12,1.7708677134646196e-12,6.552210539819096e-11,9.958869843719136e-12,2.3198367046386515e-10,1.9118446906536216e-11,0.0,0.0
5876.235677939732,6.453862736361735e-10,3.0921488730489494e-11,0.0,0.0,1.6134656840904353e-10,1.6661952363118443e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.313561372527789e-11,9.820083140850456e-12,1.0803205015214213e-09,4.6947464708098166e-11,0.0,0.0,9.470342058791684e-11,1.2812554121180003e-11,2.42019852613565e-10,1.8280147900953722e-11,1.753767047924385e-12,1.753767047924385e-12
5933.5337900708955,6.808379549300905e-10,3.869367626476337e-11,0.0,0.0,1.5805166810877112e-10,1.5236635597508086e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.205207043697656e-11,1.3168441750343479e-11,1.0594672257840698e-09,3.938211040674851e-11,0.0,0.0,8.510474436626133e-11,1.27068251510563e-11,2.605247276518202e-10,2.1019582969182324e-11,0.0,0.0
5991.3906057384265,6.777034540608168e-10,3.498863974547703e-11,0.0,0.0,1.6340565516694835e-10,1.6285836141367057e-11,0.0,0.0,1.7200595280731393e-12,1.7200595280731393e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.536226206677931e-11,1.0308767768748899e-11,1.0819174431580049e-09,4.063753819499091e-11,1.7200595280731393e-12,1.7200595280731393e-12,9.116315498787644e-11,1.1840187952166544e-11,2.545688101548245e-10,2.165810101748808e-11,1.7200595280731393e-12,1.7200595280731393e-12
6049.811572759536,6.609384059420801e-10,3.4520254559718785e-11,0.0,0.0,1.6864150048522163e-10,1.6509342964319495e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.962073249477532e-11,9.493672060753304e-12,1.1310904679008806e-09,3.960087586812892e-11,0.0,0.0,8.346902549268546e-11,1.04124716374191e-11,2.623312229770111e-10,2.1303612164483796e-11,1.7034494998507229e-12,1.7034494998507229e-12
6108.802192072122,6.225029516631021e-10,2.8642889483331882e-11,0.0,0.0,1.636389872935527e-10,1.6166026279415153e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57929948912222e-11,1.1473152687816682e-11,1.086427915639669e-09,4.007407125719168e-11,1.6869998690056967e-12,1.6869998690056967e-12,8.772399318829629e-11,1.1618805876023242e-11,2.7498097864792845e-10,2.0155050923072947e-11,1.6869998690056967e-12,1.6869998690056967e-12
6168.36801825273,6.900028527805724e-10,3.6064479771727785e-11,0.0,0.0,1.5036381779721931e-10,1.5112132293295123e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18647452451527e-11,1.1752681235785174e-11,1.077607360880071e-09,4.3227299545937777e-11,0.0,0.0,1.0692538154468925e-10,1.5115863223433027e-11,2.389113993889149e-10,2.018515961075906e-11,0.0,0.0
6228.514660039573,6.783760037059203e-10,3.781066317567617e-11,0.0,0.0,1.3236604950359432e-10,1.595008261289445e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6255571039027574e-11,8.550662178063545e-12,1.2359679872398112e-09,4.918704285199487e-11,0.0,0.0,1.0920199084046531e-10,1.2269534366673397e-11,2.680412502447781e-10,2.1525547127473877e-11,4.963726856384784e-12,3.68476477717866e-12
6289.2477808606645,7.062357148771088e-10,3.4046069951893865e-11,0.0,0.0,1.6713699052776138e-10,1.5445338092111562e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.226672196132286e-11,9.820547149435018e-12,1.0962220261085519e-09,4.216039918409253e-11,0.0,0.0,9.012288704928307e-11,1.2185598671403107e-11,2.5070548579164173e-10,1.884261698811194e-11,1.6385979463506008e-12,1.6385979463506008e-12
6350.573099367078,7.01038612010771e-10,3.7396793443966406e-11,0.0,0.0,1.7688242756753255e-10,1.5659666263441094e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.653375715842966e-11,9.811488208827695e-12,1.2008531779814137e-09,4.351916876228991e-11,1.6227745648397476e-12,1.6227745648397476e-12,9.249815019586566e-11,1.2475433448792427e-11,2.385478610314428e-10,1.9902266004668785e-11,0.0,0.0
6412.496389971422,6.299847618562889e-10,3.053369409319757e-11,0.0,0.0,1.446393585894541e-10,1.3800277218711745e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.946284742010889e-11,9.865952154994686e-12,1.1089017491858143e-09,3.9066482852211685e-11,0.0,0.0,8.035519921636338e-11,1.1534837178119446e-11,2.5070822155505353e-10,1.995540559047329e-11,0.0,0.0
6475.0234833915565,6.589160779163508e-10,3.605463638069554e-11,0.0,0.0,1.718911507607873e-10,1.5289391865864806e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.570546552432922e-11,9.697076862396163e-12,1.1570820981767808e-09,4.15807519977096e-11,1.5915847292665484e-12,1.5915847292665484e-12,1.0822776159012536e-10,1.2772806133538202e-11,2.482872177655814e-10,2.0019973741293396e-11,0.0,0.0
6538.160267199612,6.982633948929721e-10,3.3324181931600776e-11,0.0,0.0,1.781123332345506e-10,1.6101603679845844e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98961828576365e-11,8.31644191666378e-12,1.2073809491828826e-09,4.198581319692525e-11,0.0,0.0,8.984427428645477e-11,1.1258658243444473e-11,2.6007553082921076e-10,1.852514515342822e-11,1.5762153383588547e-12,1.5762153383588547e-12
6601.912686376384,7.399113287337031e-10,3.2730160778106845e-11,0.0,0.0,1.6078241953496088e-10,1.6372598687970307e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.243977457668386e-11,9.671092477861373e-12,1.1847947225925753e-09,4.981440307959875e-11,1.5609943644170954e-12,1.5609943644170954e-12,7.336673512760353e-11,9.531379472692254e-12,2.4195412648464956e-10,2.0857557479363138e-11,1.5609943644170954e-12,1.5609943644170954e-12
6666.286743871091,7.281284962622331e-10,3.007098218168701e-11,0.0,0.0,1.9787780790141364e-10,1.8525000613686155e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0976034657031545e-10,1.3773780825764133e-11,1.1594402806723463e-09,4.072376214209877e-11,1.5459203742297942e-12,1.5459203742297942e-12,7.420417796303017e-11,1.1930214744523013e-11,2.5043910062522657e-10,1.7270641665869776e-11,3.0918407484595885e-12,2.1751918096728622e-12
6731.288501166625,6.797604251004643e-10,3.4906562162403664e-11,0.0,0.0,1.500372109455981e-10,1.4594191237529395e-11,0.0,0.0,1.5309919484244696e-12,1.5309919484244696e-12,0.0,0.0,1.5309919484244696e-12,1.5309919484244696e-12,0.0,0.0,1.5309919484244696e-12,1.5309919484244696e-12,0.0,0.0,9.185951690546824e-11,1.2309638424191776e-11,1.1558989210604743e-09,4.1480867435355695e-11,1.5309919484244696e-12,1.5309919484244696e-12,8.726654106019482e-11,1.1360394173882405e-11,2.8170251851010226e-10,2.380968563463398e-11,1.5309919484244696e-12,1.5309919484244696e-12
6796.92407885031,6.095154878968857e-10,2.858826174608193e-11,0.0,0.0,1.5920180654023132e-10,1.5596175409360885e-11,0.0,0.0,1.516207681335536e-12,1.516207681335536e-12,0.0,0.0,1.516207681335536e-12,1.516207681335536e-12,0.0,0.0,1.516207681335536e-12,1.516207681335536e-12,0.0,0.0,8.339142247345451e-11,1.0855732133220312e-11,1.2372254679697974e-09,4.0986643483939335e-11,0.0,0.0,1.0310212233081652e-10,1.3087344942275347e-11,2.7898221336573853e-10,2.0526155459911095e-11,0.0,0.0
6863.199657190202,6.712000828497373e-10,3.4575566481887124e-11,0.0,0.0,1.666738460767805e-10,1.5374628724330908e-11,0.0,0.0,1.5015661808718955e-12,1.5015661808718955e-12,0.0,0.0,1.5015661808718955e-12,1.5015661808718955e-12,0.0,0.0,0.0,0.0,0.0,0.0,7.057361050097914e-11,8.91665175610415e-12,1.1892404152505416e-09,4.229229666771705e-11,1.5015661808718955e-12,1.5015661808718955e-12,9.610023557580136e-11,1.1790552148535085e-11,2.883007067274038e-10,1.9523276928671866e-11,1.5015661808718955e-12,1.5015661808718955e-12
6930.121476717036,6.498478718840094e-10,3.0088901062162386e-11,0.0,0.0,1.7547379606936647e-10,1.4548733639129755e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.732743555599205e-11,1.2045800741272536e-11,1.2402131010326407e-09,3.944159962370291e-11,1.4870660683844615e-12,1.4870660683844615e-12,1.1152995512883471e-10,1.326288329160081e-11,2.2752110846282255e-10,1.6968989111164113e-11,0.0,0.0
6997.695838811842,6.906991039342283e-10,3.19991292568857e-11,0.0,0.0,1.9881530710260292e-10,1.69246346087453e-11,1.4727059785378002e-12,1.4727059785378002e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.099882881957906e-11,1.1724796607230574e-11,1.223818668164912e-09,4.7303606506486613e-11,0.0,0.0,9.425318262641928e-11,1.0980893138277281e-11,2.812868419007197e-10,2.041231641477783e-11,1.4727059785378002e-12,1.4727059785378002e-12
7065.929106299267,6.927801656111905e-10,3.153243085447446e-11,0.0,0.0,1.5314087871405258e-10,1.4713187372925288e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2505444130532333e-11,9.390482645515699e-12,1.188664915732885e-09,3.9787285530718185e-11,0.0,0.0,1.1230331105697194e-10,1.2061758957045594e-11,2.479423750608468e-10,2.046923179629849e-11,2.916969118362906e-12,2.0521649889286315e-12
7134.827704046714,6.543134134632801e-10,3.013445285732241e-11,0.0,0.0,1.834388598451137e-10,1.4495706338770939e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.644242167618298e-11,1.0750254534649084e-11,1.191630388757629e-09,3.9669583412044166e-11,0.0,0.0,1.0255243345671723e-10,1.1299793328824998e-11,2.78769290945724e-10,1.8044644085274226e-11,0.0,0.0
7204.39811956931,6.42273122434355e-10,3.185606533455941e-11,0.0,0.0,1.5019750079199844e-10,1.579790069856862e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.437035748228507e-11,9.39991376644223e-12,1.1929972920050151e-09,3.73912901534203e-11,0.0,0.0,9.440985764068476e-11,1.223615671943102e-11,2.789382157565684e-10,2.0267929202242608e-11,1.4304523884952227e-12,1.4304523884952227e-12
7274.646903640774,6.474040219245336e-10,2.974669320955245e-11,0.0,0.0,1.7141331871524857e-10,1.5634976877091148e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.074842286586093e-11,1.1611412922770336e-11,1.272141819886721e-09,4.252205894138928e-11,0.0,0.0,1.076645638211479e-10,1.1932566054885097e-11,2.663281315575761e-10,1.9859502944245358e-11,0.0,0.0
7345.580670910227,6.116901231291912e-10,2.8166675951919844e-11,0.0,0.0,1.8519058773636052e-10,1.6906216006535638e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.435682689414483e-11,1.0448479701828096e-11,1.228992082250393e-09,4.0579386980196274e-11,0.0,0.0,7.575978589214754e-11,9.854060154937331e-12,2.890095535885626e-10,1.5678585536706358e-11,0.0,0.0
7417.206100525034,6.474655732754544e-10,3.028762977081254e-11,0.0,0.0,2.1396930962321878e-10,1.7819426152661263e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.224937727537266e-11,1.0902739772914836e-11,1.2713111578262676e-09,4.4307167437720496e-11,0.0,0.0,9.031172159421582e-11,1.0519524276851783e-11,2.9872338681163655e-10,1.9286145576462052e-11,1.3894111014494733e-12,1.3894111014494733e-12
7489.5299367597345,6.329572548638209e-10,2.978913848072301e-11,0.0,0.0,2.119030809761488e-10,1.62950709429412e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.980765387413401e-11,1.0006881846636996e-11,1.2273866768228885e-09,4.283411087317347e-11,1.3759940323126546e-12,1.3759940323126546e-12,1.0732753452038712e-10,1.2910931110858348e-11,3.206066095288484e-10,1.896727298444927e-11,1.3759940323126546e-12,1.3759940323126546e-12
7562.558989651061,6.404720678010781e-10,3.102011627729119e-11,0.0,0.0,1.894162072858507e-10,1.80549849381079e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.767427205247124e-11,9.733598387793402e-12,1.1514870155147046e-09,3.9853121342830177e-11,1.3627065272363367e-12,1.3627065272363367e-12,1.0629110912443431e-10,1.4697232584296545e-11,2.970700229375213e-10,2.0070649949113276e-11,2.7254130544726734e-12,1.9174002273623063e-12
7636.3001356391815,6.869195935480824e-10,3.289495851053109e-11,0.0,0.0,1.8758707957403426e-10,1.568853357581391e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.152600875844477e-11,9.67769817087909e-12,1.2132430542234305e-09,3.662109366494452e-11,1.3495473350649949e-12,1.3495473350649949e-12,9.851695545974468e-11,1.2989094347892795e-11,2.915022243740387e-10,1.8470227041549086e-11,0.0,0.0
7710.760318215191,6.268256366436912e-10,2.897776152464853e-11,0.0,0.0,1.9513122164174595e-10,1.5481774729763284e-11,0.0,0.0,1.336515216724288e-12,1.336515216724288e-12,0.0,0.0,1.336515216724288e-12,1.336515216724288e-12,0.0,0.0,0.0,0.0,0.0,0.0,7.618136735328447e-11,1.027475226738521e-11,1.2843911232720415e-09,4.741095797405191e-11,0.0,0.0,1.216228847219103e-10,1.3036430956470923e-11,2.9403334767934334e-10,1.9650029065458025e-11,1.336515216724288e-12,1.336515216724288e-12
7785.946548574916,6.856294335646601e-10,2.6363661200865916e-11,0.0,0.0,2.144246491070945e-10,1.5827501858709807e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.412210092590927e-11,9.466489220887533e-12,1.2839006767523562e-09,3.7271504565593494e-11,0.0,0.0,1.16477587169286e-10,1.2232763609947068e-11,2.7928148741726493e-10,1.9541493553833645e-11,0.0,0.0
7861.865906279082,6.160888333266336e-10,3.159088585570747e-11,0.0,0.0,1.8875913191284088e-10,1.5953431355036072e-11,0.0,0.0,1.3108273049502846e-12,1.3108273049502846e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.947384716236513e-11,9.213543983397031e-12,1.2190693936037641e-09,3.6817423994267555e-11,0.0,0.0,1.1273114822572455e-10,1.193275455884418e-11,2.9100366169896296e-10,1.8119346687526658e-11,1.3108273049502846e-12,1.3108273049502846e-12
7938.525539919927,6.581717300164461e-10,2.6045534821032745e-11,0.0,0.0,1.9472536391019106e-10,1.6554901679641004e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.866085104783024e-11,1.1241717032702607e-11,1.3137471218474232e-09,4.355774561055886e-11,0.0,0.0,8.438099102774953e-11,1.0000405338159758e-11,3.180514277199786e-10,1.9030423458275116e-11,0.0,0.0
8015.9326677943345,7.22525811505015e-10,2.769941288941111e-11,0.0,0.0,1.8770243501731682e-10,1.5334247257448575e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.228051945964586e-11,9.410251080870706e-12,1.2393503243609144e-09,3.702385287822479e-11,1.2856331165569657e-12,1.2856331165569657e-12,9.256558439210158e-11,1.0509866556605026e-11,2.8926745122531705e-10,1.996508408902778e-11,1.2856331165569657e-12,1.2856331165569657e-12
8094.094578583483,6.862646076580469e-10,2.5840655437663987e-11,0.0,0.0,1.8970951120788302e-10,1.7404412405596704e-11,0.0,0.0,1.2732181960260614e-12,1.2732181960260614e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.021274634964191e-11,8.985717082847932e-12,1.3292397966512083e-09,3.5615184523255586e-11,1.2732181960260614e-12,1.2732181960260614e-12,1.209557286224759e-10,1.2586666530296493e-11,2.864740941058636e-10,1.758039867720824e-11,1.2732181960260614e-12,1.2732181960260614e-12
8173.018632039162,6.556800443171509e-10,2.7415359909065587e-11,0.0,0.0,1.992258596194419e-10,1.8897282601573093e-11,0.0,0.0,1.2609231621483671e-12,1.2609231621483671e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.430708126956675e-11,1.067750081451791e-11,1.247053007364735e-09,3.5297432285031085e-11,0.0,0.0,1.0339569929616617e-10,1.0198221612730652e-11,2.975778662670144e-10,1.926258699344908e-11,0.0,0.0
8252.71225967679,6.893082651850965e-10,2.7294115003700658e-11,0.0,0.0,2.0354573772675848e-10,1.7268061577463653e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.990977371979526e-11,1.12366192508806e-11,1.3261691623669798e-09,4.0775404043141104e-11,2.4974937144387553e-12,1.757052938468199e-12,9.740225486311152e-11,9.488617085794169e-12,2.84714283446018e-10,1.8790393279415935e-11,0.0,0.0
8333.182965475127,6.900719791707143e-10,2.9211489828135245e-11,0.0,0.0,1.5211264056988867e-10,1.3935658971968388e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6568169430018e-11,1.0619498961230138e-11,1.3133627990668451e-09,4.0648560743378194e-11,1.236688134714542e-12,1.236688134714542e-12,1.0264511518130706e-10,1.0699931646997558e-11,3.1782885062163706e-10,2.0517942980722904e-11,2.473376269429084e-12,1.740085677498691e-12
8414.438326582882,6.956556480142742e-10,3.137652683951122e-11,0.0,0.0,2.106562877789702e-10,1.557777449126586e-11,0.0,0.0,1.2247458591800602e-12,1.2247458591800602e-12,0.0,0.0,1.2247458591800602e-12,1.2247458591800602e-12,0.0,0.0,0.0,0.0,0.0,0.0,7.348475155080366e-11,9.374376226282126e-12,1.3080285776043052e-09,3.761369645375109e-11,0.0,0.0,1.20025094199646e-10,1.2429203420855845e-11,3.000627354991143e-10,2.0179138399026107e-11,0.0,0.0
8496.485994032177,6.828733441497344e-10,3.3279948260682574e-11,0.0,0.0,1.9406702498038635e-10,1.3242048431488831e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.490432342891912e-11,1.0557104002150467e-11,1.311165337523737e-09,4.193514179216446e-11,1.2129189061274151e-12,1.2129189061274151e-12,1.0067226920857554e-10,1.1950840684801835e-11,2.983780509073441e-10,1.860128571662425e-11,0.0,0.0
8579.333693458959,6.426452966307793e-10,2.9193426310649493e-11,0.0,0.0,1.9940022287983044e-10,1.5944943807925805e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.288322517294168e-11,9.611924037851674e-12,1.2804857686138525e-09,3.6467174230223346e-11,0.0,0.0,1.1531579154496237e-10,1.1941480563129834e-11,3.0030154048167236e-10,1.7701871508142852e-11,0.0,0.0
8662.989225830464,6.923509967945205e-10,3.293350501079718e-11,0.0,0.0,1.9747468293451941e-10,1.4954078065874815e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.089324361173095e-11,9.086556516156106e-12,1.385891600112743e-09,3.572322584919397e-11,0.0,0.0,1.1420222627538489e-10,1.1205517118749858e-11,3.497443179683656e-10,2.0970420603742404e-11,2.37921304740385e-12,1.6738393582392842e-12
8747.460468179735,6.880214371488774e-10,3.206666697170575e-11,0.0,0.0,2.2030823415554786e-10,1.6716142711699453e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.775584734901702e-11,9.504938069490904e-12,1.3560148530108874e-09,4.157682320890068e-11,1.1781188992275298e-12,1.1781188992275298e-12,1.1427753322507048e-10,1.1164694160980778e-11,3.0395467600070254e-10,1.52720023245052e-11,0.0,0.0
8832.75537434735,6.837109331992545e-10,2.784917045766057e-11,0.0,0.0,1.6917761998957644e-10,1.2991762174298315e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.933847006407732e-11,9.509073706269706e-12,1.305584529436802e-09,4.03727136081217e-11,0.0,0.0,1.0384005640739531e-10,1.1476709743036756e-11,2.893520672925169e-10,2.0678049719736806e-11,1.1667422068246658e-12,1.1667422068246658e-12
8918.881975730352,6.759530945271311e-10,2.614207016101303e-11,0.0,0.0,1.952753384189487e-10,1.606581339946881e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.279494864138335e-11,9.806596706658526e-12,1.3010652725428195e-09,4.097978057023226e-11,1.1554753752600526e-12,1.1554753752600526e-12,1.2132491440230555e-10,1.3074258914587018e-11,2.6460386093455173e-10,1.5519283468972922e-11,0.0,0.0
9005.848382038477,6.648483766580341e-10,2.3776124226011825e-11,0.0,0.0,2.1513166060535333e-10,1.636838106746273e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.696811811705783e-11,1.004200253830201e-11,1.3766137644055336e-09,4.650244717744335e-11,0.0,0.0,1.0527719561538581e-10,1.1112436812917886e-11,3.2956339496990285e-10,2.1161512535580856e-11,0.0,0.0
