cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev
11,2.006910305426424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,24.51323313381181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,65.2736577179287,0.3839656287357778,8.21864033193121e-05,0.003553991847496227,1.0061694962103715e-06,0.387519620583274,8.319257281552247e-05,0.0030124886731664417,7.956122215570881e-07,0.07391473794213964,2.0014242370825794e-05,319.85654831317424,0.08660906687982647
22,0.5747942051155011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,124.42666814993831,0.7155502951160679,9.583104941559703e-05,0.007702073363037132,1.4244574742671044e-06,0.723252368479105,9.725550688986414e-05,0.006446002600761761,1.0805028028681584e-06,0.13738534152372145,2.3621503342226246e-05,594.5174447212835,0.10221902607470551
23,0.07569429880052253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,216.87095781102127,1.0995159238518457,0.00017801745273490912,0.011256065210533359,2.430626970477476e-06,1.110771989062379,0.0001804480797053866,0.009458491273928202,1.8761150244252465e-06,0.2113000794658611,4.363574571305204e-05,914.3739930344577,0.18882809295453198
