cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,3.0823859028280918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3911057713597,0.05595802855016366,0.0,0.0
21,6.156902274851551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.16480282524777,0.10098590457714283,0.0,0.0
12,30.751590622156336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.66264654074826,0.07745722333094072,0.0,0.0
22,6.171670912436476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.55992493200385,0.07992361507456497,0.0,0.0
31,270.39216554901634,0.8207260645056517,0.0026686131178270157,5.853877649911541e-05,2.471131102988073e-07,0.25990630897668415,0.0010971574781458197,0.8189374406148844,0.0026619292190958013,0.0017886238907673308,6.68389873121429e-06,2.6908434732274915e-05,9.47819115694616e-08,519.2260492787244,1.0234710727297887,0.3258555762360718,0.0010214368244894634
23,27.497302707418477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.894826137254395,0.12722215480311558,0.0,0.0
32,119.08580796648863,0.42778870288634085,0.001747809195795735,3.392218845145084e-05,2.4910423954014094e-07,0.15061112172307392,0.0011059978927010915,0.4276073753303512,0.001745067087213554,0.00018132755598967258,2.7421085821810846e-06,4.256311333847303e-06,3.850589149292191e-08,165.95895810446981,0.6975735926870079,0.06357261660830305,0.00044991601431226906
24,10.246310572508026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8019527391140007,0.08171619729754394,0.0,0.0
41,1.6588972308753622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3282045639186266,0.044334075746463086,0.0,0.0
42,13.567149974858209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07164288161105,0.15764454132167724,0.0,0.0
25,7.541911617002811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5283670413672064,0.03863565003748143,0.0,0.0
33,30.986965023129475,0.12649923401460225,0.0008775188028976256,1.0748526002386375e-05,1.8678954386055334e-07,0.04772237971632994,0.0008293268804647547,0.12648406661749,0.0008768183224148383,1.5167397112233688e-05,7.004804827873113e-07,4.95088242286232e-07,9.978167191041444e-09,42.001510978405776,0.24605948081004733,0.010323481451594714,0.00010835834404866611
26,6.727398892976376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1835614564967627,0.05337413723519819,0.0,0.0
43,1.0763274098077513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7952907836915346,0.02848692990668585,0.0,0.0
44,7.956202073911327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.678732679141301,0.11070964696921068,0.0,0.0
total,542.8989887302652,1.3750140014065948,0.005293941116520377,0.00010320949095295263,6.830068936995015e-07,0.458239810416088,0.0030324822513116663,1.3730288825627255,0.005283814628724194,0.001985118843869237,1.0126487796182686e-05,3.1659834308408455e-05,1.4326597025342496e-07,891.2475767135545,2.9235522510770315,0.3997516742959696,0.0015797111828503986
