cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev"
11,2.816747590598947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,14.40102848085281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,13.953183822682469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,26.975816107059217,0.01635924830836141,1.560672009755724e-05,0.09152118613234615,0.0002707885022985953,406.2643659905422,1.202035548848575,0.0,0.0,0.01635924830836141,1.560672009755724e-05,0.009415473847249164,6.593042638841682e-06
22,37.36654078876565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,286.1333361471588,0.06669366969296674,9.474948381349676e-05,1.087464782352268,0.0016364621173686122,4827.277803201933,7.264287895251915,0.0,0.0,0.06669366969296674,9.474948381349676e-05,0.04216076638234358,5.4374270377153166e-05
23,0.09195049620538553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,381.7386034333233,0.08305291800132815,0.000110356203911054,1.1789859684846142,0.0019072506196672074,5233.542169192476,8.466323444100489,0.0,0.0,0.08305291800132815,0.000110356203911054,0.05157624022959274,6.096731301599485e-05
