cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.2028996140143335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.405220564266342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,31.99373284464745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.427732244426402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,274.37267489001465,0.8957069884652619,0.00025494739356475457,0.0017925834457482737,6.968954168340423e-07,0.8974995719110102,0.0002556442889815886,0.0017925834457482737,2.7636401774753737e-05,0.00022902277290485102,8.359829043288824e-08,0.9910666758204715
23,27.063024727917117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,111.93176937394567,0.4079383990794658,0.00019508558464220515,0.00015057055538631386,1.2402433690854554e-07,0.4080889696348521,0.0001952096089791137,0.00015057055538631386,3.7688177984888682e-06,0.00010915811596596953,5.659112140813813e-08,0.4723677464780513
24,6.135806474262593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.101774071233963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,25.53507410004915,0.09894701420962083,7.913197290763664e-05,1.0875068353047457e-05,6.580647528648443e-08,0.09895788927797389,7.919777938292313e-05,1.0875068353047457e-05,3.939724674199266e-07,2.714122182910317e-05,2.5896020874855838e-08,0.1174501563958033
26,2.9134234036950017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,503.08313230847267,1.4025924017543485,0.0005291649511145963,0.001954029069487635,8.867262290290722e-07,1.404546430823836,0.0005300516773436254,0.001954029069487635,3.179919204066253e-05,0.00036532211069992374,1.660854327158822e-07,1.580884578694326
