cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,3.0863919499399377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.171015300773755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.810220109286377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.187615881532041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,269.1705944366924,0.8101555444256837,0.0010827665172478866,0.001789418563662916,2.189074080083371e-06,0.8119449629893466,0.00108495559132797,0.001789418563662916,0.0008140925259850565,0.0017434553600785586,3.1909488114479063e-06,7.739233028196011
23,26.94136730961502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,112.85943372907634,0.39099309148407085,0.0005747597627715412,0.00018068601194916784,5.701284923545964e-07,0.39117377749602,0.0005753298912638959,0.00018068601194916784,0.0001289066377428829,0.0009030085082980836,1.8026898926388588e-06,4.00847273304872
24,6.05748899670204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.165905340226753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,25.870390234350214,0.09759078926273997,0.00028670803632157676,1.5624651321547726e-05,2.2423558067141394e-07,0.09760641391406151,0.00028693227190224816,1.5624651321547726e-05,1.5066392309290798e-05,0.00023725859622230196,9.124242901064804e-07,1.0531956287222195
26,2.8834018119649487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,497.20382510015986,1.2987394251724944,0.0019442343163410046,0.0019857292269336315,2.983438153109381e-06,1.3007251543994283,0.001947217754494114,0.0019857292269336315,0.0009580655560372302,0.0028837224645989444,5.906062994193246e-06,12.80090138996695
