cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,1.9428365727039307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484100.7242290525,25.00206468321497
21,23.706887606619727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3191627.7126044286,69.75568938209896
31,61.43670224036844,0.4876964995089027,3.221635872474987e-05,1.1270780953896907e-05,1.6313482915094119e-09,0.04877285901398102,7.059450498590103e-06,0.4828491144170436,3.1828780027039116e-05,0.004847385091859111,3.875786977107503e-07,3.1577962192826805e-07,2.4007633758724386e-11,4770787.6077582715,251.53513761645542
22,0.5414653008528933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47725.59511655612,15.096177304148574
32,118.37594445783219,0.9168730566034456,3.966961935278653e-05,2.1129233064746664e-05,1.9338125409876323e-09,0.09143404610167011,8.368325744849792e-06,0.9063271421436301,3.89753013057009e-05,0.010545914459815526,6.943180470856294e-07,6.78750573213801e-07,3.645674303049916e-11,9532683.84015839,361.32951024509237
23,0.0733905151674203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6585.384087959653,4.680630437815204
total,206.07722669354462,1.4045695561123483,7.18859780775364e-05,3.2400014018643574e-05,3.5651608324970443e-09,0.14020690511565112,1.5427776243439894e-05,1.3891762565606736,7.080408133274002e-05,0.015393299551674636,1.0818967447963798e-06,9.94530195142069e-07,6.046437678922355e-11,18033510.86395466,727.3992096688255
