cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,3.1969656516715723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.394669048064278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,31.94176176694947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.418518119140634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,272.5462793410277,0.9029343930681358,0.0004087722489412328,0.0017429376216121337,6.400323267171243e-07,0.904677330689748,0.00040941228126794996,0.0017429376216121337,0.009048789964172785,0.0163631533118089,8.80644598373765e-06,72.63636308444407
23,26.56583769446906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,108.4768210936511,0.40486543033170497,9.673097237654105e-05,0.00014484878958341037,8.857725865482726e-08,0.4050102791212884,9.681954963519587e-05,0.00014484878958341037,0.0013120481135411722,0.007787875565911905,3.0640071782576973e-06,34.570534571341305
24,5.756060426962245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.74663444375925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,23.918040596420628,0.09556659198666952,9.758572839157935e-05,1.0356075001106981e-05,5.9488189843996434e-08,0.09557694806167062,9.764521658142335e-05,1.0356075001106981e-05,0.00014079847284346737,0.0019073434558305805,2.3959110999936856e-06,8.466735545676611
26,2.6196144361313864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,494.5812026182473,1.4033664153865104,0.0006030889497093531,0.0018981424861966509,7.88097775215948e-07,1.405264557872707,0.0006038770474845692,0.0018981424861966509,0.010501636550557424,0.026058372333551384,1.4266364261989033e-05,115.673633201462
