cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.092775802307356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458073.7619719569,149.3738432388526
21,6.186690521766207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587736.1062197301,153.67536479359924
12,30.883569239190397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489985.0335453121,122.40331773749334
22,6.201064624253713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541660.3136861146,136.2952557173534
31,273.33398529619967,0.7875739638731193,0.0002543207231771572,0.028419515146237754,1.1471579470609081e-05,126.15479312023766,0.050922569488967416,0.7859018938456144,0.0002538278684625772,0.001672070027504877,4.928547145799751e-07,0.012154775822021352,2.240799504298627e-06,11749557.474375373,1875.3782970807406
23,27.965992437810698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426803.06684360147,294.99370391937373
32,124.0286323378254,0.42781260040715086,0.00017089861578356282,0.016951934268118293,1.0401005217039563e-05,75.24997346288083,0.0461702690790572,0.4276285197861284,0.00017068128094967924,0.00018408062102244147,2.1733483388358913e-07,0.002010219000145174,1.4568153485634111e-06,3577174.5083240396,1132.7736288948738
24,12.17844624689208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84077.33986533908,142.93998978718585
41,1.171324085979031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18504.395299305936,54.58564316383264
42,11.403011896965971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124890.65279348496,304.71821652129915
25,7.808849516375862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67523.66058306537,65.89263658963547
33,32.492018682524126,0.12746881020379364,0.00010503955283880842,0.005402470566529417,6.218350386066354e-06,23.981674323142585,0.027603381073417137,0.12745170960907637,0.00010497704126177856,1.710059471726495e-05,6.251157702985588e-08,0.0002476433451752305,4.494305192360742e-07,868185.7494377046,594.7566671661875
26,7.663324321400312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47603.36961647489,86.41220797174371
43,0.7514760138626275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10461.502737656774,31.439634161263605
44,7.351853628369642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77839.3041490129,182.5153477828882
total,552.5130146517231,1.342855374484064,0.0005302588917995285,0.05077391998088546,2.8090935073714995e-05,225.38644090626107,0.12469621964144176,1.3409821232408192,0.000529486190674035,0.0018732512432445834,7.727011254934202e-07,0.014412638167341757,4.147045372098113e-06,19130076.239448167,5328.153754526323
