fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
500,99,"[42, 44]",0.09117258778698627,0.0003493623037956624
500,98,[44],0.041015904182344326,0.0001826498301463889
500,total,,0.13218849196933058,0.000394227066252328
