cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.0525467303852367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.10349817273463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.47233255967432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.123074629420975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,264.8818582539099,0.7961763613732855,0.000596697473990527,0.0017340539708337026,2.0532741493511634e-06,0.7979104153441192,0.0005987507481398782,0.0017340539708337026,0.00219196679355005,0.022936796823328255,2.7929633362986864e-05,99.25604643303134
23,26.247120291545848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,108.82292829712135,0.37916724547028513,0.0003931152987693528,0.00017370935649189327,5.247775127849186e-07,0.37934095482677704,0.00039364007628213773,0.00017370935649189327,0.0003098538684365845,0.01165613955895062,1.722001751334371e-05,50.44044895215746
24,5.715767940282025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.7911809147565645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,24.258079943449918,0.0924007992129615,0.0002479013182698381,1.4924620024438683e-05,2.2441241677222783e-07,0.09241572383298594,0.0002481257306866103,1.4924620024438683e-05,3.3727193549901527e-05,0.002974131018835738,1.1025768125130095e-05,12.87017052892234
26,2.6487463466616887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,485.1171340799425,1.2677444060565322,0.0012377140910297178,0.0019226879473500345,2.8024640789083096e-06,1.2696670940038821,0.0012405165551086263,0.0019226879473500345,0.002535547855536536,0.03756706740111461,5.617541900146067e-05,162.56666591411113
