cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,3.064311478630744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451707.96600573615,49.44372617437753
21,6.127832720626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586365.1041433461,52.67033440768854
12,30.586750808810717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488772.48164059303,41.127576235907995
22,6.140116790869387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539850.9558113649,46.43181719020096
31,269.38893677439046,0.7876414398036005,8.489154062040039e-05,0.0017093608308289096,1.80370182023657e-07,0.7893508006344294,8.507191080242404e-05,0.002149665924833176,1.9025887879501773e-07,0.022835776838000945,2.9996240704407573e-06,98.81889540311448,0.012980488440063878,9492278.641944896,622.3517681560969
23,27.432980511657707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414988.5597254203,94.16072864259745
32,121.11361369995853,0.4240938691881897,5.299578700273329e-05,0.0001820885054092924,8.060804273888652e-08,0.424275957693599,5.3076395045472176e-05,0.00032066772919514194,1.0270806140571406e-07,0.013317550990191707,2.2206904415216407e-06,57.62999383210839,0.00960975306512207,3046732.2856404576,382.3126104565606
24,11.870424601523034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80028.07658478314,50.91276482434878
41,1.1429346301654304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17658.926982028246,14.376520956148424
42,11.157886127851935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119799.95334302667,91.29984513472358
25,7.5664382471455705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64174.62539584559,27.91891811243024
33,30.952970889403986,0.12187406266078375,3.5888799825434744e-05,1.6334507452545045e-05,2.3129801383083947e-08,0.1218903971682363,3.591192962681783e-05,3.650859865880255e-05,2.7192376467529586e-08,0.004034160848515846,1.6137734447579655e-06,17.457313659915986,0.006983397603381963,745208.0593386117,192.50989473672655
26,6.7737313385443505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40723.44286832435,28.888532467855676
43,1.092225783721363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14831.555305545868,17.54691151116495
44,7.9882595510016925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91223.2270249985,68.17615620975992
total,542.3994139543009,1.3336093716525739,0.0001737761274485684,0.0019077838436907472,2.8410802614562747e-07,1.3355171554962648,0.00017406023547471402,0.0025068422526871204,3.201593166682614e-07,0.0401874886767085,6.834087956720364e-06,173.90620289513888,0.02957363910856791,16194343.861754978,1780.128105216588
