mtu,li6_tbr,li7_tbr,tbr,tbr_err
0.0,1.069958106494256,0.17872942747787537,1.2486875339721315,5.337185952017475e-05
0.1,1.0698690925797494,0.1787640182858137,1.248633110865563,5.327761837902951e-05
0.2,1.0696549386129857,0.1786686033935731,1.2483235420065588,5.3398686306891335e-05
0.5,1.069279116165227,0.17860238493253655,1.2478815010977637,5.3502251302687146e-05
1.0,1.0689319429634554,0.1786033346973724,1.2475352776608277,5.3345557286167386e-05
2.5,1.0670660933088414,0.1783541123367132,1.2454202056455546,5.296461158846332e-05
5.0,1.0647444739312397,0.17798503669128232,1.242729510622522,5.348049979323494e-05
10.0,1.0612436025950882,0.17732249067245887,1.238566093267547,5.282020882583488e-05
15.0,1.058254211108373,0.1765903539117779,1.234844565020151,5.2215217430196e-05
20.0,1.055884300421608,0.17584380682130357,1.2317281072429116,5.1957321385952916e-05
25.0,1.0541492338205578,0.17516241205632482,1.2293116458768827,5.236621992685498e-05
30.0,1.0519988022204967,0.17444269330068327,1.22644149552118,5.233726572412727e-05
35.0,1.0505152836505265,0.1736669611832239,1.2241822448337505,5.1677445046822346e-05
40.0,1.0492325037096504,0.17301486629281468,1.222247370002465,5.111638064822567e-05
45.0,1.0476344563547368,0.17229226697470681,1.2199267233294437,5.066096088586994e-05
50.0,1.0466000367473487,0.17161869873892904,1.2182187354862777,5.095625129875821e-05
