fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
150,99,"[42, 44]",0.10520355478332973,0.0001592609542949911
150,98,[44],0.05130884881899143,6.600280263168877e-05
150,total,,0.15651240360232116,0.00017239611804849004
