fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
0.1,99,"[22, 23]",0.05024948635371351,3.269429173507841e-05
0.1,98,[23],0.007541644222081192,9.031808279260148e-06
0.1,total,,0.05779113057579471,3.3918877824181166e-05
