cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Be9(n,2n)","Be9(n,2n)_stdev","tot(n,fis)","tot(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,1.9430188938232968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.501773864147903,0.005313091136235898,0.0,0.0
21,23.709930187733544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.32688429461183,0.012863690439991447,0.0,0.0
31,61.42976777077218,0.4876401704360204,8.66478598122578e-05,1.2259325219014344e-05,7.49382843707773e-09,0.054430177034310696,3.3271848263087946e-05,0.4827944916113776,8.482912448772408e-05,0.004845678824642838,1.8187353245337083e-06,0.1656911708326861,5.4661579352119885e-05,0.0,0.0,271.02280276772666,0.04636351745735284,0.013862413417470233,3.3999262686308035e-06
22,0.5406627164314549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7146066336425068,0.002755233100504526,0.0,0.0
32,118.39126939265071,0.9170180284798494,0.00014057713168287228,2.2970142638237612e-05,9.40126383150963e-09,0.10198513441534787,4.174067051436565e-05,0.906470868585196,0.00013873292224088736,0.01054715989465339,1.8442094419849057e-06,0.3588264471609427,6.770424488185773e-05,1.286078192406289e-06,3.1555897873274963e-10,541.7162512691032,0.06849181921058159,0.029074335438014125,4.23845988036909e-06
23,0.07331874723939194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6997569224371196e-06,3.6816086914318316e-10,0.3730259093472602,0.0008150385702546759,0.0,0.0
total,206.08796770865058,1.4046581989158697,0.00022722499149513008,3.5229467857251954e-05,1.689509226858736e-08,0.15641531144965856,7.501251877745359e-05,1.3892653601965737,0.00022356204672861144,0.01539283871929623,3.662944766518614e-06,0.5245176179936288,0.0001223658242339776,3.985835114843409e-06,6.837198478759328e-10,1024.6553447385793,0.13660238991492096,0.04293674885548436,7.638386148999893e-06
