cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev","Th232(n,g)","Th232(n,g)_stdev","U235(n,inel)","U235(n,inel)_stdev","U238(n,inel)","U238(n,inel)_stdev","Th232(n,inel)","Th232(n,inel)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Be9(n,2n)","Be9(n,2n)_stdev","Pb(n,2n)","Pb(n,2n)_stdev","tot(n,fis)","tot(n,fis)_stdev","tot(n,nufis)","tot(n,nufis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,1.9589473292509325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.572764255042852,0.004919927200705766,0.0,0.0
21,23.91172031621164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.349452981607,0.014919391748034437,0.0,0.0
31,62.254348929766344,0.4737974439173418,7.546696227974457e-05,0.013230972301879413,4.659436421433215e-06,0.0,0.0,5.135912079949247e-05,3.758890287133429e-09,0.009670980712945407,9.2831094469151e-07,0.0,0.0,58.74419283782238,0.02068743138532348,0.0,0.0,0.4691346458152724,7.384758880134401e-05,0.0046627981020693895,1.6193734784005645e-06,0.15967976760849456,4.662984150702582e-05,0.0,0.0,0.0,0.0,0.0,0.0,290.7044327843162,0.053904473924941874,20.12081979228438,0.004867252469503688
22,0.5480327346500218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.688592123888222,0.0036386657971182804,0.0,0.0
32,119.82887765827309,0.8901052767104549,0.00012388743219054826,0.02475327284301125,8.009354428617957e-06,0.0,0.0,0.00010190098910726973,7.459757413292308e-09,0.019227575762160262,1.5375954519485037e-06,0.0,0.0,109.9020540652582,0.03556073207064055,0.0,0.0,0.8799630482398106,0.0001221514377088733,0.010142228470644287,1.7359944816749573e-06,0.34554241379421746,6.466083250058406e-05,0.0,0.0,0.0018665763622276,4.2290878382484153e-07,0.006544887511606719,1.650234860289652e-06,582.5754545044337,0.07695655221273126,42.15891230371561,0.00637702321079975
23,0.07395562770832374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003914546455524328,5.415429221089139e-07,0.013863788679932274,2.005303949363967e-06,0.36818750377625525,0.0008286117124605558,0.0,0.0
total,208.57588259586035,1.3639027206277967,0.00019935439447029283,0.03798424514489066,1.2668790850051172e-05,0.0,0.0,0.0001532601099067622,1.1218647700425738e-08,0.02889855647510567,2.4659063966400137e-06,0.0,0.0,168.64624690308057,0.05624816345596403,0.0,0.0,1.3490976940550832,0.0001959990265102173,0.014805026572713677,3.355367960075522e-06,0.505222181402712,0.00011129067400760988,0.0,0.0,0.005781122817751928,9.644517059337554e-07,0.020408676191538994,3.655538809653619e-06,1085.2588841530642,0.15516762259599215,62.27973209599999,0.011244275680303438
