energy_mid_eV,"Be (n,2n)","Be (n,2n) err","Be (n,n')","Be (n,n') err","Pb (n,2n)","Pb (n,2n) err","Pb (n,n')","Pb (n,n') err","U (n,2n)","U (n,2n) err",U nu-fission,U nu-fission err,"U (n,n')","U (n,n') err","Th (n,2n)","Th (n,2n) err",Th nu-fission,Th nu-fission err,"Th (n,n')","Th (n,n') err","Li_7.5 (n,2n)","Li_7.5 (n,2n) err","Li_7.5 (n,n')","Li_7.5 (n,n') err","Li_60 (n,2n)","Li_60 (n,2n) err","Li_60 (n,n')","Li_60 (n,n') err","Li_90 (n,2n)","Li_90 (n,2n) err","Li_90 (n,n')","Li_90 (n,n') err"
1.1906819575743233,2.375344552642473e-07,3.168412913987749e-08,0.0,0.0,3.032354748054219e-08,1.2062871772651689e-08,0.0,0.0,1.51617737402711e-08,8.664782263330235e-09,2.1731875694388582e-07,3.537747206063256e-08,0.0,0.0,3.032354748054219e-08,1.2062871772651689e-08,7.075494412126512e-08,1.9032450688121843e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.210634343844991,2.8332597704154744e-07,4.074153766002079e-08,0.0,0.0,3.479441823317247e-08,1.2746308819013654e-08,0.0,0.0,2.4853155880837474e-08,1.0887815350479202e-08,2.3859029645603993e-07,3.2743573777362044e-08,0.0,0.0,4.970631176167495e-08,1.4987016893264124e-08,5.467694293784244e-08,1.56309469101255e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2309210744091632,2.5421294732309134e-07,3.220392905704697e-08,0.0,0.0,2.9332263152664367e-08,1.1668533486700733e-08,0.0,0.0,2.9332263152664367e-08,1.1668533486700733e-08,2.1510326311953884e-07,3.1322294929410384e-08,0.0,0.0,4.88871052544406e-08,1.4740016837781043e-08,4.88871052544406e-08,1.4740016837781043e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2515477519103075,3.0772096023446173e-07,3.7754330227212433e-08,0.0,0.0,4.808140003663461e-08,1.449708757422704e-08,0.0,0.0,3.846512002930769e-08,1.3109870896356375e-08,2.452151401868367e-07,3.382308580955427e-08,0.0,0.0,2.4040700018317306e-08,1.0531889951952476e-08,3.846512002930769e-08,1.3109870896356375e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2725200728759938,3.0264943100402275e-07,4.0618386965031344e-08,0.0,0.0,1.4186692078313559e-08,8.10753411845209e-09,0.0,0.0,2.364448679718926e-08,1.0358314555260625e-08,2.3171597061245488e-07,3.587910647676375e-08,0.0,0.0,2.8373384156627114e-08,1.1287086217639997e-08,4.2560076234940665e-08,1.3601419683537536e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2938438292911194,2.511518782375836e-07,3.332942675961162e-08,0.0,0.0,4.1858646372930565e-08,1.3377255565994608e-08,0.0,0.0,4.650960708103396e-08,1.550320236034466e-08,2.418499568213768e-07,3.203237332574001e-08,0.0,0.0,3.7207685664827174e-08,1.2681305947997413e-08,4.650960708103396e-08,1.402317416678603e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3155249101974995,1.829723410270223e-07,2.979425299642549e-08,0.0,0.0,3.6594468205404444e-08,1.2472306165381413e-08,0.0,0.0,1.8297234102702226e-08,9.00893530599804e-09,2.2414111775810235e-07,2.8706779511977077e-08,0.0,0.0,4.116877673108e-08,1.3156785882765094e-08,7.776324493648446e-08,1.8452517515761136e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3375693033202598,2.6993517857433135e-07,3.260560857704534e-08,0.0,0.0,3.1492437500338635e-08,1.1536687613305237e-08,0.0,0.0,1.799567857162208e-08,8.860459626263162e-09,2.1594814285946507e-07,3.227790570136024e-08,0.0,0.0,4.049027678614967e-08,1.4433701875914236e-08,5.848595535777176e-08,1.52062435227373e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3599830967214819,2.212386619716706e-07,3.2375117732035365e-08,0.0,0.0,2.6548639436600455e-08,1.0561192863980466e-08,0.0,0.0,3.5398185915467273e-08,1.2064583367045558e-08,2.4336252816883764e-07,3.3500890746608564e-08,0.0,0.0,2.2123866197167043e-08,9.69215222197151e-09,1.0619455774640186e-07,1.8992661962569927e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3827724804815629,1.9583319771172272e-07,3.053820558040449e-08,0.0,0.0,4.7870337218421073e-08,1.5018034820286466e-08,0.0,0.0,1.7407395352153122e-08,8.570808991852937e-09,2.0888874422583758e-07,2.7992144950530133e-08,0.0,0.0,2.17592441901914e-08,9.532416488461189e-09,5.657403489449765e-08,1.5956779072807032e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4059437484087458,2.4396719904202865e-07,3.175975021977437e-08,0.0,0.0,3.85211366908466e-08,1.2310648691671718e-08,0.0,0.0,1.7120505195931823e-08,8.429554043546646e-09,2.4396719904202865e-07,3.508184788196471e-08,4.280126298982956e-09,4.280126298982956e-09,1.284037889694887e-08,7.338131357626568e-09,6.420189448474434e-08,1.6520949258101345e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.429503299777299,1.7259301839253715e-07,2.614547878194073e-08,0.0,0.0,2.9467100701164865e-08,1.0794741933059048e-08,0.0,0.0,4.209585814452123e-08,1.2692378790309401e-08,2.146888765370584e-07,3.137354759776796e-08,0.0,0.0,2.9467100701164865e-08,1.0794741933059048e-08,9.261088791794673e-08,2.0360622294302085e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.453457641094821,2.0701039515407492e-07,3.456440602424761e-08,0.0,0.0,3.312166322465197e-08,1.1288687736238355e-08,0.0,0.0,2.484124741848898e-08,9.881983052089438e-09,2.7739392950646046e-07,3.383281479064668e-08,0.0,0.0,6.624332644930395e-08,1.6350393182885594e-08,4.968249483697796e-08,1.474685372360934e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.477813387899162,2.1988656384722426e-07,3.244183593886052e-08,0.0,0.0,2.0359867022891117e-08,8.919369184678346e-09,0.0,0.0,2.4431840427469347e-08,9.719118728953565e-09,1.995266968243331e-07,3.034793850425569e-08,0.0,0.0,2.850381383204757e-08,1.0441859127754264e-08,3.257578723662579e-08,1.1102639604242627e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5025772665854547,2.0424803719586215e-07,2.9847776093834785e-08,0.0,0.0,4.405349821871533e-08,1.2593935484740904e-08,0.0,0.0,3.203890779542934e-08,1.091965771946934e-08,2.3228208151686288e-07,3.1785069952206105e-08,0.0,0.0,5.206322516757268e-08,1.468449940623845e-08,8.009726948857336e-08,1.8000522690959133e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5277561162637623,3.0329218755949634e-07,4.438516250487939e-08,0.0,0.0,1.969429789347377e-08,8.627792782115217e-09,0.0,0.0,2.363315747216853e-08,9.401398314382072e-09,2.245149959856012e-07,2.9227454432790134e-08,0.0,0.0,3.544973620825279e-08,1.1329085436254387e-08,4.726631494433706e-08,1.40296785583199e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5533568906478545,2.0919294840031427e-07,2.883263983100845e-08,0.0,0.0,3.099154791115766e-08,1.0562691385960886e-08,0.0,0.0,1.549577395557883e-08,7.629591680283642e-09,2.634281572448403e-07,3.477188675263566e-08,0.0,0.0,4.6487321866736486e-08,1.3798456333977619e-08,6.585703931121003e-08,1.562728217448806e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5793866599756348,2.1336544751028673e-07,2.8819078433955966e-08,0.0,0.0,4.191107004666342e-08,1.1981461940743201e-08,0.0,0.0,3.4290875492724626e-08,1.0958734808599193e-08,2.43846225726042e-07,3.272644631660021e-08,0.0,0.0,5.715145915454105e-08,1.5672052301401705e-08,6.096155643151046e-08,1.403841578352427e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6058526129617465,1.723759522752187e-07,3.032653222688366e-08,0.0,0.0,2.623112317231588e-08,1.098666872001563e-08,0.0,0.0,7.49460662066168e-09,5.272654144979929e-09,2.473220184818356e-07,3.4195600997322164e-08,0.0,0.0,3.747303310330839e-08,1.2491011034436135e-08,7.119876289628597e-08,1.4774764231419662e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6327620587829021,2.6167364153647076e-07,2.8832646572069056e-08,0.0,0.0,2.9484353975940345e-08,1.004900215552523e-08,0.0,0.0,2.211326548195526e-08,8.796777031269083e-09,2.4324592030150803e-07,2.9269511848309482e-08,0.0,0.0,3.6855442469925425e-08,1.1112334014115633e-08,6.265425219887325e-08,1.3913857112702578e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6601224290964778,2.029889697236877e-07,2.92898730189686e-08,0.0,0.0,1.4499212123120541e-08,7.138918553042096e-09,0.0,0.0,1.8124015153900674e-08,7.939874169344645e-09,2.3923700003148907e-07,2.878712291781147e-08,0.0,0.0,3.2623227277021215e-08,1.0425785028597084e-08,5.799684849248217e-08,1.4314970685326946e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6879412800929368,1.9964352165077906e-07,2.393931342381313e-08,0.0,0.0,4.991088041269473e-08,1.3425582933502201e-08,0.0,0.0,2.4955440206347366e-08,1.0452360446336564e-08,2.745098422698212e-07,3.198939321629402e-08,0.0,0.0,4.2780754639452626e-08,1.1643446630873675e-08,4.991088041269473e-08,1.3425582933502201e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7162262945826412,2.4894781942972516e-07,2.9607652270468788e-08,0.0,0.0,3.856938047502781e-08,1.1026145687167422e-08,0.0,0.0,2.4544151211381337e-08,8.991308000734748e-09,2.454415121138136e-07,2.4159131044559558e-08,0.0,0.0,2.4544151211381337e-08,8.991308000734748e-09,6.66198390023208e-08,1.551748324402145e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.744985284117638,2.2760232606938986e-07,2.825074956349056e-08,0.0,0.0,2.413964064372315e-08,8.843122835477118e-09,0.0,0.0,4.483076119548585e-08,1.1655917525465409e-08,2.5174196671311306e-07,2.8937613029850017e-08,0.0,0.0,2.7588160735683597e-08,9.40273227373703e-09,6.207336165528812e-08,1.5011758888275664e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7742261911489958,1.9671774481942581e-07,2.691850890561163e-08,0.0,0.0,2.3741796788551374e-08,8.697379900337833e-09,0.0,0.0,1.017505576652202e-08,5.814929324527672e-09,1.9332605956391848e-07,2.6516214442375255e-08,0.0,0.0,3.391685255507339e-08,1.0226315817725938e-08,3.730853781058073e-08,1.066569823544361e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8039570912202942,2.56855607494297e-07,2.6759902790153412e-08,0.0,0.0,2.668629688252434e-08,9.095354611272963e-09,0.0,0.0,3.002208399283988e-08,9.594507347846128e-09,2.601913946046125e-07,2.2529818628166164e-08,0.0,0.0,3.002208399283988e-08,9.594507347846128e-09,4.002944532378652e-08,1.0894635081101681e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8341861951978697,2.1325266422440747e-07,2.653281922485509e-08,0.0,0.0,2.6246481750696284e-08,8.945454660560822e-09,0.0,0.0,2.6246481750696284e-08,8.945454660560822e-09,2.3949914597510376e-07,3.191952946255346e-08,0.0,0.0,3.936972262604443e-08,1.1685796830662241e-08,6.233539415790369e-08,1.3750335749227679e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8649218515384334,1.7424392748924396e-07,2.1226140058735e-08,0.0,0.0,2.2587175785642718e-08,9.460434311082767e-09,0.0,0.0,1.6133696989744797e-08,7.0679439901780495e-09,2.6136589123386594e-07,2.6622204959147297e-08,0.0,0.0,4.194761217333648e-08,1.0906303949437546e-08,5.808130916308129e-08,1.4046324958417872e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8961725485946883,2.5705833689560706e-07,3.305300873925066e-08,0.0,0.0,2.85620374328452e-08,9.127903248963206e-09,0.0,0.0,3.490915686236635e-08,9.979767490168748e-09,2.2214918003324062e-07,2.834931848162621e-08,3.1735597147605784e-09,3.1735597147605784e-09,2.5388477718084624e-08,9.758139033497438e-09,5.077695543616926e-08,1.253293321020945e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9279469169595804,2.24730466739216e-07,2.6647724045693864e-08,0.0,0.0,1.5606282412445546e-08,6.836891138849304e-09,0.0,0.0,2.497005185991287e-08,8.510415563746077e-09,2.1224544080925958e-07,2.3841054049786236e-08,0.0,0.0,3.745507778986931e-08,1.1117488265957807e-08,5.930387316729309e-08,1.3081623663343776e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9602537318498356,1.6883983910220675e-07,2.0639119359421046e-08,0.0,0.0,3.683778307684508e-08,1.0934261661351987e-08,0.0,0.0,2.4558522051230053e-08,8.370155955619978e-09,1.8111910012782179e-07,2.271193927424149e-08,0.0,0.0,3.990759833324884e-08,1.0375904008932769e-08,5.218685935886387e-08,1.2383471615652632e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9931019155294343,2.2040319357804906e-07,2.4597624034874102e-08,0.0,0.0,2.7172996468526574e-08,8.683991235999922e-09,0.0,0.0,3.6230661958035434e-08,1.0754054802558411e-08,2.354993027272305e-07,2.7671625150175693e-08,0.0,0.0,3.019221829836286e-08,1.0064072766120957e-08,2.7172996468526577e-08,9.686447246913937e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0265005397736995,2.0786235611804344e-07,2.5147185346080887e-08,0.0,0.0,1.4847311151288805e-08,6.504396586148801e-09,0.0,0.0,1.4847311151288805e-08,6.504396586148801e-09,2.88037836335003e-07,3.143008539832622e-08,0.0,0.0,2.375569784206209e-08,8.096533470453102e-09,5.641978237489748e-08,1.3141626289479766e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0604588283746734,2.453239080952416e-07,2.7131487883945094e-08,0.0,0.0,1.7523136292517248e-08,6.970798726203493e-09,0.0,0.0,1.7523136292517248e-08,8.113153081523436e-09,2.862112261111152e-07,2.8452111058053492e-08,0.0,0.0,2.3364181723356325e-08,8.980094678855408e-09,5.5489931592971295e-08,1.4790210040962773e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.094986159688479,2.3553596110376372e-07,2.688967453179506e-08,0.0,0.0,3.446867723469711e-08,9.381185703743847e-09,0.0,0.0,2.0106728386906646e-08,8.421521350005323e-09,2.2979118156464753e-07,2.7989149428915615e-08,0.0,0.0,2.2979118156464735e-08,7.831855772550242e-09,4.883062608248758e-08,1.158706769282382e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1300920692253653,1.836282564780507e-07,2.2846961145490843e-08,0.0,0.0,3.955070139527243e-08,1.1371316269867383e-08,0.0,0.0,5.650100199324633e-09,3.974995052227408e-09,2.0057855707602462e-07,2.173303131328593e-08,0.0,0.0,3.6725651295610117e-08,9.548603484647885e-09,3.6725651295610117e-08,1.0358517032095162e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1657862522831586,1.8060189106715036e-07,2.1765291132555538e-08,0.0,0.0,1.6670943790813868e-08,6.631791923643223e-09,0.0,0.0,1.6670943790813868e-08,6.631791923643223e-09,2.2227925054418506e-07,2.3027447236969427e-08,0.0,0.0,3.056339694982541e-08,8.737409398673014e-09,5.556981263604624e-08,1.2488386678776833e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2020785666248397,2.2408127761654647e-07,2.3747000897354457e-08,0.0,0.0,2.4594286567669716e-08,7.859882853063034e-09,0.0,0.0,3.005968358270742e-08,8.59340871984405e-09,2.5960635821429166e-07,2.498377865160765e-08,0.0,0.0,4.0990477612782864e-08,1.0548000275397504e-08,4.9188573135339445e-08,1.0551575262883782e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.238979035200987,2.177005475020453e-07,2.2174540709798136e-08,0.0,0.0,4.300257728435459e-08,1.1280546637536768e-08,0.0,0.0,2.9564271882993774e-08,8.451781306883484e-09,2.3920183614422257e-07,2.830337970017515e-08,0.0,0.0,1.6125966481632973e-08,6.41499699211774e-09,4.837789944489892e-08,1.1058441179222789e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2764978489178467,2.32616200251525e-07,2.471714536605038e-08,0.0,0.0,3.4363756855338904e-08,8.934515165254622e-09,0.0,0.0,2.3790293207542313e-08,7.60294132284809e-09,2.32616200251525e-07,2.324559410521698e-08,0.0,0.0,2.90770250314406e-08,8.31248804614995e-09,6.344078188677952e-08,1.2528730843390915e-08,2.6433659119491464e-09,2.6433659119491464e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.314645369451782,2.0798406155428383e-07,2.1546509590286018e-08,0.0,0.0,3.119760923314255e-08,8.490913757326719e-09,0.0,0.0,3.6397210771999644e-08,9.790525988063975e-09,2.4958087386514064e-07,2.3637703512953396e-08,2.599800769428546e-09,2.599800769428546e-09,1.8198605385999822e-08,6.6667315076464475e-09,4.6796413849713846e-08,1.1317197309999746e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3534321321108873,1.8410066072657388e-07,1.99323804158101e-08,0.0,0.0,2.556953621202413e-08,7.709505243517215e-09,0.0,0.0,2.0455628969619303e-08,6.971787809089103e-09,2.480245012566342e-07,2.423151447893365e-08,0.0,0.0,1.534172172721448e-08,6.103020172222397e-09,5.113907242404828e-08,1.0279340324689617e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3928688487445533,1.810665096518246e-07,1.992707425411896e-08,0.0,0.0,3.0177751608637414e-08,8.957418304782179e-09,2.514812634053118e-09,2.514812634053118e-09,1.508887580431871e-08,6.98609867463098e-09,2.2381832443072767e-07,2.2857995364828096e-08,0.0,0.0,4.2751814778903e-08,1.1334283506165187e-08,4.2751814778903015e-08,1.0144620529694003e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4329664107017894,2.028160259224352e-07,2.1203969174557257e-08,0.0,0.0,1.9786929358286348e-08,7.605166795274765e-09,0.0,0.0,1.4840197018714762e-08,5.903510921092376e-09,2.2260295528072161e-07,2.522838391901587e-08,0.0,0.0,2.7207027867643723e-08,7.777896592808765e-09,4.699395722593009e-08,9.751919978243841e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.473735891839116,1.5568657804887792e-07,1.8138142702245452e-08,0.0,0.0,3.648904173020574e-08,8.72988844630187e-09,0.0,0.0,3.162383616617831e-08,1.0171901258845402e-08,2.1893425038123457e-07,2.227371446460058e-08,0.0,0.0,3.648904173020574e-08,1.0006011725395746e-08,5.1084658422288045e-08,1.1093836860080653e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.515188551578867,2.105409867437649e-07,2.21115339322603e-08,0.0,0.0,2.153260091697594e-08,6.881424279721411e-09,0.0,0.0,2.153260091697594e-08,7.675796929967652e-09,2.5599869979071405e-07,2.312760839230748e-08,0.0,0.0,3.3495156981962576e-08,9.630272286303395e-09,5.742026911193585e-08,1.277817203292272e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5573358380187305,1.9530567241442928e-07,2.5918433585374623e-08,0.0,0.0,4.941468820124113e-08,1.0196681692319596e-08,0.0,0.0,1.882464312428233e-08,6.4159072125938666e-09,2.1413031553871166e-07,1.9813298775769768e-08,0.0,0.0,3.7649286248564664e-08,8.669994095444025e-09,6.823933132552347e-08,1.390895328059978e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.600189391093407,1.7588675629288153e-07,1.8930501183149873e-08,0.0,0.0,1.8514395399250673e-08,6.310167061049967e-09,0.0,0.0,3.2400191948688684e-08,8.070774136488299e-09,2.082869482415702e-07,2.3375593000424942e-08,0.0,0.0,2.777159309887601e-08,8.875291738978104e-09,5.32288867728457e-08,1.2243912379662943e-08,4.628598849812668e-09,3.2563418130089186e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
