x,y,z
-1.714414839650857392e-01,-1.611187421520196561e-01,3.947690644517947476e+02
5.842977697175744112e-02,-4.252822011478762931e-02,3.768540651623689541e+02
-1.574675292653127112e-02,2.980193141622888842e-02,3.816736245189528631e+02
2.680141689895888524e-01,2.320513614475165909e-01,3.781682511416112789e+02
2.098599167128178955e-02,2.647977487948260933e-02,3.919386474764536388e+02
1.484842651546174341e-01,-8.095025767641722547e-02,3.948438760848047195e+02
-2.279361048156097469e-01,-4.835809778071675780e-02,4.077632979135076425e+02
-1.746419894784152771e-01,1.285968616934043962e-01,3.949434766079817791e+02
-4.796251543261470518e-02,-2.257982850397521890e-01,3.972796490115182451e+02
-1.580494458945659597e-01,2.725746597547338279e-01,3.904093042665421081e+02
1.825198814176057782e-01,1.081797653455592867e-01,3.962538373134087806e+02
2.472937759430041682e-01,-1.237956751979253367e-01,3.773372856706630500e+02
-9.751194491572534595e-02,-2.564170497717793151e-01,3.869406104441322896e+02
1.727180378109032244e-01,-2.590382871686128241e-01,3.988990510662422366e+02
7.987598573102405730e-02,1.643079085740627443e-01,3.716954507926301972e+02
-2.460801770740084771e-01,-8.903460510201405276e-02,3.891823215506096858e+02
4.199301405545857735e-02,6.291550914140636719e-02,3.869124665680014346e+02
1.679936915454960378e-02,-1.992370632002855302e-01,3.688836639920154994e+02
1.357010809455431177e-01,1.560115851786154639e-01,4.038936921994365434e+02
-9.844024347639174222e-02,-2.319795194274121841e-01,3.765125231419469287e+02
-1.878556281885124246e-01,2.689295388704446843e-01,3.694027661810344512e+02
7.796914776682828396e-02,-1.557797970013957700e-02,3.926811607010974399e+02
-1.815314966467765356e-01,-2.156626991940731597e-01,3.874128659643051265e+02
1.412530343035339198e-01,-1.948567162432999489e-01,4.059804021385577357e+02
-1.971478400007653509e-01,1.201798462731003547e-01,3.667390098239210943e+02
1.876003438023021719e-02,3.254345958096949154e-02,3.795677674946336992e+02
2.671496235511432449e-01,-8.480540740436015579e-02,3.666445825472300726e+02
1.053412457453488660e-01,2.853362109015341597e-01,3.950835270832509991e+02
6.528341876337839800e-02,-8.216220112360506089e-03,4.002321650025947974e+02
1.404613478001017768e-01,-1.828500165417251133e-01,3.699553968355851339e+02
-4.674014739020376785e-02,-2.145950222702784627e-01,3.946541208625230865e+02
-2.220997253540711314e-01,-2.594209842199389771e-01,3.726904969342688219e+02
-1.655010263202426335e-01,2.851924383209735181e-01,4.010888343467394179e+02
9.096672888897716636e-02,-1.894551083798429736e-01,4.013876369051266693e+02
-2.294212662960433413e-01,1.055709334957426471e-01,3.688018987157540209e+02
1.078334772217961479e-01,2.249801058957402455e-01,4.010020223510313144e+02
-2.884905372159007886e-02,9.881873446216521417e-02,3.928024308845462542e+02
-1.520126222468834720e-01,1.178366158311279221e-01,4.037373483379880099e+02
9.093164454832775023e-02,2.514346482048663844e-01,3.674077233077671849e+02
-2.465833122566351010e-01,2.349136817285701895e-01,3.687040457122463408e+02
-2.251963389760865686e-01,-2.732722943647006852e-01,3.885788627094746062e+02
-2.021816248595847132e-01,-2.669470119274759967e-01,3.687335870141075702e+02
-2.359558132407493791e-01,1.592829943588499608e-01,3.713851907271458117e+02
1.998941143983669066e-01,2.449756915566071447e-01,3.999573949779438067e+02
7.184266193306088066e-03,2.736769282872172360e-01,3.754144616723582430e+02
3.133850893345496713e-02,-3.089728283647324991e-02,4.087172012256754670e+02
2.693636185017725948e-01,-2.681518149380746063e-01,3.851157704980296330e+02
-3.389444845205019652e-02,-9.883241914652329818e-02,3.915887124627871572e+02
-2.353804721712467463e-01,1.525013942886960239e-02,4.081201088818727385e+02
2.701943346419980463e-01,2.028652572323510483e-01,4.098735213760029978e+02
-1.949747807583207260e-01,-1.125326018455313493e-01,3.749626586525782841e+02
2.003072351991553868e-01,-2.355560904943908296e-01,3.679893093273130944e+02
2.875558402162280425e-01,-2.831062291756917260e-01,4.074449504056821070e+02
2.078168265105651003e-03,7.474121985031373372e-02,3.737925284894274682e+02
-1.784619524699304349e-01,2.069791480133208461e-01,3.732090716188043871e+02
1.675435855318150313e-01,9.410805678667055751e-02,3.719117269521122466e+02
-3.648292363985472520e-02,1.198949128466959557e-01,3.962600296491945073e+02
-2.064224186487476909e-01,6.704090168652010462e-02,3.748084315609743271e+02
-1.945400511833589863e-01,-1.151602035725819151e-01,3.903084249286577005e+02
1.993094922434112126e-01,-2.907598569403030409e-01,4.016293361012160972e+02
-2.697596014903590467e-01,-7.444791462062116949e-03,3.714728910130600639e+02
1.956505814106325181e-01,-7.226858622541182386e-02,4.050787054579678284e+02
