x,y,z
-8.605676496156183797e-02,-2.398855196729705597e-01,3.986434983844785620e+02
-2.926037652098825159e-01,5.203427560192852575e-02,4.073573786838163642e+02
-8.525662534947703319e-02,-1.271139647361429204e-01,3.907451022242309477e+02
-1.961113712852981528e-01,2.675880744487754148e-01,4.065025766117133799e+02
1.790108413511771746e-01,4.055230979972085370e-02,4.030888368144514402e+02
-6.681862815125988453e-02,2.471138075525201039e-01,3.764021219717656663e+02
2.783237362718162800e-01,2.653508809139520919e-01,3.851334950794487781e+02
-2.670274662597460491e-01,1.813754523361129634e-01,3.809614894498287754e+02
6.853010066185583060e-02,2.404257721214667631e-01,3.852710194081760164e+02
5.340343746225689747e-02,-2.411796333129434533e-02,3.655178405701856263e+02
-2.355305438989425681e-01,-2.760398382824897912e-01,4.083046880115973636e+02
1.148792734162909501e-01,-1.867325343695402928e-01,3.993469110176679919e+02
