cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.1907793218442024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.290843729530235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,31.90127939770193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.215146581194235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,273.71508990741665,0.8222564224987494,0.018554600941440146,0.0018949025251070674,8.863280081185933e-05,0.8241513250238565,0.018643233742252005,0.0018949025251070674,4.449106221231629e-07,4.503249248469506e-06,1.0828389545752476e-07,0.01948723354653426
23,26.924675607492944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,119.4064898211945,0.41856149220830674,0.034092657953987145,0.00017742579589995552,4.8319552770040315e-05,0.4187389180042067,0.03414097750675719,0.00017742579589995552,6.102165406393158e-08,2.382572999042414e-06,3.2366129165648314e-07,0.010310279070114961
24,7.474115695488459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8.4926774117699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,27.37360974850338,0.09605392636991938,0.005091159414026785,7.354642743744826e-06,6.9516615620536485e-06,0.09606128101266313,0.005098111075588838,7.354642743744826e-06,7.255353626382694e-09,5.900706183471695e-07,3.591539255123523e-08,0.002553454919819777
26,3.1309791516374776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,514.1156863737739,1.3368718410769755,0.05773841830945407,0.002079682963750768,0.0001439040151439533,1.3389515240407261,0.05788232232459803,0.002079682963750768,5.131876298134771e-07,7.47589286585909e-06,4.678605796652431e-07,0.032350967536468996
