cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,3.1960427961041495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.396548868231401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,31.956152287689214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.426719961808354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,265.53086223264216,0.8901687282896187,0.00021929154491857997,0.001483783778843848,4.2697487088932896e-07,0.8916525120684625,0.0002197185197894693,0.001483783778843848,0.050802673969172416,0.1232317754297851,3.800700596838661e-05,547.028302741547
23,24.35781956065594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,93.53808985273393,0.36581110977683556,0.0001381638220198039,0.00011675506136639958,2.394956001268181e-07,0.36592786483820194,0.00013840331761993073,0.00011675506136639958,0.006291213764595192,0.055059852217046915,2.6560763907759664e-05,244.41177936816246
24,4.318732851554392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,5.28359723351329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,17.48673390565374,0.07536199198131935,7.881773145543434e-05,7.875956032339305e-06,7.21392869844433e-08,0.07536986793735169,7.888987074241878e-05,7.875956032339305e-06,0.0005752600998046578,0.012029603336898714,1.4529234983343713e-05,53.39964853291596
26,1.6358829701145876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,460.1271825207012,1.3313418300477735,0.0004362730983938182,0.001608414796242587,7.386097580005903e-07,1.3329502448440163,0.0004370117081518188,0.001608414796242587,0.057669147833572264,0.19032123098373072,7.909700485948999e-05,844.8397306426255
