fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
150,99,"[22, 23]",0.05066151811896814,0.00021479601682209288
150,98,[23],0.007547285191114671,7.24334657755324e-05
150,total,,0.05820880331008281,0.00022668025014740926
