fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
150.0,99,"[42, 44]",0.11303849940893806,4.8052515965565425e-05
150.0,98,[44],0.05749324990867464,2.423933829370026e-05
150.0,total,,0.1705317493176127,5.3819975952589984e-05
