cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,3.093654596779378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454753.1907400979,45.9721382376662
21,6.18727085041152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587642.3148071445,52.729054194018566
12,30.88713300123001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489986.3785885892,40.6721099189595
22,6.201111178390762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541259.4725074662,43.07316395014622
31,272.3179071068078,0.7988453411377763,8.381546325451469e-05,0.0017153161095755198,1.7918867581155573e-07,0.8005606572473518,8.399465193032625e-05,0.007812167331092063,6.99945499405718e-07,0.017816039992413518,2.486336248171485e-06,79.08575596379758,0.011036896069528655,10814981.176724663,665.6132731219087
23,27.721427142904883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417305.2098924861,89.66720356403935
32,121.881684629126,0.4261905992869865,6.14362084609631e-05,0.0001826430943814104,8.143163748764418e-08,0.4263732423813679,6.151764009845075e-05,0.0012692187990786807,3.538464182149099e-07,0.010418165128706153,2.22407389428903e-06,46.24644226832946,0.009872708263121002,3322768.1152115874,454.93697690486164
24,11.115615392499265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75394.29235330243,43.49751216105938
41,1.7544448712131888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26004.43726964716,21.32061190425486
42,12.650926620656207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147833.46435807482,98.98313634094583
25,7.675038800621703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64927.56249172752,32.254013118596504
33,31.425991473119215,0.1241469366654535,3.481297697274649e-05,1.6382857159213084e-05,2.338087897184885e-08,0.12416331952261271,3.483635785171834e-05,0.00015292939107660892,1.1017090931399231e-07,0.003241914725549268,1.3122106604965583e-06,14.390923962306308,0.0058249292274442106,802424.4162515748,220.92198449690216
26,6.884345629889737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41388.9777931108,27.142620733738926
43,1.1102209162806873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15093.329837599988,15.578455588525438
44,8.110059682944248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92590.98964093998,73.1232219818771
total,549.0168318928746,1.3491828770902163,0.00018006464868822427,0.0019143420611161433,2.840011922710488e-07,1.3510972191513324,0.00018034864988049535,0.00923431552124735,1.1639628269346202e-06,0.03147611984666894,6.022620802957073e-06,139.72312219443336,0.026734533560093865,17894353.328468014,1925.4854762175003
