cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,1.942843699439356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484097.3087105845,24.263135675497864
21,23.706960213408514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3191628.8462078297,70.62110862251397
31,61.43656481700317,0.4877140169748921,3.258286386138205e-05,0.0,0.0,0.0,0.0,0.48286648952387073,3.2194522663255155e-05,0.0048475274510213625,3.88341198126899e-07,0.0,0.0,4770770.64981287,249.25715058125297
22,0.5414544695457101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47725.63643822371,14.98403426158506
32,118.37543444917455,0.9168949493152971,3.930317446375572e-05,0.0,0.0,0.0,0.0,0.9063487509200185,3.8609023076485935e-05,0.010546198395278643,6.941513872697833e-07,0.0,0.0,9532577.82969934,359.29708847478616
23,0.07339098162466451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6585.401651131111,4.674741956579327
total,206.076648630196,1.4046089662901893,7.188603832513778e-05,0.0,0.0,0.0,0.0,1.3892152404438893,7.080354573974108e-05,0.015393725846300006,1.0824925853966824e-06,0.0,0.0,18033385.672519978,723.0972595722153
