cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,3.0806697360919713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474744.6212618251,48.526852487449865
21,6.164296343451712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588918.4403039244,52.89864719139244
12,30.779709845230467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490255.03447865264,39.754616984632804
22,6.182440578845418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542875.0399122954,41.93991728599949
31,277.92877273607763,0.6972971763602043,7.288336582536024e-05,0.0014282470585816084,1.468703236733979e-07,0.6987254234187859,7.303023614903363e-05,0.034969439849010416,2.8837793109202834e-06,0.09124861538492583,1.263697921112816e-05,405.05441902014184,0.05609580212193252,16629067.69577901,1044.0086528543948
23,29.040111487509648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483116.5948443136,85.5052424199383
32,130.93164951227772,0.39642638543328734,4.938435360034558e-05,0.0001870589282043437,6.76715437581143e-08,0.3966134443614917,4.945202514410369e-05,0.006394315938027188,1.5902279260323894e-06,0.05615335708981916,9.406820809207565e-06,249.26586925290195,0.04175706471409761,4879899.495187412,641.2146316446837
24,12.93521066763141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100638.40902338004,63.00340072504739
41,1.2411833077486616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22375.84775744287,22.80059768627661
42,11.797816975725073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144926.568830361,90.07757929452562
25,8.342036838803253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81933.1276693276,35.01956631489582
33,34.70700414944909,0.11929061685883127,3.5053157165940836e-05,2.0251465689079868e-05,2.105921131941464e-08,0.11931086832452036,3.507421637726025e-05,0.000868116326075218,5.313932334250604e-07,0.017751891977931554,6.1387617593175445e-06,78.80100165133291,0.027250085575919916,1124500.2320409871,304.09719883090924
26,7.711579952014179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54767.96837239012,39.55227870589836
43,1.23516143197433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19795.6499476655,21.768427961745328
44,8.816555685292228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117096.58840282312,89.43353795375097
total,570.8941992481227,1.2130141786523227,0.00015732087659164665,0.001635557452475032,2.3560107875092683e-07,1.2146497361047979,0.0001575564776703976,0.04223187211311282,5.005400470377733e-06,0.16515386445267655,2.818256177965327e-05,733.1212899243767,0.12510295241195005,25754911.31381181,2619.6011483415405
