cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.0855580152364883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464697.5077107596,129.92960309082136
21,6.172511119345717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588058.7415112795,128.03709329137487
12,30.812743545495746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489873.9568291593,88.94462212724773
22,6.18715060941267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541905.6388946937,138.3477963589045
31,275.31215190609544,0.7510678017242481,0.00018287294763194353,0.05462550747369495,1.7577454506991584e-05,242.48371441144258,0.07802667024752066,0.7494992848211779,0.00018236113548633588,0.0015685169030702662,5.11812145607657e-07,0.022225398809340838,4.890414733819654e-06,13902471.214477567,1675.7889416101648
23,28.434947023915417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450735.3551578456,347.25864077776106
32,126.89482574959194,0.4154667687701409,0.00017483455258124136,0.03297635883670051,1.700327111923825e-05,146.38271291737368,0.07547785876631254,0.4152800834326024,0.0001746026302669608,0.0001866853375384768,2.319223142805693e-07,0.003842780952864385,2.673768963736124e-06,4122837.7203027476,1734.9902261625446
24,12.484219027795293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90865.29510349169,169.09199578533762
41,1.199844964313016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20055.630333142955,49.424438815315895
42,11.565929124184583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133188.71552831464,211.1338867521526
25,8.001332446046241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73002.28397840816,119.55129130677976
33,32.99491345669112,0.12201463683141393,0.0001178578517920121,0.010247166459678608,1.2725180603878936e-05,45.487375774619004,0.05648732985905734,0.12199604501018987,0.00011778934821170245,1.8591821224064766e-05,6.850358030964335e-08,0.000491908564810697,1.0627183904351268e-06,957693.8336934122,815.844239686951
26,7.272111190702211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47838.47876035922,106.75353843535056
43,1.1688201092379311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17421.689323528964,54.72943277310803
44,8.468574674440658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105203.49496912144,233.1351269698212
total,560.0556329625045,1.288549207325803,0.00047556535200519697,0.09784903277007406,4.730590623010877e-05,434.35380310343527,0.20999185887289057,1.2867754132639702,0.0004747531139649991,0.0017737940618328077,8.122380401978696e-07,0.02656008832701592,8.626902087990905e-06,22005849.556573827,6002.960873943635
