cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.063435050982352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451599.2704043692,132.8218158641106
21,6.12544328286289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586301.2872906912,130.12323890004888
12,30.58002843548071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488859.1406983361,121.45737063166504
22,6.137915877210878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540070.644844244,151.07916339576985
31,269.1342091398864,0.7891950741281949,0.00027301616972640166,0.022056867090726157,9.524522818001066e-06,95.44826337292551,0.041216150901876566,0.7874834496517624,0.0002723905213337003,0.0017116244764324847,6.256483927013942e-07,0.002081671960392427,5.372642088297659e-07,9472990.378402418,2006.7248550511872
23,27.35566095308968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413751.0554802317,276.17608624979033
32,120.16532538213082,0.41939197905093173,0.00019228618944201376,0.012688006966582574,9.338408009478233e-06,54.90572281378412,0.0404107629386441,0.4192100640592976,0.00019210407114301193,0.00018191499163408564,1.8211829900181513e-07,0.0003098877478497044,2.1702678913720973e-07,3015092.501579897,1106.2708470405062
24,10.965533285592374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74494.28054599657,147.81795220740085
41,1.7291051684856533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25658.194041712228,66.74499002812429
42,12.452991023561271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144996.0971799703,334.84770040004884
25,7.554331054060076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64006.865328058426,70.12900961625697
33,30.917888294621992,0.1218577930984366,0.00010891973818696914,0.0038995870379434656,5.087197346813002e-06,16.874962754786246,0.022014194046298237,0.12184143976252776,0.00010885434419597253,1.6353335908844767e-05,6.539399099661751e-08,3.5353421161812536e-05,7.535732469421676e-08,744118.7549701065,594.2479832173276
26,6.7630407613553905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40669.58754600745,89.5357085747758
43,1.0902687906073973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14813.957735522326,55.09265008012297
44,7.95838544744696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90590.09883423288,253.47110249515598
total,541.9935619473748,1.330444846277563,0.0005742220973553845,0.03864446109525219,2.3950128174292302e-05,167.22894894149587,0.1036411078868189,1.3285349534735877,0.0005733489366726847,0.0019098928039754152,8.731606826998268e-07,0.002426913129403944,8.296483226611922e-07,16168012.114881795,5536.54047375229
