cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,3.0699208793814567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451238.62908256426,48.56223818360273
21,6.139065446715957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586567.8243301861,50.53072656886633
12,30.642292285255895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489029.25675401837,41.30449716975739
22,6.1511261396133134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540091.4249135543,42.63436216509855
31,269.49522987362815,0.7936255020540861,8.74446447317187e-05,0.00172531119354289,1.869613330385865e-07,0.795350813247629,8.763160606475729e-05,0.001730931934203086,1.5016717597957957e-07,0.018257161259007514,2.470115049534827e-06,79.00552372754724,0.010689106065682201,9419984.710094573,596.6768750713819
23,27.372841828879274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411896.23012004996,83.06321615647732
32,120.16130273848316,0.42179865932247673,6.658454964019951e-05,0.00018157310966309987,8.061361457528993e-08,0.42198023243213983,6.66651632547748e-05,0.00025648585151298006,7.547190398059106e-08,0.01049277160473023,2.122360690576518e-06,45.40612334112194,0.009184243679450957,3003861.4831126337,412.42525938477445
24,10.961266706016051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73883.70567893308,42.723121795328474
41,1.7304144127745014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25456.98403756498,21.885829426602896
42,12.493650696752397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144809.4559324346,90.57293976551416
25,7.555068452568703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63568.70929093208,32.74888052480466
33,30.895461778598573,0.12246386357333047,3.2618059606071786e-05,1.6111708587072266e-05,2.2958436679632366e-08,0.12247997528191755,3.264101804275142e-05,2.9070377372504567e-05,2.1808414540009092e-08,0.0032210133204645585,1.112283667928929e-06,13.9385220246744,0.004813264914060324,742025.5459764468,188.21990564708207
26,6.761146673074547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40277.261558445825,34.34034312116822
43,1.0907165667953558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14683.873086226798,17.355889144594695
44,7.9809162788258154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90441.41935092224,77.60187652138202
total,542.5004207573631,1.3378880249498932,0.00018664725397799,0.0019229960117930624,2.905333842935088e-07,1.3398110209616862,0.00018693778736228347,0.0020164881630885707,2.474474945001797e-07,0.031970946184202306,5.704759408040274e-06,138.3501690933436,0.024686614659193484,16097816.513319487,1780.6459606464357
