cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,3.2285978176643804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.459704243394496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,32.247074932930694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.478361357795308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,275.7584152574376,0.8992275332155133,0.0012369350681948935,0.0020280549413635176,2.0864415156199345e-06,0.9012555881568768,0.0012390215097105135,0.0020280549413635176,0.00499173864219436,0.008892167834679884,1.5830378328327233e-05,39.472509921513485
23,27.044118959752403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,111.18811503590189,0.40685105399932037,0.00046522673362460996,0.0001689032835714562,8.141217968168701e-07,0.4070199572828918,0.0004660408554214268,0.0001689032835714562,0.0007347946417653417,0.004254198677175351,4.541876307738468e-06,18.884472562245428
24,5.944577881370321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.989330209651743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,24.95692324125199,0.09754403386757238,0.00021075432182176174,1.2378303915617679e-05,2.8117212909149387e-07,0.097556412171488,0.00021103549395085324,1.2378303915617679e-05,8.083565189940392e-05,0.0010547467916422286,3.2678847002249885e-06,4.682041991538859
26,2.7750285648982005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,503.0702475020491,1.403622621082406,0.0019129161236412652,0.0022093365288505915,3.1817354415282984e-06,1.4058319576112566,0.0019160978590827935,0.0022093365288505915,0.005807368935859106,0.014201113303497463,2.364013933629069e-05,63.03902447529777
